,osmid,y,x,highway,street_cou,lon,lat,ref,geometry
948,59817735,-36.7919969,174.7480749,traffic_signals,4,174.7480749,-36.7919969,,POINT (174.7480749 -36.7919969)
949,6227570060,-36.7920301,174.7480176,traffic_signals,4,174.7480176,-36.7920301,,POINT (174.7480176 -36.7920301)
950,5702867523,-36.792136,174.7484134,,3,174.7484134,-36.792136,,POINT (174.7484134 -36.792136)
951,59817756,-36.7937958,174.7457213,,3,174.7457213,-36.7937958,,POINT (174.7457213 -36.7937958)
952,6227092370,-36.7942436,174.7453682,,3,174.7453682,-36.7942436,,POINT (174.7453682 -36.7942436)
953,5702867522,-36.7924947,174.7473652,,3,174.7473652,-36.7924947,,POINT (174.7473652 -36.7924947)
954,59817780,-36.7942775,174.7453665,,3,174.7453665,-36.7942775,,POINT (174.7453665 -36.7942775)
955,110212834,-36.7946202,174.7453183,,3,174.7453183,-36.7946202,,POINT (174.7453183 -36.7946202)
956,6227092367,-36.7943379,174.7451983,,3,174.7451983,-36.7943379,,POINT (174.7451983 -36.7943379)
957,59817798,-36.789865,174.7650943,traffic_signals,3,174.7650943,-36.789865,,POINT (174.7650943 -36.789865)
958,6227381283,-36.7898979,174.7651308,traffic_signals,4,174.7651308,-36.7898979,,POINT (174.7651308 -36.7898979)
959,5689031557,-36.7897455,174.7653995,,4,174.7653995,-36.7897455,,POINT (174.7653995 -36.7897455)
960,59817799,-36.7882553,174.768231,traffic_signals,4,174.768231,-36.7882553,,POINT (174.768231 -36.7882553)
961,3313344253,-36.7884599,174.7678225,,3,174.7678225,-36.7884599,,POINT (174.7678225 -36.7884599)
962,3313349764,-36.7886277,174.7685245,,3,174.7685245,-36.7886277,,POINT (174.7685245 -36.7886277)
963,6227318870,-36.7876663,174.7693504,,3,174.7693504,-36.7876663,,POINT (174.7693504 -36.7876663)
964,98376052,-36.7867941,174.7670577,,3,174.7670577,-36.7867941,,POINT (174.7670577 -36.7867941)
965,59817986,-36.7899794,174.7652338,,4,174.7652338,-36.7899794,,POINT (174.7652338 -36.7899794)
966,5689031553,-36.7901723,174.7654744,,1,174.7654744,-36.7901723,,POINT (174.7654744 -36.7901723)
967,3313852138,-36.7903164,174.7651681,,3,174.7651681,-36.7903164,,POINT (174.7651681 -36.7903164)
968,59825741,-36.8556511,174.6516089,,3,174.6516089,-36.8556511,,POINT (174.6516089 -36.8556511)
969,5744143901,-36.8550025,174.6514037,,3,174.6514037,-36.8550025,,POINT (174.6514037 -36.8550025)
970,59825745,-36.8497325,174.6512022,,3,174.6512022,-36.8497325,,POINT (174.6512022 -36.8497325)
971,560692490,-36.8494033,174.6511238,,3,174.6511238,-36.8494033,,POINT (174.6511238 -36.8494033)
972,59826002,-36.8568665,174.6300002,,4,174.6300002,-36.8568665,,POINT (174.6300002 -36.8568665)
973,458728723,-36.8576841,174.6299239,,3,174.6299239,-36.8576841,,POINT (174.6299239 -36.8576841)
974,458728702,-36.856481,174.6300242,,4,174.6300242,-36.856481,,POINT (174.6300242 -36.856481)
975,5844850091,-36.8569321,174.6291707,,4,174.6291707,-36.8569321,,POINT (174.6291707 -36.8569321)
976,5844850107,-36.8568229,174.6303738,,3,174.6303738,-36.8568229,,POINT (174.6303738 -36.8568229)
977,59826007,-36.8699389,174.6283134,traffic_signals,2,174.6283134,-36.8699389,,POINT (174.6283134 -36.8699389)
978,4855303088,-36.862268,174.6293487,,3,174.6293487,-36.862268,,POINT (174.6293487 -36.862268)
979,6209729729,-36.8704813,174.6282367,,2,174.6282367,-36.8704813,,POINT (174.6282367 -36.8704813)
980,59826010,-36.87334,174.627829,traffic_signals,3,174.627829,-36.87334,,POINT (174.627829 -36.87334)
981,6241709540,-36.8734143,174.6278181,,3,174.6278181,-36.8734143,,POINT (174.6278181 -36.8734143)
982,6241709538,-36.8734015,174.6282401,,3,174.6282401,-36.8734015,,POINT (174.6282401 -36.8734015)
983,59826011,-36.8750947,174.6275383,traffic_signals,3,174.6275383,-36.8750947,,POINT (174.6275383 -36.8750947)
984,6241697945,-36.8749904,174.6275872,,4,174.6275872,-36.8749904,,POINT (174.6275872 -36.8749904)
985,305336411,-36.874918,174.6273076,,3,174.6273076,-36.874918,,POINT (174.6273076 -36.874918)
986,59826202,-36.9081619,174.6640651,traffic_signals,3,174.6640651,-36.9081619,,POINT (174.6640651 -36.9081619)
987,6207242443,-36.9082462,174.6639893,,4,174.6639893,-36.9082462,,POINT (174.6639893 -36.9082462)
988,5808083939,-36.9085034,174.6649637,,3,174.6649637,-36.9085034,,POINT (174.6649637 -36.9085034)
989,59826204,-36.9098306,174.6625341,,3,174.6625341,-36.9098306,,POINT (174.6625341 -36.9098306)
990,296600467,-36.9095877,174.662685,,3,174.662685,-36.9095877,,POINT (174.662685 -36.9095877)
991,59826206,-36.9116636,174.6607944,,3,174.6607944,-36.9116636,,POINT (174.6607944 -36.9116636)
992,415934959,-36.9118979,174.6609013,,1,174.6609013,-36.9118979,,POINT (174.6609013 -36.9118979)
993,59826211,-36.9131298,174.6586549,,3,174.6586549,-36.9131298,,POINT (174.6586549 -36.9131298)
994,5812695171,-36.9129672,174.6580497,,3,174.6580497,-36.9129672,,POINT (174.6580497 -36.9129672)
995,6201302516,-36.9132211,174.6583813,,1,174.6583813,-36.9132211,,POINT (174.6583813 -36.9132211)
996,59826214,-36.9105378,174.6529952,,2,174.6529952,-36.9105378,,POINT (174.6529952 -36.9105378)
997,800037048,-36.9104177,174.6524132,,3,174.6524132,-36.9104177,,POINT (174.6524132 -36.9104177)
998,6293358048,-36.910665,174.6534897,,2,174.6534897,-36.910665,,POINT (174.6534897 -36.910665)
999,59826268,-36.9099399,174.6507419,traffic_signals,3,174.6507419,-36.9099399,,POINT (174.6507419 -36.9099399)
1000,5726796757,-36.9085455,174.6412996,,3,174.6412996,-36.9085455,,POINT (174.6412996 -36.9085455)
1001,6192534485,-36.9212131,174.6482618,,2,174.6482618,-36.9212131,,POINT (174.6482618 -36.9212131)
1002,800037057,-36.9102734,174.6517304,,3,174.6517304,-36.9102734,,POINT (174.6517304 -36.9102734)
1003,59826877,-36.8940093,174.6917893,,3,174.6917893,-36.8940093,,POINT (174.6917893 -36.8940093)
1004,5734942146,-36.8938868,174.6919533,,3,174.6919533,-36.8938868,,POINT (174.6919533 -36.8938868)
