fishnetid,CO2,fishnetid,CO2psqkm
0,1309284.7705476624,0,525316.5381876837
100,5172438.124425999,3,2075519.2292558353
103,5373142.85972835,5,2156276.1372806625
105,276754.70798440516,7,111063.4107979065
108,1994697.4115664093,9,800484.6589680298
112,17159339.17444822,13,6886151.096164709
114,898327.1987753239,15,360504.373837869
118,19587577.30491292,21,7861425.015459119
120,32614156.87373342,23,13089610.047922404
122,803088.6951312862,25,322317.6332253195
124,6466167.518882892,27,2595180.113178293
126,34278065.80830629,29,13757415.724860013
128,12223278.152873155,31,4905782.024294053
13,3395667.55897866,33,1362842.6566883223
130,3532027.36532076,35,1417715.894121697
133,2517165.0766380494,37,1010361.633184498
135,168267.97505989706,39,67540.86478942784
137,12192831.043062177,41,4894064.676228764
143,5634774.641607589,43,2261734.902631136
146,20967405.582012918,45,8416079.797095856
148,17092318.83986425,47,6860663.743603427
15,3067779.674307725,49,1231372.1141090072
150,13528403.860128181,51,5430148.521190539
152,17682089.15626338,54,7098120.245536447
154,3157054.0805612206,56,1267336.075927774
156,5441507.726993749,58,2184384.199284541
158,7507087.839589856,60,3013569.929904922
160,4504923.187043434,62,1808411.1100224003
162,11826898.826981913,64,4747671.458044064
164,5365829.2282954035,66,2154004.5829932634
166,9081175.608805537,68,3645455.911492777
169,31941066.475808013,70,12822100.8621964
171,20570923.6265048,72,8257784.935516186
173,7584185.4738377305,74,3044519.229718537
175,10489869.02691211,76,4210947.646230951
177,37416329.740922615,78,15021580.172678623
179,25321932.995981008,80,10166027.754737902
181,3988388.5846291888,82,1601223.297387665
184,2219795.8090527174,87,891184.1686123435
186,12392686.465931572,89,4975307.16112892
189,14083363.734654294,92,5654065.455001723
192,16795543.49338174,94,6742927.616816204
194,10144670.864066936,96,4072793.5573902386
196,23139562.425344512,98,9289868.74287514
198,10024831.491248868,100,4024681.4961901745
201,8750441.256787414,103,3513050.4727590657
203,1708238.0260865677,105,685808.432857436
205,2202794.510413316,108,884449.6467760374
207,3052155.828484304,112,1225478.8776924345
209,2800141.709558426,114,1124292.0455049756
21,404517.8556699661,118,162418.99681090598
213,417431.00622128916,120,167603.7888511497
215,10628938.554982923,122,4267652.250868766
217,21993159.960496284,124,8830529.795938015
219,13028062.098660298,126,5230930.468949515
221,18684870.059826214,128,7502209.873122732
224,10482338.280934563,130,4208790.400617055
226,7817426.732019961,133,3138794.9621026125
228,8924296.596247701,135,3583586.124196738
23,1959107.73629607,137,786687.35668813
230,3115866.2495167097,143,1251188.251778461
232,12761665.533906724,146,5124496.595975591
234,11157358.41325237,148,4480280.811064962
236,2030359.887508524,150,815298.9360603006
238,2105284.4546751366,152,845385.1883885971
240,12641228.139774075,154,5076134.49037799
242,11718436.067318376,156,4705583.732595886
244,11446577.074372953,158,4596417.693078303
246,8926685.714586647,160,3584545.4839889836
249,13391506.38098993,162,5377965.834420092
25,3064120.12572952,164,1230536.198085769
251,10685049.408274295,166,4291065.472538247
253,18615025.763553448,169,7475706.5945374025
255,14186297.212163737,171,5697150.085538458
257,28651554.065884102,173,11506329.048087632
259,15382561.188325774,175,6177564.059115781
261,22473059.25250829,177,9025074.656758199
264,645289.9450161946,179,259145.39999118063
266,605469.8306014058,181,243153.8297563086
268,12609923.014470112,184,5064085.63884191
27,5156231.460010122,186,2070931.8053771835
270,2839597.565844779,189,1140486.6052246692
272,1300161.4167164548,192,522192.54525030166
273,14122262.54426866,194,5672018.972317438
275,7785002.281655493,196,3126742.652086016
277,1024338.8772628776,198,411412.089790842
279,4872162.936829969,201,1956839.460197794
281,1740404.4908996332,203,699010.3222449826
285,6848800.48999219,205,2750729.6507988144
287,8485537.432944503,207,3408103.2808375326
29,14173159.310132043,209,5693048.4768973775
290,2804135.8383444822,213,1126360.1088635246
292,17246019.8628716,215,6927349.433152836
294,4516825.268922268,217,1814310.0387834376
298,5921592.970174048,219,2378574.536700796
3,2695377.6373665184,221,1082674.315394381
300,4942412.985252517,224,1985259.327309962
303,866428.0466848977,226,348025.21890786645
305,22914056.28064221,228,9204075.841793017
307,2283623.8066822253,230,917281.7965261856
308,3554749.736699993,232,1427865.314391905
31,1082967.2934643065,234,435004.3039577748
310,11381297.813311312,236,4571618.70289403
313,2225993.687476652,238,894133.0365928634
315,2483416.688961787,240,997637.2576476999
317,4067169.0082399715,242,1633861.6688042462
320,1791997.5864760117,244,719880.6248777817
322,8233060.624755714,246,3307382.1482460587
324,6878691.217814997,249,2763305.357994274
