From,To,Volume,EstimatedTT
442874,26384674,1832.78,0.65
442928,1803689295,0.0,0.03
26384674,264670999,539.78,0.39
26384674,534589,1293.01,0.63
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,476.99,0.34
15866840,1803689315,1879.04,0.66
264670999,534589,272.85,0.33
534589,534591,1565.86,0.38
534591,534626,1327.36,0.66
8083440,534911,1415.1,0.04
534626,534624,1.27,0.07
534626,534625,1326.09,0.08
534608,30409417,1190.83,0.87
30436919,30436908,844.83,1.3
30409417,30409422,504.68,0.02
30409417,30403571,2188.49,0.21
534624,534608,856.51,1.23
534625,30436908,1327.21,0.02
534625,534624,855.23,0.07
30436908,30436907,1356.41,0.02
30436908,534628,814.51,0.38
534628,534629,1132.57,0.22
534629,3595409680,1419.77,0.65
11769656,11769730,923.25,0.2
3595409680,3855350,1155.7,0.01
3595409680,7128283652,264.07,0.04
3160432771,30409397,375.16,0.15
30409405,30409419,1004.7,0.72
534736,140605768,1905.03,0.14
534306820,2021890013,1508.2,0.19
140605768,534324288,1905.03,0.49
534329195,2021890013,894.23,0.02
534329195,534306820,1905.03,0.29
3853550,3564765835,283.97,0.4
534742,534770,1509.88,0.56
534770,29138173,2507.74,0.09
534743,534744,552.3,0.07
534744,534747,2074.41,0.05
247994358,534742,703.1,0.06
534747,277692998,125.3,0.01
534747,2287846802,1949.11,0.34
277692998,288154283,1899.01,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1949.11,0.15
534749,25235133,2314.88,0.09
534749,7095690293,397.02,0.75
25235133,25235132,951.14,0.01
25235133,534751,1381.2,0.91
7095690293,7095690318,1071.7,0.01
534751,534754,821.71,0.93
534754,3098430373,895.16,0.16
29510455,25235132,1291.91,0.7
3098430373,16574394,632.93,0.03
3098430373,2260849842,1165.66,0.87
534758,25873172,1422.4,0.03
534758,2202559858,1401.0,0.64
25873172,25873173,2125.85,0.02
25873172,3100041009,897.91,0.32
2202559858,25873172,1601.36,0.65
534769,546378258,1393.84,0.58
534769,534770,997.86,0.04
546378258,247994363,901.13,0.05
546378258,290077155,492.71,0.24
29138173,1775338888,291.26,0.09
29138173,534773,2216.48,0.75
534773,2544089666,2824.14,0.04
534773,335716508,774.91,0.27
2544089666,2544089665,2034.76,0.06
2544089666,16574602,789.38,0.03
335716508,534799,774.91,0.51
534774,534804,455.93,0.15
244038933,534778,722.02,0.08
534804,18630111,3045.39,0.77
534804,16574613,266.64,0.05
534778,244038915,1190.39,0.02
534778,30058360,1087.15,0.23
244038915,534787,1795.67,0.25
244038915,244038942,785.08,0.02
30058360,30056676,1332.08,0.82
30058360,30056684,489.95,0.02
534787,244038955,657.68,0.05
534787,244038923,1137.99,0.25
244038955,244038925,1066.77,0.05
244038955,2072816,660.27,0.35
244038923,244038955,1069.37,0.1
534790,30261537,696.7,0.04
534790,30409389,1575.84,0.04
30261537,30409389,486.44,0.05
30409389,30409397,1819.51,0.06
30409389,3160432771,242.76,0.18
534796,534790,743.95,0.05
534796,3160432775,1214.05,0.38
3160432775,534790,1528.59,0.18
534799,1501721437,247.53,0.02
534799,11769597,880.85,0.43
1501721437,18630516,1024.48,0.01
1501721437,2071676,378.75,0.32
11769597,7128283648,1101.13,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2322.83,0.04
18630111,35711189,1216.09,0.9
16574613,534773,1804.24,0.04
16574613,16574619,443.31,0.15
534806,280008531,1303.22,0.02
534806,2287864441,2690.35,0.34
280008531,18630070,483.28,0.03
