Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Fitness Function,Fitness,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,124788.28467305229,ARD,9.92355331023235,411301.4523439626,17.510961336094113,6737.2859222477655,154.59800652189801,1.9710560037583118,1.1992508651611056,2805211.067654852
