From,To,Volume,EstimatedTT
442874,26384674,1771.69,0.64
442928,1803689295,0.0,0.03
26384674,264670999,522.63,0.39
26384674,534589,1249.06,0.61
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,450.27,0.34
15866840,1803689315,1799.65,0.64
264670999,534589,264.61,0.33
534589,534591,1513.68,0.38
534591,534626,1322.67,0.66
8083440,534911,1377.71,0.04
534626,534624,0.0,0.07
534626,534625,1322.67,0.08
534608,30409417,1150.12,0.87
30436919,30436908,837.75,1.3
30409417,30409422,483.1,0.02
30409417,30403571,2114.74,0.2
534624,534608,823.87,1.23
534625,30436908,1322.67,0.02
534625,534624,823.87,0.07
30436908,30436907,1365.67,0.02
30436908,534628,794.75,0.38
534628,534629,1091.05,0.22
534629,3595409680,1369.7,0.64
11769656,11769730,854.52,0.2
3595409680,3855350,1123.62,0.01
3595409680,7128283652,246.08,0.04
3160432771,30409397,357.12,0.15
30409405,30409419,966.22,0.72
534736,140605768,1894.94,0.14
534306820,2021890013,1516.86,0.19
140605768,534324288,1894.94,0.48
534329195,2021890013,823.42,0.02
534329195,534306820,1894.94,0.29
3853550,3564765835,270.45,0.4
534742,534770,1424.42,0.55
534770,29138173,2390.42,0.09
534743,534744,584.57,0.07
534744,534747,2054.54,0.05
247994358,534742,661.6,0.06
534747,277692998,144.46,0.01
534747,2287846802,1910.07,0.34
277692998,288154283,1859.03,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1910.07,0.14
534749,25235133,2318.24,0.09
534749,7095690293,342.76,0.74
25235133,25235132,955.79,0.01
25235133,534751,1370.29,0.9
7095690293,7095690318,993.26,0.01
534751,534754,829.81,0.94
534754,3098430373,876.35,0.16
29510455,25235132,1220.37,0.69
3098430373,16574394,587.22,0.02
3098430373,2260849842,1164.91,0.86
534758,25873172,1363.68,0.03
534758,2202559858,1388.07,0.63
25873172,25873173,2044.92,0.02
25873172,3100041009,885.59,0.31
2202559858,25873172,1566.82,0.64
534769,546378258,1380.44,0.58
534769,534770,966.0,0.04
546378258,247994363,899.82,0.05
546378258,290077155,480.62,0.24
29138173,1775338888,275.22,0.09
29138173,534773,2115.2,0.73
534773,2544089666,2711.85,0.03
534773,335716508,753.02,0.27
2544089666,2544089665,1997.59,0.06
2544089666,16574602,714.27,0.03
335716508,534799,753.02,0.51
534774,534804,473.76,0.15
244038933,534778,714.27,0.08
534804,18630111,2969.8,0.75
534804,16574613,255.98,0.05
534778,244038915,1155.13,0.02
534778,30058360,1049.19,0.23
244038915,534787,1755.65,0.24
244038915,244038942,763.14,0.02
30058360,30056676,1284.85,0.81
30058360,30056684,468.1,0.02
534787,244038955,644.46,0.05
534787,244038923,1111.19,0.24
244038955,244038925,1053.02,0.05
244038955,2072816,644.46,0.35
244038923,244038955,1053.02,0.09
534790,30261537,663.38,0.04
534790,30409389,1520.51,0.04
30261537,30409389,458.6,0.05
30409389,30409397,1750.43,0.05
30409389,3160432771,228.68,0.18
534796,534790,706.03,0.05
534796,3160432775,1194.0,0.37
3160432775,534790,1477.86,0.17
534799,1501721437,265.1,0.02
534799,11769597,856.53,0.43
1501721437,18630516,1015.93,0.01
1501721437,2071676,372.79,0.32
11769597,7128283648,1034.72,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2275.74,0.04
18630111,35711189,1162.49,0.89
16574613,534773,1746.05,0.04
16574613,16574619,366.83,0.14
534806,280008531,1185.11,0.02
534806,2287864441,2621.82,0.33
280008531,18630070,429.9,0.03
280008531,31197353,755.2,0.04
2287864441,280221322,847.22,0.08
2287864441,24969587,1774.6,0.05
24669567,976932104,524.19,0.11
1854526402,27318980,655.29,0.04
27318980,27318981,811.02,0.07
534908,534911,87.2,0.05
534911,534914,1464.92,0.3
3853544,15511907,538.57,0.36
534914,442936,115.53,0.41
534914,15866840,1349.38,0.69
30409415,30409424,871.21,0.05
536575,30409422,2237.8,0.17
30403571,10919767,1825.09,0.43
30409422,30409424,1904.96,0.01
30409422,30409415,815.94,0.07
536584,30587893,835.65,1.26
30587893,1619208224,758.17,0.47
536652,25479302,1559.88,1.4
536652,18629762,1026.92,0.06
25479302,18627237,1237.45,1.27
25479302,28796755,920.86,0.06
18629762,264218470,1296.46,0.2
18629762,264223496,1649.73,0.02
25599929,2526224454,775.75,0.09
264218470,264223496,801.24,0.18
3899207524,309517759,1361.62,0.01
536663,21527849,2368.32,0.11
536663,536667,1632.31,2.23
21527849,2297622,1705.44,0.01
21527849,21552197,1831.71,0.16
21647397,2297615,1480.44,0.14
21647058,1632149359,270.62,0.28
536670,24945363,268.86,0.02
536670,2075220,3016.89,0.5
24945363,21660961,2589.07,0.01
2075220,25096430,2741.43,0.03
2075220,3869392962,927.8,0.45
344434421,10919786,964.84,0.22
1630023963,311941598,1417.28,0.25
3100041009,25873173,771.12,0.25
31296012,3148489413,720.52,0.12
536675,3148489416,929.84,0.17
3148489416,3148489413,258.9,0.02
3148489416,31296012,893.06,0.14
248219433,248219482,319.08,0.38
2071674,518252065,296.3,0.04
518252065,29348253,296.3,0.24
11769758,3853550,301.26,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1656.55,0.79
18178669,534743,186.58,0.05
18178669,534744,1469.97,0.07
7101166877,16574525,814.12,0.17
2287857538,5824956622,823.58,0.06
2274921120,206133365,697.09,1.91
2072802,30151417,599.97,1.75
316507154,316507156,579.64,0.28
30151417,30151418,1509.29,0.04
2072807,1485594848,402.37,0.01
