from,to,volume,EstimatedTT,length,CO2,lengthm
442874,26384674,1771.69,38.4,612.679,220678.7514239068,0.380700962909
442928,1803689295,0.0,1.7999999999999998,30.892,0.0,0.019195392932
26384674,264670999,522.63,23.400000000000002,283.786,32838.436500595286,0.176336390606
26384674,534589,1249.06,36.6,557.893,142956.6553104812,0.346658531303
1803689298,1803689295,0.0,2.4,43.606,0.0,0.027095503826
1803689295,139470345,0.0,35.4,692.761,0.0,0.430461595331
442936,15866840,450.27,20.400000000000002,260.692,25423.844731607667,0.16198644873200002
15866840,1803689315,1799.65,38.4,604.714,221776.6282788701,0.37575174289400004
264670999,534589,264.61,19.8,272.256,15198.287151651144,0.16917198297599997
534589,534591,1513.68,22.8,304.907,98283.26355224628,0.189460367497
534591,534626,1322.67,39.6,541.967,151459.59491622812,0.336762576757
8083440,534911,1377.71,2.4,31.226,9253.292121541772,0.019402930846
534626,534624,0.0,4.2,58.368,0.0,0.036268182528
534626,534625,1322.67,4.8,66.223,18458.82157469397,0.041149051733
534608,30409417,1150.12,52.2,714.166,173565.57302979042,0.443762041586
30436919,30436908,837.75,78.0,1083.322,190853.64128809382,0.673144874462
30409417,30409422,483.1,1.2,15.849,1637.750814006114,0.009848108979
30409417,30403571,2114.74,12.0,146.232,68323.80668682829,0.090864324072
534624,534608,823.87,73.8,1018.636,176831.27121627607,0.632950869956
534625,30436908,1322.67,1.2,17.695,4839.243163638153,0.010995159845
534625,534624,823.87,4.2,56.363,9876.506424001234,0.035022333673
30436908,30436907,1365.67,1.2,17.517,4959.21722884519,0.010884555807
30436908,534628,794.75,22.8,304.045,51508.544720278594,0.188924745695
534628,534629,1091.05,13.2,178.166,41262.67447727048,0.110707185586
534629,3595409680,1369.7,38.4,522.992,151596.9009744294,0.32497206203199996
11769656,11769730,854.52,12.0,160.837,29244.658957264488,0.099939447527
3595409680,3855350,1123.62,0.6,8.705,2030.9702727645133,0.005409034555
3595409680,7128283652,246.08,2.4,36.005,1824.2591013670155,0.022372462855
3160432771,30409397,357.12,9.0,125.872,9432.714633430478,0.078213210512
30409405,30409419,966.22,43.199999999999996,599.679,121869.38992244343,0.372623139909
534736,140605768,1894.94,8.4,46.052,33179.74792203526,0.028615377292
534306820,2021890013,1516.86,11.4,154.698,49719.79583377589,0.09612485095800001
140605768,534324288,1894.94,28.799999999999997,160.239,114137.94372085725,0.099567867669
534329195,2021890013,823.42,1.2,13.435,2545.5692021793448,0.008348119385
534329195,534306820,1894.94,17.4,162.195,78767.81005850894,0.100783269345
3853550,3564765835,270.45,24.0,329.278,18800.605085107858,0.204603800138
534742,534770,1424.42,33.0,445.353,134663.83441093558,0.276729438963
534770,29138173,2390.42,5.3999999999999995,57.914,32596.57744601735,0.035986080094
534743,534744,584.57,4.2,50.828,6584.882722423826,0.031583045188
534744,534747,2054.54,3.0,37.105,16734.814846824724,0.023055970954999998
247994358,534742,661.6,3.5999999999999996,45.02,6508.105633029074,0.027974122420000004
534747,277692998,144.46,0.6,11.887,342.6174814077594,0.0073862370770000005
534747,2287846802,1910.07,20.400000000000002,258.843,107388.84983630855,0.160837533753
277692998,288154283,1859.03,4.8,61.39,24710.57194295858,0.03814596569
2287846802,29510418,0.0,2.4,35.734,0.0,0.022204071314000002
2287846802,2287846804,1910.07,8.4,46.887,33580.31032876851,0.029134222077
534749,25235133,2318.24,5.3999999999999995,17.868,22708.48644496559,0.011102657028
534749,7095690293,342.76,44.4,610.927,44166.762181399085,0.37961232091700003
25235133,25235132,955.79,0.6,9.536,1854.2542044445447,0.005925393856
25235133,534751,1370.29,54.0,542.553,181779.72476613038,0.337126700163
7095690293,7095690318,993.26,0.6,10.963,2178.895240393611,0.006812090273
534751,534754,829.81,56.4,428.259,105184.47602765143,0.266107723089
534754,3098430373,876.35,9.6,127.4,23840.03006520551,0.0791626654
29510455,25235132,1220.37,41.4,551.169,143463.5969128843,0.34248043269899997
3098430373,16574394,587.22,1.2,16.344,2031.068631140687,0.010155687624000001
3098430373,2260849842,1164.91,51.6,169.399,108740.15339226724,0.105259626029
534758,25873172,1363.68,1.7999999999999998,17.576,5963.651007322315,0.010921216696
534758,2202559858,1388.07,37.8,514.418,151150.74739109163,0.319644427078
25873172,25873173,2044.92,1.2,12.711,6162.778013567841,0.007898246781
25873172,3100041009,885.59,18.6,149.898,37612.624819599965,0.093142270158
2202559858,25873172,1566.82,38.4,513.409,171315.18437098688,0.319017463739
534769,546378258,1380.44,34.8,466.515,137022.8756733268,0.289878892065
534769,534770,966.0,2.4,34.331,6913.129444775326,0.021332287801
546378258,247994363,899.82,3.0,28.145,6463.386241407362,0.017488486795
546378258,290077155,480.62,14.399999999999999,199.327,20167.64864184659,0.123856017317
29138173,1775338888,275.22,5.3999999999999995,72.629,4248.195419015865,0.045129554359000006
