,Unnamed: 0,osmid,y,x,highway,street_cou,lon,lat,ref,geometry,gridID_lon,gridID_lat,inner_grid_lon,inner_grid_lat
12981,12981,1164554703,-36.929346,174.7597677,,3,174.7597677,-36.929346,,POINT (174.7597677 -36.929346),3.0,2.0,None,None
12982,12982,780464518,-36.9289163,174.7539487,,1,174.7539487,-36.9289163,,POINT (174.7539487 -36.9289163),3.0,2.0,None,None
12983,12983,780801403,-36.924822,174.76504,turning_circle,1,174.76504,-36.924822,,POINT (174.76504 -36.924822),3.0,2.0,None,None
12984,12984,783911117,-36.905128999999995,174.8366112,turning_circle,1,174.8366112,-36.905128999999995,,POINT (174.8366112 -36.905129),5.0,2.0,1,1
12985,12985,7608817331,-36.9039833,174.8362434,,3,174.8362434,-36.9039833,,POINT (174.8362434 -36.9039833),5.0,2.0,1,1
12986,12986,783918969,-36.9075097,174.839423,,3,174.839423,-36.9075097,,POINT (174.839423 -36.9075097),5.0,2.0,1,1
12987,12987,6224766139,-36.9035171,174.8418136,,3,174.8418136,-36.9035171,,POINT (174.8418136 -36.9035171),5.0,2.0,1,1
12988,12988,6225125103,-36.8865167,174.92108080000003,,3,174.92108080000003,-36.8865167,,POINT (174.9210808 -36.8865167),7.0,3.0,None,None
12989,12989,791097406,-36.8886217,174.72141240000002,turning_circle,1,174.72141240000002,-36.8886217,,POINT (174.7214124 -36.8886217),2.0,3.0,None,None
12990,12990,6207267085,-36.910360700000005,174.6523417,,3,174.6523417,-36.910360700000005,,POINT (174.6523417 -36.9103607),1.0,2.0,None,None
12991,12991,800045954,-36.983167200000004,174.80248380000003,turning_circle,1,174.80248380000003,-36.983167200000004,,POINT (174.8024838 -36.9831672),4.0,0.0,None,None
12992,12992,800045947,-36.982010200000005,174.7982739,,3,174.7982739,-36.982010200000005,,POINT (174.7982739 -36.9820102),4.0,0.0,None,None
12993,12993,800045978,-36.9799958,174.7966669,,3,174.7966669,-36.9799958,,POINT (174.7966669 -36.9799958),4.0,0.0,None,None
12994,12994,1027551475,-36.9814289,174.7959595,,3,174.7959595,-36.9814289,,POINT (174.7959595 -36.9814289),4.0,0.0,None,None
12995,12995,800045984,-36.9804119,174.7964679,,3,174.7964679,-36.9804119,,POINT (174.7964679 -36.9804119),4.0,0.0,None,None
12996,12996,800045963,-36.9791909,174.7943824,,3,174.7943824,-36.9791909,,POINT (174.7943824 -36.9791909),4.0,0.0,None,None
12997,12997,800046001,-36.980377399999995,174.7940636,,3,174.7940636,-36.980377399999995,,POINT (174.7940636 -36.9803774),4.0,0.0,None,None
12998,12998,800046011,-36.9820399,174.8021768,turning_circle,1,174.8021768,-36.9820399,,POINT (174.8021768 -36.9820399),4.0,0.0,None,None
12999,12999,800045985,-36.979135600000006,174.7945111,,3,174.7945111,-36.979135600000006,,POINT (174.7945111 -36.9791356),4.0,0.0,None,None
13000,13000,800045999,-36.979348,174.79520290000002,,3,174.79520290000002,-36.979348,,POINT (174.7952029 -36.979348),4.0,0.0,None,None
13001,13001,4395711475,-36.9803693,174.795772,,3,174.795772,-36.9803693,,POINT (174.795772 -36.9803693),4.0,0.0,None,None
13002,13002,800046002,-36.980693200000005,174.79475549999998,,3,174.79475549999998,-36.980693200000005,,POINT (174.7947555 -36.9806932),4.0,0.0,None,None
13003,13003,4395743930,-36.9814277,174.7948355,,3,174.7948355,-36.9814277,,POINT (174.7948355 -36.9814277),4.0,0.0,None,None
13004,13004,7819384965,-36.9603268,174.87443530000002,,3,174.87443530000002,-36.9603268,,POINT (174.8744353 -36.9603268),6.0,1.0,1,0
13005,13005,800205021,-36.9665176,174.92034030000002,,3,174.92034030000002,-36.9665176,,POINT (174.9203403 -36.9665176),7.0,1.0,None,None
13006,13006,800205101,-36.966453,174.91995780000002,,1,174.91995780000002,-36.966453,,POINT (174.9199578 -36.966453),7.0,1.0,None,None
13007,13007,800205233,-36.9660147,174.92034009999998,,3,174.92034009999998,-36.9660147,,POINT (174.9203401 -36.9660147),7.0,1.0,None,None
13008,13008,800205156,-36.9664703,174.92130690000002,,3,174.92130690000002,-36.9664703,,POINT (174.9213069 -36.9664703),7.0,1.0,None,None
13009,13009,800205058,-36.967224,174.92140049999998,,3,174.92140049999998,-36.967224,,POINT (174.9214005 -36.967224),7.0,1.0,None,None
13010,13010,800205159,-36.9673764,174.92146330000003,,3,174.92146330000003,-36.9673764,,POINT (174.9214633 -36.9673764),7.0,1.0,None,None
13011,13011,6224700657,-36.9658914,174.9251497,,3,174.9251497,-36.9658914,,POINT (174.9251497 -36.9658914),7.0,1.0,None,None
13012,13012,800205116,-36.965538200000005,174.923743,,3,174.923743,-36.965538200000005,,POINT (174.923743 -36.9655382),7.0,1.0,None,None
13013,13013,800214302,-36.965663,174.92419119999997,,3,174.92419119999997,-36.965663,,POINT (174.9241912 -36.965663),7.0,1.0,None,None
13014,13014,4125217856,-36.96626320000001,174.9231335,,3,174.9231335,-36.96626320000001,,POINT (174.9231335 -36.9662632),7.0,1.0,None,None
13015,13015,800205236,-36.966891600000004,174.9225882,,3,174.9225882,-36.966891600000004,,POINT (174.9225882 -36.9668916),7.0,1.0,None,None
13016,13016,800205136,-36.96568320000001,174.92436750000002,,3,174.92436750000002,-36.96568320000001,,POINT (174.9243675 -36.9656832),7.0,1.0,None,None
13017,13017,6224700658,-36.965732200000005,174.9243504,,4,174.9243504,-36.965732200000005,,POINT (174.9243504 -36.9657322),7.0,1.0,None,None
13018,13018,800205180,-36.9652911,174.9203326,,1,174.9203326,-36.9652911,,POINT (174.9203326 -36.9652911),7.0,1.0,None,None
13019,13019,800214137,-36.9675376,174.92263300000002,,3,174.92263300000002,-36.9675376,,POINT (174.922633 -36.9675376),7.0,1.0,None,None
13020,13020,4324614132,-36.9660065,174.9202574,,1,174.9202574,-36.9660065,,POINT (174.9202574 -36.9660065),7.0,1.0,None,None
13021,13021,4324619489,-36.965963099999996,174.9204082,,1,174.9204082,-36.965963099999996,,POINT (174.9204082 -36.9659631),7.0,1.0,None,None
13022,13022,4324614148,-36.967294700000004,174.9226269,,3,174.9226269,-36.967294700000004,,POINT (174.9226269 -36.9672947),7.0,1.0,None,None
13023,13023,5735006840,-36.9673995,174.9240385,,3,174.9240385,-36.9673995,,POINT (174.9240385 -36.9673995),7.0,1.0,None,None
13024,13024,4666730768,-36.967574299999995,174.9233245,,3,174.9233245,-36.967574299999995,,POINT (174.9233245 -36.9675743),7.0,1.0,None,None
13025,13025,800236987,-36.9729131,174.9186104,,3,174.9186104,-36.9729131,,POINT (174.9186104 -36.9729131),7.0,0.0,None,None
13026,13026,800237178,-36.9721031,174.91881840000002,,4,174.91881840000002,-36.9721031,,POINT (174.9188184 -36.9721031),7.0,0.0,None,None
13027,13027,800237267,-36.9730294,174.919164,,3,174.919164,-36.9730294,,POINT (174.919164 -36.9730294),7.0,0.0,None,None
13028,13028,800237022,-36.973273,174.9182755,,4,174.9182755,-36.973273,,POINT (174.9182755 -36.973273),7.0,0.0,None,None
13029,13029,800237051,-36.9733033,174.9168876,,3,174.9168876,-36.9733033,,POINT (174.9168876 -36.9733033),7.0,0.0,None,None
13030,13030,800237114,-36.971963200000005,174.91802230000002,,4,174.91802230000002,-36.971963200000005,,POINT (174.9180223 -36.9719632),7.0,0.0,None,None
13031,13031,800237044,-36.9737145,174.91837809999998,,3,174.91837809999998,-36.9737145,,POINT (174.9183781 -36.9737145),7.0,0.0,None,None
13032,13032,800237025,-36.9706279,174.91923300000002,,3,174.91923300000002,-36.9706279,,POINT (174.919233 -36.9706279),7.0,1.0,None,None
13033,13033,800237136,-36.9713809,174.9190239,,3,174.9190239,-36.9713809,,POINT (174.9190239 -36.9713809),7.0,1.0,None,None
13034,13034,1885113462,-36.970871200000005,174.9205497,,3,174.9205497,-36.970871200000005,,POINT (174.9205497 -36.9708712),7.0,1.0,None,None
13035,13035,6330636579,-36.9705421,174.9187686,,3,174.9187686,-36.9705421,,POINT (174.9187686 -36.9705421),7.0,1.0,None,None
13036,13036,2346902183,-36.9739006,174.9205499,,3,174.9205499,-36.9739006,,POINT (174.9205499 -36.9739006),7.0,0.0,None,None
13037,13037,800237047,-36.9742726,174.91822130000003,,1,174.91822130000003,-36.9742726,,POINT (174.9182213 -36.9742726),7.0,0.0,None,None
13038,13038,1458459204,-36.9718273,174.9172943,,4,174.9172943,-36.9718273,,POINT (174.9172943 -36.9718273),7.0,0.0,None,None
13039,13039,1458459210,-36.971808200000005,174.91576990000002,,3,174.91576990000002,-36.971808200000005,,POINT (174.9157699 -36.9718082),7.0,0.0,None,None
13040,13040,800237098,-36.9715287,174.9146041,,3,174.9146041,-36.9715287,,POINT (174.9146041 -36.9715287),7.0,1.0,None,None
13041,13041,800308835,-36.972849700000005,174.9152619,,3,174.9152619,-36.972849700000005,,POINT (174.9152619 -36.9728497),7.0,0.0,None,None
13042,13042,800237187,-36.97074620000001,174.9138101,,3,174.9138101,-36.97074620000001,,POINT (174.9138101 -36.9707462),7.0,1.0,None,None
13043,13043,800308801,-36.97280429999999,174.9140625,,3,174.9140625,-36.97280429999999,,POINT (174.9140625 -36.9728043),7.0,0.0,None,None
13044,13044,1458459176,-36.9705494,174.9184341,,3,174.9184341,-36.9705494,,POINT (174.9184341 -36.9705494),7.0,1.0,None,None
13045,13045,800237229,-36.9714914,174.91960669999997,,3,174.91960669999997,-36.9714914,,POINT (174.9196067 -36.9714914),7.0,1.0,None,None
13046,13046,800237153,-36.969827,174.9145567,,3,174.9145567,-36.969827,,POINT (174.9145567 -36.969827),7.0,1.0,None,None
13047,13047,1458459115,-36.969742100000005,174.91461909999998,,3,174.91461909999998,-36.969742100000005,,POINT (174.9146191 -36.9697421),7.0,1.0,None,None
13048,13048,2346902177,-36.972488,174.9209573,,4,174.9209573,-36.972488,,POINT (174.9209573 -36.972488),7.0,0.0,None,None
13049,13049,7462537639,-36.9713196,174.9136496,,3,174.9136496,-36.9713196,,POINT (174.9136496 -36.9713196),7.0,1.0,None,None
13050,13050,800237212,-36.9709065,174.9150846,,3,174.9150846,-36.9709065,,POINT (174.9150846 -36.9709065),7.0,1.0,None,None
13051,13051,1458459143,-36.969885,174.91466640000002,,3,174.91466640000002,-36.969885,,POINT (174.9146664 -36.969885),7.0,1.0,None,None
13052,13052,2321343650,-36.970950099999996,174.9168019,,3,174.9168019,-36.970950099999996,,POINT (174.9168019 -36.9709501),7.0,1.0,None,None
13053,13053,4324614179,-36.9715558,174.91963869999998,,1,174.91963869999998,-36.9715558,,POINT (174.9196387 -36.9715558),7.0,1.0,None,None
13054,13054,4324614167,-36.9714325,174.91968569999997,,1,174.91968569999997,-36.9714325,,POINT (174.9196857 -36.9714325),7.0,1.0,None,None
