From,To,Volume,EstimatedTT
442874,26384674,2674.02,1.11
442928,1803689295,0.0,0.03
26384674,264670999,887.26,0.71
26384674,534589,1786.76,1.02
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,962.5,0.79
15866840,1803689315,2771.8,1.18
264670999,534589,494.43,0.36
534589,534591,2281.2,0.43
534591,534626,1795.59,0.7
8083440,534911,1778.28,0.05
534626,534624,36.05,0.07
534626,534625,1759.54,0.08
534608,30409417,1582.55,0.9
30436919,30436908,1296.58,1.31
30409417,30409422,503.62,0.02
30409417,30403571,3020.76,0.29
534624,534608,1185.04,1.24
534625,30436908,1796.34,0.02
534625,534624,1148.99,0.07
30436908,30436907,1811.56,0.02
30436908,534628,1244.06,0.46
534628,534629,1798.61,0.26
534629,3595409680,2166.24,0.72
11769656,11769730,1370.26,0.21
3595409680,3855350,1613.58,0.01
3595409680,7128283652,553.43,0.05
3160432771,30409397,612.63,0.18
30409405,30409419,1249.53,0.72
534736,140605768,2345.71,0.2
534306820,2021890013,1946.94,0.19
140605768,534324288,2345.71,0.7
534329195,2021890013,1372.84,0.02
534329195,534306820,2345.71,0.42
3853550,3564765835,507.45,0.43
534742,534770,2285.6,0.65
534770,29138173,3174.48,0.12
534743,534744,635.9,0.08
534744,534747,2728.96,0.06
247994358,534742,994.57,0.09
534747,277692998,115.83,0.01
534747,2287846802,2613.13,0.41
277692998,288154283,2385.31,0.09
2287846802,29510418,0.54,0.04
2287846802,2287846804,2612.59,0.35
534749,25235133,2964.59,0.2
534749,7095690293,756.47,1.01
25235133,25235132,1261.62,0.01
25235133,534751,1750.8,1.33
7095690293,7095690318,1834.14,0.02
534751,534754,827.22,0.94
534754,3098430373,1403.44,0.22
29510455,25235132,1894.99,0.85
3098430373,16574394,1035.27,0.06
3098430373,2260849842,1345.68,1.38
534758,25873172,1957.87,0.04
534758,2202559858,1672.33,0.65
25873172,25873173,2852.38,0.02
25873172,3100041009,1135.09,0.53
2202559858,25873172,2029.59,0.7
534769,546378258,1715.46,0.6
534769,534770,888.88,0.04
546378258,247994363,1075.74,0.06
546378258,290077155,639.72,0.24
29138173,1775338888,311.65,0.09
29138173,534773,2862.83,0.96
534773,2544089666,3263.07,0.04
534773,335716508,1183.53,0.32
2544089666,2544089665,2246.96,0.07
2544089666,16574602,1016.1,0.04
335716508,534799,1183.53,0.52
534774,534804,547.55,0.15
244038933,534778,974.72,0.09
534804,18630111,3504.22,0.99
534804,16574613,382.14,0.05
534778,244038915,1460.03,0.02
534778,30058360,1651.6,0.28
244038915,534787,2171.34,0.33
244038915,244038942,1174.31,0.04
30058360,30056676,1793.91,1.03
30058360,30056684,754.14,0.02
534787,244038955,912.97,0.07
534787,244038923,1258.37,0.31
244038955,244038925,1351.8,0.05
244038955,2072816,971.11,0.48
244038923,244038955,1409.94,0.1
534790,30261537,961.67,0.04
534790,30409389,1978.52,0.05
30261537,30409389,735.94,0.05
30409389,30409397,2306.5,0.08
30409389,3160432771,407.96,0.18
534796,534790,1048.04,0.05
534796,3160432775,1440.08,0.6
3160432775,534790,1892.16,0.22
534799,1501721437,390.09,0.02
534799,11769597,1329.47,0.43
1501721437,18630516,1422.78,0.02
1501721437,2071676,583.68,0.33
11769597,7128283648,1617.7,0.02
11769597,3595409680,0.78,0.02
18630111,280008666,2853.5,0.06
18630111,35711189,1744.81,0.94
16574613,534773,2362.69,0.05
16574613,16574619,688.63,0.16
534806,280008531,2130.38,0.02
534806,2287864441,3368.02,0.47
280008531,18630070,828.91,0.03
280008531,31197353,1302.87,0.06
2287864441,280221322,1106.54,0.12
2287864441,24969587,2261.48,0.07
24669567,976932104,822.67,0.15
1854526402,27318980,872.04,0.05
27318980,27318981,900.09,0.08
534908,534911,373.54,0.05
534911,534914,2151.81,0.4
3853544,15511907,681.24,0.41
534914,442936,342.51,0.42
534914,15866840,1809.3,1.11
30409415,30409424,1147.79,0.05
536575,30409422,3179.02,0.21
30403571,10919767,2604.75,0.54
30409422,30409424,2571.81,0.02
30409422,30409415,1110.83,0.13
536584,30587893,1255.54,2.46
30587893,1619208224,1094.19,0.73
536652,25479302,2258.41,2.3
536652,18629762,1495.61,0.14
25479302,18627237,1841.93,1.68
25479302,28796755,1407.3,0.15
18629762,264218470,1537.81,0.22
18629762,264223496,2875.28,0.07
25599929,2526224454,958.02,0.09
264218470,264223496,993.81,0.18
3899207524,309517759,1795.64,0.01
536663,21527849,3349.2,0.24
536663,536667,2210.53,3.37
21527849,2297622,2385.15,0.01
21527849,21552197,2479.61,0.36
21647397,2297615,1830.05,0.17
21647058,1632149359,241.27,0.28
536670,24945363,351.12,0.02
536670,2075220,4275.33,0.76
24945363,21660961,3820.09,0.03
2075220,25096430,3961.08,0.05
2075220,3869392962,1319.98,0.89
344434421,10919786,1621.93,0.23
1630023963,311941598,2066.0,0.37
3100041009,25873173,1046.87,0.43
31296012,3148489413,1027.74,0.12
536675,3148489416,1265.86,0.19
3148489416,3148489413,447.93,0.02
3148489416,31296012,1351.79,0.16
248219433,248219482,179.44,0.38
2071674,518252065,554.55,0.04
518252065,29348253,554.55,0.24
11769758,3853550,619.1,0.94
534316145,518252065,0.0,0.05
2071676,18178669,2377.59,0.93
18178669,534743,284.53,0.05
18178669,534744,2093.07,0.08
7101166877,16574525,1113.06,0.35
2287857538,5824956622,956.42,0.08
2274921120,206133365,868.38,2.48
2072802,30151417,861.48,1.81
316507154,316507156,887.93,0.28
30151417,30151418,2144.65,0.07
2072807,1485594848,652.74,0.01
2072807,1485594778,929.58,0.13
1485594848,159725096,492.63,0.02
1485594848,11007703,1072.9,0.73
1485594778,1485594848,912.78,0.09
2072816,244038925,931.31,0.52
244038925,244038942,2283.11,0.36
2075215,25755498,697.63,0.02
2075215,2039066667,2826.33,3.78
25755498,25755497,2195.45,0.02
25755498,25755500,458.49,0.05
2039066667,25755506,2699.49,2.97
25096430,25096432,1883.74,0.02
25096430,10919799,3506.42,0.47
3869392962,25096430,1429.07,0.31
21540856,21647397,905.98,0.14
2297619,3790101104,1515.56,4.14
3790101104,21552197,0.0,0.12
3790101104,21527849,1515.56,0.09
2297622,21552199,1657.02,0.04
2297622,21527762,2210.64,0.08
21552199,21552200,2344.8,0.8
21527762,536663,3075.84,0.02
21527762,3146686054,1849.89,0.29
3411653,113794494,615.88,0.08
26165869,262185367,1490.66,0.09
113794494,15618026,626.86,0.02
113794494,26291274,1571.15,0.26
3411658,15618078,1242.61,0.16
3411658,25622663,2134.88,0.35
15618078,3030258494,1242.61,0.09
15618078,25622151,1717.63,0.06
25622663,25622670,2134.88,1.46
15511907,2071674,797.79,1.2
3855350,11769597,289.01,0.02
3855350,1501721437,1616.38,0.48
9100179,3137684026,870.54,0.89
3137684026,3137684031,1068.69,0.58
3137684031,3137684026,647.22,0.23
9100190,9982673425,82.83,0.05
9982673432,2970916246,147.91,0.04
9982673425,9100190,147.91,0.05
10919218,8224298741,1367.38,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,1367.38,0.33
10919223,11008027,1555.26,0.55
25740441,25740442,801.34,0.11
11008027,2075215,2969.32,0.03
11008027,11008006,656.27,0.24
86684589,3121844724,282.12,0.05
10919237,10919235,0.0,0.06
10919237,10919238,656.27,0.07
10919238,10049596107,675.94,0.08
10049596107,10919237,656.27,0.01
3073762517,3877390797,103.74,0.03
10919767,536575,2724.16,0.57
126667225,18178749,554.43,0.11
126667225,31271217,674.41,0.05
3151457278,18178797,1695.86,0.27
2262218571,18178769,1346.64,0.84
3147805129,2262248282,1291.8,0.05
10919786,536663,2483.89,0.34
10919786,3146686054,505.09,0.01
3146686054,21552195,968.4,0.01
3146686054,21527733,1661.2,0.74
10919799,15613225,3414.18,0.08
10919799,1952603929,524.94,0.45
15613225,1698611463,3415.75,2.44
15613225,15613290,369.0,0.02
1952603929,15613225,370.56,0.44
10940911,773684928,1796.4,1.5
773684928,4186859645,1796.4,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,3.89,0.26
3324432562,25621845,1111.91,0.8
