origin,destination,TT,FFTT,Average Trip Length
0,103,62.834239540563495,31.030412400000003,49862.91275000001
0,32,41.20943192733188,15.484936972,23042.528750000005
0,68,43.01662743970968,19.184736085999997,31034.592249999998
0,11,6.745745194381286,4.5102648,8410.090250000001
0,23,30.522460605530615,19.189502657000006,28101.16125000001
0,101,43.55154850383831,25.771395743999996,44878.30875000001
0,33,28.389324627353695,17.943302143000004,26053.761749999998
0,70,41.537967953403246,17.289885771000005,25280.15225
0,99,41.03813628792537,23.291194658000002,39784.50575000001
0,64,30.463605660783365,14.320826743000001,24493.93175
0,97,67.01908675214267,29.694378684999993,39327.64525000001
0,22,28.177430853153144,18.457427571000004,26933.106249999997
0,35,46.411361933698515,22.129713342000002,30615.676250000004
0,5,22.68552148472133,13.363455342000004,20490.69325
0,66,39.59323529776244,17.904154199999997,29194.955249999995
0,76,37.18622428652833,19.996084086999993,31780.00275000001
0,36,34.88629948294132,22.760851456,31375.937250000006
0,21,27.449648890358844,17.384331857000003,26058.696249999997
0,10,2.7133784924913407,2.3725914,5649.674249999999
0,78,41.689873894352104,22.059205601000002,35872.59775000001
0,37,39.01121164186465,20.548707043000004,29343.59925
0,107,61.25140362263017,29.388142626999993,42161.15825
0,72,59.14214969613586,24.482449471999995,33125.95725000001
0,38,35.973717533879466,22.233156942000004,30711.09624999999
0,105,63.85445846953826,30.216557397999996,40279.61024999999
0,20,29.597289418529275,16.446269829000002,24887.28975
0,74,31.47055142712,18.699408,33386.27075
0,40,40.90095979973678,20.698181743000003,29522.76925
0,84,49.32803844394251,21.584175771999995,30645.91025
0,2,17.983865464382593,10.766572328000002,16577.21525
0,86,52.865714451800976,23.08563977099999,32696.250250000005
0,9,2.263472331396942,1.8928932,4043.21425
0,19,27.73119718678129,17.891227285000003,26650.074249999998
0,42,45.428303842091296,26.465557221000005,44252.06225000001
0,80,38.238048161595174,20.626270029,35362.587750000006
0,43,32.9836333224943,16.275963599,26774.92475
0,4,35.239815096112196,17.045004985000006,24126.139249999997
0,82,45.77642692654959,23.07860999999999,40890.747749999995
0,113,62.960858472730955,31.086961626999994,45223.08625000001
0,18,26.83841056950225,17.227290428000003,25875.48125
0,44,22.009154465682588,11.131419600000001,20772.956750000005
