fishnetid,CO2,CO2psqkm
0,7653824.841302531,894585.0447227048
1,7008559.088429714,819165.8779191014
2,15429455.723507259,1803406.8749505894
3,7318885.799402352,855437.1070588139
4,4828642.948880527,564375.5714225167
5,8241278.600130592,963448.7822008807
6,14176877.65850811,1657351.5079681694
7,9890244.847222641,1156221.602989395
8,9228153.136792365,1078819.6022729522
9,5022466.251065406,587152.7014215138
10,8205234.93242188,959235.088011162
11,1623161.5868344607,189756.12038235544
12,5475700.396388376,640272.3428392893
13,12200283.956648888,1426576.2965021136
14,4523287.271522162,528906.9030480272
15,12031933.781834964,1406891.1506682213
16,9137773.345943857,1068477.6603922348
17,5655536.6288603665,661300.5506592948
19,8807352.131185282,1030057.7185965427
20,5566661.076766878,651044.9592036372
21,11841458.412434433,1384909.5000958638
22,6484437.1946851155,3033531.292337568
23,10762282.241536653,5034780.810813572
24,6630269.202294968,3102079.7655068818
25,5781372.810242067,2704909.7200045353
26,7592033.960090613,3551684.116749742
27,5818762.544220795,2722117.237104753
28,2785929.7083722632,1303442.7280078954
29,5020541.979399736,2348942.5860390468
30,8862409.133510798,1036496.8718597828
31,7037984.826387663,823122.6009593338
32,16342021.280839877,1911671.2752861618
33,15150713.779203214,1772313.4631924415
34,3027771.0016503576,1416740.9878748301
35,2287896.8224700945,1070542.3899810088
36,14842384.05847375,6945711.81371676
37,14460617.554568676,6767058.565976485
38,2601859.917411036,1217450.589128308
39,5166888.843891999,2417667.386654257
40,11394366.156130409,5332161.148010856
41,17768418.845178735,8314992.806952615
42,21384008.76898905,2501477.3026928054
43,20349057.055666257,2380409.8149179826
44,4872986.65510292,570036.4999729266
