from,to,volume,EstimatedTT,length,CO2,lengthm
128239,128242,0.0,34.8,289.713,0.0,0.18001925652300002
128242,128238,0.0,38.4,320.665,0.0,0.19925193171500002
128917,1251890942,0.0,3.0,24.769,0.0,0.015390738299
129842,129837,0.77,17.4,245.779,39.59431738315988,0.152719943009
128957,292342693,31.23,3.0,44.72,287.9939040047897,0.02778771112
128957,2429987872,640.99,7.199999999999999,96.273,13141.80711362357,0.059821250283
292342693,564060,31.64,10.799999999999999,181.373,1157.5628946174693,0.112699922383
2429987872,128958,645.1,1.2,12.811,1950.8625130847001,0.007960383881
2429987872,2429987861,246.43,10.200000000000001,144.575,7446.355428427821,0.089834712325
128958,130125,438.18,1.7999999999999998,45.663,4035.6442575963433,0.028373663972999997
128958,2429987884,453.78,6.6,95.55,9008.29826805932,0.05937199905
130125,128961,441.38,10.799999999999999,239.225,21104.31622623688,0.148647477475
2429987884,128957,284.24,1.2,12.972,864.4071289159032,0.008060424612
2429987884,2265793802,711.8,13.8,185.674,28084.70316859257,0.115372439054
128959,130125,40.15,2.4,57.212,460.9127700721104,0.035549877652
128959,128958,246.86,4.2,55.006,2913.4887290790834,0.034179133226000004
128961,564068,586.6,19.8,443.997,52082.954012472015,0.275886859887
564068,273159,358.31,15.600000000000001,346.328,24804.89938139779,0.21519817568799998
564068,2592685923,228.29,12.0,261.837,11940.773676129096,0.162697918527
128963,2429987884,542.27,22.8,316.72,36115.63299933095,0.19680062312000002
128963,564062,38.55,7.800000000000001,179.002,1381.463847224763,0.11122665174200001
564062,564060,38.55,16.8,376.207,2900.0049901631487,0.23376411979700001
128969,128971,534.29,18.0,400.611,42789.27607688156,0.248928057681
128971,129002,473.26,93.60000000000001,2597.514,251227.9325129844,1.6140198716940002
128970,129937,601.45,11.4,245.871,29530.041600993256,0.152777109141
128970,564062,0.0,72.0,1195.5,0.0,0.7428490305000001
129937,1627466140,703.32,6.0,139.089,19594.81248374088,0.086425871019
129002,440566,473.26,120.0,2660.625,251681.9522477967,1.653235216875
129001,128970,601.45,164.4,2735.632,332298.448351091,1.699842391472
440566,1029625165,412.91,19.8,331.224,27601.69504756459,0.205812988104
440566,1029615236,11.73,12.6,209.815,497.0074487592472,0.13037295636500001
129071,1029615259,18.42,244.8,4078.723,15170.793687486323,2.534400189233
1029615259,1029623888,127.55,27.6,305.93,9025.949905056095,0.19009603003
1029615259,1029614926,76.44,13.2,215.264,3333.130790925591,0.133758806944
2429987861,128959,287.01,6.0,84.65,5084.818169551846,0.052599055150000004
129837,129842,472.5,17.4,240.863,23958.176658997836,0.149665283173
129934,273158,259.13,12.6,205.001,10764.483371822682,0.127381676371
129934,129935,61.8,22.8,383.011,4774.398136823082,0.23799192808100003
273158,273159,443.43,21.0,345.546,30995.538421686724,0.214712263566
129935,128963,580.82,19.2,426.249,49487.53670618561,0.264858767379
1627466140,273158,184.3,13.2,295.802,10901.528205724007,0.18380278454200003
1627466140,129935,519.01,9.0,204.825,21273.1368841338,0.127272315075
129950,130122,204.47,9.0,146.629,6074.011148044943,0.09111100835899999
130122,129937,101.87,15.0,248.964,5123.994894276532,0.154699009644
130122,273165,102.6,11.4,192.073,3973.446442462927,0.11934859208300001
71467632,273173,0.0,3.5999999999999996,47.093,0.0,0.029262224503000003
2036075521,2036075510,554.33,9.6,116.769,14312.78612102336,0.072556870299
768194458,1971347182,0.0,2.4,35.024,0.0,0.021762897904
273165,106370593,416.7,121.2,2019.604,169932.80533489093,1.2549233570840002
361756,21600321,0.0,72.6,1005.928,0.0,0.6250544872880001
146607,129071,0.0,58.199999999999996,969.962,0.0,0.602706257902
147044,1354017623,342.65,21.599999999999998,303.088,21771.005787971775,0.18833009364800002
147044,102763936,760.14,76.8,1274.571,195744.43181247593,0.791981456841
1354017623,88980135,873.01,1.2,14.659,2824.4195217828105,0.009108677489000001
1354017623,1354017594,0.0,6.6,88.114,0.0,0.054751484294
102763936,667066198,454.02,6.6,108.333,9953.222246911348,0.067314984543
147056,1756243843,983.94,75.0,1227.552,244525.5730950042,0.7627652137919999
147056,1552533766,891.38,30.0,415.85,77999.87756352863,0.25839713035
1756243843,147044,1581.92,19.2,265.782,88509.69345222168,0.165149227122
1552533766,1552533744,1334.52,0.6,9.898,2671.022982264547,0.006150330158
1552533766,1693378420,4.61,46.2,638.265,619.8078271613696,0.396599361315
147062,1562270755,1769.03,57.0,918.266,329702.7404927344,0.570583862686
1562270755,147056,1875.32,33.0,546.141,207006.4101432037,0.339356179311
147065,147062,1594.32,20.400000000000002,298.697,98643.47958679241,0.185601653587
147065,21151017,688.23,17.4,229.234,33776.82599658399,0.14243935981400002
21151017,6130357047,736.32,2.4,35.686,5421.758596984334,0.022174245506
147066,147065,2282.55,4.8,73.61,34423.64560757719,0.04573911931
147066,27399419,12.49,21.599999999999998,297.229,782.9963150336134,0.184689480959
27399419,1661372285,191.3,4.2,60.124,2397.0798579104394,0.037359310004
147086,471905,558.38,58.8,977.398,110239.2962185482,0.6073267726580001
147086,3669978407,1093.61,34.199999999999996,571.958,126241.17054985825,0.355398114418
471905,6578736,1967.02,28.799999999999997,452.753,181547.39956746504,0.281327584363
3669978407,3671858647,2150.71,4.8,78.311,34114.276471313846,0.048660184381000005
236823,28959692,1117.15,20.400000000000002,340.913,76872.85016024459,0.211833451723
28959692,20924809,538.83,19.2,323.211,35118.799228408556,0.20083394228100002
28959692,267735,268.81,63.6,1055.537,57325.622312669584,0.655880081227
236827,274388844,1635.41,31.200000000000003,510.307,168974.12083651088,0.31708997089700003
274388844,236823,578.32,34.199999999999996,568.102,66369.81997083541,0.353002107842
274388844,3669978407,1057.1,15.0,245.181,52481.738289457244,0.152348363151
236829,412383928,1200.3,5.3999999999999995,59.537,16576.454075336012,0.036994565227
236829,236830,659.3,3.5999999999999996,52.694,7196.862455790299,0.032742523474
412383928,20924807,1200.3,3.0,36.565,9695.972692405623,0.022720430615
236830,444591,271.95,1.7999999999999998,27.851,1548.8751233485993,0.017305803721
236830,28228945,937.89,40.2,555.869,109788.39471466128,0.345400876399
444591,1099409026,271.95,22.8,320.134,18247.1351888412,0.19892198371400002
444591,278481431,1212.37,3.5999999999999996,49.671,12690.280743133004,0.030864118941
28228945,1833529243,937.89,34.8,483.382,95335.73896554546,0.300359556722
236833,21133562,341.61,1.2,12.535,1023.3269541353798,0.007788885485
236833,21133563,368.14,33.0,457.611,35444.695575949496,0.284346204681
21133562,564871,190.32,1.2,16.912,673.8578530680853,0.010508626352
21133562,3438035996,313.65,19.2,265.974,17557.64330500661,0.165268530354
21133563,31346494,368.14,30.6,427.067,33012.79029751086,0.265367048857
236835,236836,952.89,16.8,227.81,46006.701496077236,0.14155452751
236836,444584,1080.89,19.2,308.238,67661.50732520403,0.191530154298
444584,3488483885,589.18,4.8,68.599,8427.329167429863,0.042625429229000006
444584,1547994332,1121.13,2.4,33.73,7923.611115532439,0.020958843829999997
21411422,21411426,1565.37,7.199999999999999,103.994,33842.879531242186,0.064618855774
236842,247032060,362.96,33.0,462.274,35191.558007898144,0.287243657654
236842,295156,1307.26,13.2,215.389,57030.40134579832,0.133836478319
247032060,247025061,1258.45,42.0,689.435,175571.14804664065,0.42839491538499996
295156,286516174,1629.4,1.7999999999999998,23.054,8128.858849742243,0.014325087034
295156,21164575,1300.36,31.200000000000003,408.269,113946.1638895507,0.253686516799
236849,529323795,0.0,1.2,17.353,0.0,0.010782650963
236849,401307391,984.84,2.4,35.791,7267.833881856596,0.022239489461
529323795,363219,429.26,69.0,957.869,86480.74904024616,0.595192018399
401307391,21039241,415.99,2.4,36.773,3134.677099226624,0.022849675783
401307391,21039238,984.84,2.4,32.664,6809.3643523622995,0.020296462344
236859,769862594,300.76,0.6,11.778,706.8639648134384,0.007318507638
236859,26778927,232.68,9.6,136.861,6644.582077555724,0.085041456431
769862594,364823628,302.97,0.6,11.536,697.7507206819637,0.007168135856
769862594,412383914,311.44,58.8,816.908,53497.619765564,0.5076029408680001
26778927,769862594,313.65,10.200000000000001,137.59,9162.422577325102,0.08549443589
1725705409,26778910,0.0,7.800000000000001,104.93,0.0,0.06520045903
245339,21040288,1528.16,1.7999999999999998,22.446,7503.741824817513,0.013947293466000002
245339,6564938026,663.38,88.2,1223.544,170753.97686932507,0.7602747588240001
21040288,1475498667,1181.28,3.0,40.889,10219.33087712019,0.025407238819000002
21040288,295216,502.04,4.2,58.517,6171.952860606646,0.036360766807000004
6564938026,6564938025,1004.57,1.2,14.213,3195.588541512885,0.008831546023
6564938026,21324397,457.92,6.6,94.082,8989.555244529154,0.058459826422
245353,245339,1362.29,3.0,41.758,11954.734875823784,0.025947210218000002
245353,21040285,1047.01,22.8,305.289,68037.72704103688,0.189697731219
21040285,333992516,1405.88,21.599999999999998,292.788,87249.37331678839,0.181929972348
245363,21039241,542.93,3.5999999999999996,52.717,5928.491699807796,0.032756815007
21039241,344696542,958.91,1.2,14.782,3117.017814710151,0.009185106122
245372,173893353,1077.52,12.6,208.259,45364.153813503115,0.129406103089
173893353,173893356,0.0,6.0,82.632,0.0,0.051345128472000005
173893353,1547994302,1077.52,4.2,54.862,12696.19822004832,0.034089655802000005
3499356779,1205069918,1216.42,1.2,17.958,4500.322828815657,0.011158580417999999
1214221408,3500070608,224.76,34.8,479.467,22720.067980045766,0.297926889257
245397,606549467,692.51,5.3999999999999995,74.489,10871.361309708633,0.046285304419
606549467,606549472,260.47,3.0,37.928,2148.9411971845966,0.023567359288
606549467,273186,959.03,1.7999999999999998,21.372,4582.097080238914,0.013279941012
29186798,245408,1261.12,7.800000000000001,87.822,25411.09238393777,0.054570043962000006
245408,29014889,1542.83,7.800000000000001,67.072,28001.88111441333,0.041676595712000004
29014889,564080,1302.95,82.2,1070.983,299988.1157500265,0.665477777693
245414,26085228,1072.5,77.4,1047.464,238250.70612688392,0.650863753144
26085228,315108820,1269.32,6.6,68.501,20856.14070409871,0.042564534871
245415,11840625,498.98,0.6,11.489,1144.626076781881,0.007138931419000001
245415,2467495003,1118.99,45.0,722.797,164240.1080847685,0.449125094687
11840625,564080,642.52,1.2,19.259,2513.1418850899063,0.011966984089
11840625,245414,498.98,3.5999999999999996,52.21,5409.995946094388,0.03244177991
2467495003,2467495011,1522.51,1.7999999999999998,30.893,9462.715927820205,0.019196014303
2467495003,11840616,570.94,11.4,155.732,18797.71341691172,0.096767348572
246420,21133505,0.0,64.2,1070.788,0.0,0.665356610348
246420,325286,972.88,48.6,812.592,159558.46176303737,0.504921103632
21133505,296283921,16.08,4.8,67.288,226.8869372614371,0.041810811848
325286,1547861025,1163.2,101.39999999999999,1692.601,397460.46773500566,1.051733175971
267718,412383912,0.0,25.2,348.648,0.0,0.216639756408
267718,292348144,0.0,37.8,839.019,0.0,0.521342075049
412383912,197978814,0.0,4.2,58.652,0.0,0.036444651892
412383912,21583520,363.4,3.0,40.589,3128.446209251903,0.025220827519
292348144,292348751,637.44,55.800000000000004,927.244,119395.28509061765,0.576162531524
267735,1716515075,297.29,47.400000000000006,789.578,47400.50676605806,0.490620871438
1716515075,412383917,0.0,25.2,353.233,0.0,0.219488742443
1716515075,267723,0.0,46.800000000000004,777.021,0.0,0.482818315791
273159,273161,1088.48,33.6,1121.125,275729.77004076855,0.696634562375
273161,260495266,47.86,3.5999999999999996,61.801,595.0480168830506,0.038401349171
273161,1217292589,1040.61,33.0,547.208,115059.78702542328,0.340019182168
1217292589,273171,1648.56,20.400000000000002,291.592,100227.05624296705,0.18118681263199998
106370593,106370656,0.0,6.6,114.75,0.0,0.07130232225000001
106370593,106370595,0.0,6.6,89.077,0.0,0.055349864567
273171,1217265643,1868.24,3.5999999999999996,39.955,17254.502374109125,0.024826878305
1217265643,71467632,233.37,3.0,45.507,2181.040044338949,0.028276730096999998
1217265643,273173,1634.88,4.2,52.603,18779.172038163568,0.032685978713000004
273173,273185,1615.92,13.2,174.247,60238.944188251175,0.10827203263700001
273173,273178,161.53,5.3999999999999995,74.544,2537.0515936670604,0.046319479824
273185,606545364,1016.09,1.7999999999999998,25.142,5362.86373236763,0.015622509682
273185,606548823,786.8,3.0,43.302,7084.243503483909,0.026906607042
273178,1217265739,1036.86,7.199999999999999,90.12,20409.600272753472,0.055997954520000004
1217265739,273171,219.68,6.6,94.751,4334.5619043547285,0.05887552362100001
1217265739,29399606,817.18,104.4,1718.496,284060.3385174922,1.0678235780160001
606545364,606549467,526.98,1.7999999999999998,22.648,2601.2393807449353,0.014072810408
606545364,245397,1173.58,6.6,74.158,19989.1081758328,0.046079630618
606548823,606545364,684.47,2.4,37.088,5192.625863217239,0.023045407648
273186,273178,875.33,13.2,171.971,32361.738767621737,0.106857792241
273186,273185,186.98,1.7999999999999998,25.829,1005.8446952832585,0.016049391559000002
