fishnetid,CO2,fishnetid,CO2psqkm
0,229606.84227171392,0,92123.78715436332
100,2031211.5836255434,3,815054.4480355392
103,1468615.1850853323,5,589364.5415948658
105,98277.5087431725,7,39439.38444708542
108,489396.11905762786,9,196397.7509533555
112,6530353.208362731,13,2620671.952861249
114,256276.65873704187,15,102845.44040658111
118,7194929.8286172,21,2887667.0380760855
120,7664164.863872338,23,3075993.3423841787
122,166592.13270047965,25,66861.33455931538
124,2061810.8463513297,27,827502.6110846392
126,10275785.15404979,29,4124160.594538306
128,4035907.011897778,31,1619801.1550638324
13,638967.8475702651,33,256448.14275723734
130,756424.0455604122,35,303620.068920231
133,543232.1283131163,37,218047.24110259584
135,54561.88625413475,39,21900.52492659331
137,4368065.310314859,41,1753292.0831242236
143,2158122.615683844,43,866246.0443417456
146,6957994.978082727,45,2792860.601388465
148,5151976.314949466,47,2067945.1069822258
15,546729.8488153348,49,219451.1866091418
150,3639125.108805412,51,1460703.71880662
152,5406260.864283568,54,2170235.0527867093
154,951009.8693349838,56,381763.848580424
156,1353734.8045666537,58,543429.7010087369
158,1855363.5971888846,60,744798.524408118
160,1052570.4683824908,62,422533.3152358643
162,4545798.335927041,64,1824819.6191775894
164,2196030.298069495,66,881552.3426444276
166,3481349.2759717945,68,1397517.8814686264
169,12337875.998343468,70,4952793.000692383
171,6509067.694047778,72,2612934.7482923665
173,2085395.999694097,74,837140.4212816636
175,3482078.9516089624,76,1397810.7951252833
177,11247109.806644933,78,4515391.083018365
179,8042506.140447465,80,3228834.886120882
181,1578345.3869219522,82,633660.274378392
184,900094.1320446775,87,361361.9043101972
186,4535492.01034015,89,1820869.5862936995
189,4885408.925089174,92,1961351.1627861003
192,7785709.798347511,94,3125738.5410886467
194,4421439.583129334,96,1775080.8172932873
196,8544145.07141969,98,3430228.4880994544
198,3526135.138021857,100,1415641.8345237046
201,3165098.6013419544,103,1270696.049659058
203,477264.7986653665,105,191608.0889386124
205,386813.74911068846,108,155310.57579441252
207,663065.387241254,112,266229.0761860065
209,675135.0166771491,114,271075.183909777
21,159507.6168841458,118,64044.31041767928
213,80125.85171987458,120,32171.535254995353
215,3587406.6437213807,122,1440388.7988120664
217,7885321.7526415475,124,3166055.6651399946
219,4644932.8760918565,126,1864998.8558369505
221,6641223.141435349,128,2666534.4560469934
224,2324203.5794751258,130,933196.9120064094
226,1958507.271242697,133,786365.2538038543
