Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,6240.981317993301,39185.50000000003,9.510021109601404,6807.795787244728,17.758408772566693,1.0833030653371192,0.43446842331357677,268421.00322293595
