From,To,Volume,EstimatedTT
442874,26384674,3147.94,1.65
442928,1803689295,0.0,0.03
26384674,264670999,1049.24,1.07
26384674,534589,2098.69,1.5
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,1147.09,1.27
15866840,1803689315,3284.83,1.83
264670999,534589,677.05,0.45
534589,534591,2775.75,0.52
534591,534626,2131.81,0.74
8083440,534911,2055.05,0.05
534626,534624,124.93,0.07
534626,534625,2006.88,0.09
534608,30409417,1886.69,0.94
30436919,30436908,1604.95,1.32
30409417,30409422,539.41,0.02
30409417,30403571,3606.91,0.4
534624,534608,1543.27,1.28
534625,30436908,2101.14,0.02
534625,534624,1418.35,0.08
30436908,30436907,2102.75,0.02
30436908,534628,1509.33,0.57
534628,534629,2108.16,0.31
534629,3595409680,2694.37,0.86
11769656,11769730,1677.72,0.23
3595409680,3855350,1937.36,0.01
3595409680,7128283652,767.62,0.05
3160432771,30409397,685.87,0.19
30409405,30409419,1368.74,0.73
534736,140605768,2646.08,0.27
534306820,2021890013,2241.62,0.2
140605768,534324288,2646.08,0.93
534329195,2021890013,1621.73,0.03
534329195,534306820,2646.08,0.57
3853550,3564765835,577.74,0.45
534742,534770,2646.79,0.74
534770,29138173,3581.5,0.16
534743,534744,735.25,0.09
534744,534747,3153.24,0.07
247994358,534742,1161.82,0.12
534747,277692998,98.01,0.01
534747,2287846802,3055.23,0.5
277692998,288154283,2673.14,0.1
2287846802,29510418,0.0,0.04
2287846802,2287846804,3055.23,0.6
534749,25235133,3476.3,0.37
534749,7095690293,956.41,1.44
25235133,25235132,1457.46,0.02
25235133,534751,2080.09,1.99
7095690293,7095690318,2220.08,0.04
534751,534754,891.91,1.09
534754,3098430373,1594.98,0.26
29510455,25235132,2296.94,1.06
3098430373,16574394,1226.11,0.1
3098430373,2260849842,1462.73,1.84
534758,25873172,2308.01,0.06
534758,2202559858,1863.61,0.67
25873172,25873173,3290.38,0.03
25873172,3100041009,1303.83,0.78
2202559858,25873172,2286.19,0.75
534769,546378258,1906.63,0.62
534769,534770,934.71,0.04
546378258,247994363,1090.77,0.06
546378258,290077155,815.86,0.24
29138173,1775338888,316.78,0.09
29138173,534773,3264.72,1.18
534773,2544089666,3535.3,0.05
534773,335716508,1413.8,0.37
2544089666,2544089665,2387.88,0.08
2544089666,16574602,1147.42,0.05
335716508,534799,1413.8,0.55
534774,534804,645.25,0.15
244038933,534778,1147.42,0.09
534804,18630111,3869.37,1.24
534804,16574613,453.09,0.05
534778,244038915,1710.08,0.03
534778,30058360,1870.23,0.32
244038915,534787,2424.28,0.41
244038915,244038942,1462.62,0.07
30058360,30056676,1962.34,1.16
30058360,30056684,939.91,0.02
534787,244038955,1000.07,0.08
534787,244038923,1424.21,0.44
244038955,244038925,1425.05,0.05
244038955,2072816,1107.74,0.6
244038923,244038955,1532.72,0.11
534790,30261537,1077.23,0.04
534790,30409389,2245.62,0.06
30261537,30409389,923.79,0.07
30409389,30409397,2592.04,0.11
30409389,3160432771,577.38,0.2
534796,534790,1161.51,0.05
534796,3160432775,1561.63,0.77
3160432775,534790,2161.34,0.27
534799,1501721437,573.06,0.02
534799,11769597,1589.34,0.44
1501721437,18630516,1724.85,0.02
1501721437,2071676,786.31,0.33
11769597,7128283648,1900.35,0.03
11769597,3595409680,10.62,0.02
18630111,280008666,3065.27,0.07
18630111,35711189,2156.55,1.03
16574613,534773,2659.41,0.06
16574613,16574619,833.87,0.19
534806,280008531,2666.68,0.02
534806,2287864441,3726.4,0.58
280008531,18630070,1074.39,0.04
280008531,31197353,1592.28,0.07
2287864441,280221322,1136.63,0.12
2287864441,24969587,2589.77,0.08
24669567,976932104,969.03,0.2
1854526402,27318980,902.09,0.05
27318980,27318981,915.34,0.08
534908,534911,569.78,0.05
534911,534914,2624.83,0.55
3853544,15511907,709.19,0.43
534914,442936,487.09,0.45
