fishnetid,CO2,CO2psqkm
0,736325.6429541036,128442.81397253358
3,636153.4367272177,111019.912167745
4,610701.1521736847,106578.04290717955
6,2647237.992837023,461989.37627981853
8,5443015.99808392,949901.5852900659
10,1433328.3650349358,250140.89370068558
12,865353.9288552173,151019.41077261633
14,534031.9901016256,93240.70349540116
16,2259198.047860589,394450.55581386
18,5029422.235217021,878125.0488343022
20,7990335.19880086,1395093.344423957
22,4911047.9688765025,857457.1860958884
24,3335376.362621547,582348.7061394651
27,1883302.983003763,328820.17984887
28,1357166.9000104407,237066.91345203246
30,3274395.450129653,571964.15767116
32,2571046.9526881776,449104.7972134827
34,1233940.998372263,862168.335667831
36,3221985.353333368,2251237.095853234
38,3768213.982192588,2633498.025939237
40,4150836.8481876296,2900902.31004835
42,2887663.2070675762,2017642.4841148027
44,3528232.9870257657,2465215.732587755
46,3477893.196249126,2430601.0513291266
48,5365868.798974356,3750053.7273962307
50,7480110.093111133,1306609.092840099
52,6993568.307996607,1221621.0495407975
56,2245816.7729974324,392294.3084960544
59,931530.8147619955,162717.74314521256
61,2720532.2559998212,475434.98401475267
63,6303247.146592969,1101543.3468110007
65,8208910.570945955,1434573.4212373479
67,2064722.5643110431,1443307.765131361
69,4473791.47577944,3127324.749669192
71,1776628.9899683672,1242206.5939082757
73,3838482.9962728703,2683840.529169466
75,12404442.583655097,2167776.525518282
77,5268572.723687598,920725.6348983863
80,2699459.098421285,471752.2795313207
82,555974.7366950467,97161.0755469878
84,373240.0630907937,65226.715484765875
86,482105.0662933937,84290.50824868503
88,1985327.0511146397,347111.5279184462
89,7606747.68275326,1329952.0646576427
91,5899672.61550803,1031489.6856101714
93,3600487.9595555556,629503.7768168075
95,3054508.1408676063,534291.3427353029
97,5677473.901490237,3972390.9622739987
99,5367283.435648706,3755358.2071307315
101,703262.0065146507,492168.6963931917
103,2974985.9020727775,2082004.885302509
105,3253289.887616857,569062.0362426636
107,2049924.061879998,358570.55506690254
110,29764.9961661618,5208.860257414832
111,2684830.2195447176,469844.0191432476
113,1703651.397365938,298138.18912285735
116,2085167.2687742221,364903.2862543234
117,692143.980824444,121180.71180279781
119,2094207.4248026076,366654.27054355067
