From,To,Volume,EstimatedTT
442874,26384674,1965.97,0.7
442928,1803689295,0.0,0.03
26384674,264670999,581.97,0.41
26384674,534589,1384.0,0.67
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,585.61,0.38
15866840,1803689315,2020.38,0.71
264670999,534589,274.9,0.33
534589,534591,1658.9,0.38
534591,534626,1404.33,0.67
8083440,534911,1464.2,0.04
534626,534624,3.95,0.07
534626,534625,1400.38,0.08
534608,30409417,1282.73,0.87
30436919,30436908,874.19,1.3
30409417,30409422,525.76,0.02
30409417,30403571,2299.1,0.21
534624,534608,931.63,1.23
534625,30436908,1402.5,0.02
534625,534624,927.69,0.07
30436908,30436907,1415.77,0.02
30436908,534628,858.8,0.39
534628,534629,1196.26,0.22
534629,3595409680,1489.06,0.65
11769656,11769730,964.33,0.2
3595409680,3855350,1183.67,0.01
3595409680,7128283652,305.39,0.04
3160432771,30409397,405.98,0.16
30409405,30409419,1017.25,0.72
534736,140605768,1963.04,0.15
534306820,2021890013,1576.52,0.19
140605768,534324288,1963.04,0.51
534329195,2021890013,999.87,0.02
534329195,534306820,1963.04,0.31
3853550,3564765835,298.26,0.4
534742,534770,1631.33,0.56
534770,29138173,2682.8,0.1
534743,534744,556.27,0.07
534744,534747,2174.5,0.05
247994358,534742,756.53,0.07
534747,277692998,116.7,0.01
534747,2287846802,2057.79,0.35
277692998,288154283,1944.87,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,2057.79,0.17
534749,25235133,2413.68,0.1
534749,7095690293,447.03,0.77
25235133,25235132,995.5,0.01
25235133,534751,1428.14,0.95
7095690293,7095690318,1201.04,0.02
534751,534754,786.15,0.86
534754,3098430373,923.3,0.17
29510455,25235132,1350.91,0.71
3098430373,16574394,679.6,0.03
3098430373,2260849842,1185.75,0.91
534758,25873172,1526.41,0.03
534758,2202559858,1448.98,0.64
25873172,25873173,2247.1,0.02
25873172,3100041009,944.66,0.35
2202559858,25873172,1665.35,0.65
534769,546378258,1439.97,0.58
534769,534770,1051.47,0.04
546378258,247994363,939.57,0.05
546378258,290077155,500.4,0.24
29138173,1775338888,302.96,0.09
29138173,534773,2379.84,0.79
534773,2544089666,2928.43,0.04
534773,335716508,831.45,0.27
2544089666,2544089665,2055.13,0.06
2544089666,16574602,873.3,0.04
335716508,534799,831.45,0.51
534774,534804,505.62,0.15
244038933,534778,768.79,0.08
534804,18630111,3151.24,0.82
534804,16574613,280.85,0.05
534778,244038915,1248.57,0.02
534778,30058360,1177.45,0.23
244038915,534787,1869.11,0.26
244038915,244038942,883.85,0.03
30058360,30056676,1383.01,0.84
30058360,30056684,510.77,0.02
534787,244038955,699.74,0.05
534787,244038923,1169.37,0.27
244038955,244038925,1157.07,0.05
244038955,2072816,704.79,0.36
244038923,244038955,1162.12,0.1
534790,30261537,743.65,0.04
534790,30409389,1631.93,0.04
30261537,30409389,497.52,0.05
30409389,30409397,1870.92,0.06
30409389,3160432771,258.54,0.18
534796,534790,794.53,0.05
534796,3160432775,1244.1,0.41
3160432775,534790,1581.06,0.18
534799,1501721437,303.71,0.02
534799,11769597,943.28,0.43
1501721437,18630516,1052.36,0.01
1501721437,2071676,435.02,0.32
11769597,7128283648,1161.31,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2466.26,0.04
18630111,35711189,1209.52,0.9
16574613,534773,1895.59,0.05
16574613,16574619,455.58,0.15
534806,280008531,1412.05,0.02
534806,2287864441,2860.34,0.36
280008531,18630070,522.74,0.03
280008531,31197353,889.7,0.05
2287864441,280221322,970.78,0.09
2287864441,24969587,1889.57,0.05
24669567,976932104,573.63,0.11
1854526402,27318980,709.53,0.04
27318980,27318981,883.33,0.07
534908,534911,138.1,0.05
534911,534914,1602.3,0.31
3853544,15511907,610.02,0.38
534914,442936,167.53,0.41
534914,15866840,1434.77,0.74
30409415,30409424,932.19,0.05
536575,30409422,2370.21,0.18
30403571,10919767,1984.02,0.45
30409422,30409424,2006.66,0.01
30409422,30409415,889.31,0.08
