from,to,volume,EstimatedTT,length,CO2,lengthm
442874,26384674,2923.06,81.60000000000001,612.679,534533.4268388536,0.380700962909
442928,1803689295,0.0,1.7999999999999998,30.892,0.0,0.019195392932
26384674,264670999,1000.18,56.4,283.786,115284.86999101442,0.176336390606
26384674,534589,1922.88,72.0,557.893,312798.4222667206,0.346658531303
1803689298,1803689295,0.0,2.4,43.606,0.0,0.027095503826
1803689295,139470345,0.0,35.4,692.761,0.0,0.430461595331
442936,15866840,1075.45,63.0,260.692,131737.62403407015,0.16198644873200002
15866840,1803689315,3038.39,88.8,604.714,590528.3087236364,0.37575174289400004
264670999,534589,622.17,24.599999999999998,272.256,39212.978994877,0.16917198297599997
534589,534591,2545.05,28.2,304.907,181902.7828246528,0.189460367497
534591,534626,1962.55,43.199999999999996,541.967,232098.44702504168,0.336762576757
8083440,534911,1899.78,3.0,31.226,14205.899625767339,0.019402930846
534626,534624,66.37,4.2,58.368,814.5036729459529,0.036268182528
534626,534625,1896.18,5.3999999999999995,66.223,27666.549923329814,0.041149051733
534608,30409417,1743.34,55.2,714.166,268369.90775919455,0.443762041586
30436919,30436908,1390.69,78.60000000000001,1083.322,317592.2601598886,0.673144874462
30409417,30409422,519.49,1.2,15.849,1761.1160636887523,0.009848108979
30409417,30403571,3341.78,20.400000000000002,146.232,151032.6145413188,0.090864324072
534624,534608,1364.85,75.6,1018.636,295290.69020594785,0.632950869956
534625,30436908,1965.56,1.2,17.695,7191.380157348854,0.010995159845
534625,534624,1298.48,4.8,56.363,16446.831807155428,0.035022333673
30436908,30436907,1896.46,1.2,17.517,6886.698181709892,0.010884555807
30436908,534628,1390.19,31.200000000000003,304.045,105300.30795743431,0.188924745695
534628,534629,1970.04,16.8,178.166,83162.9219371932,0.110707185586
534629,3595409680,2442.22,46.800000000000004,522.992,294187.1757740473,0.32497206203199996
11769656,11769730,1561.8,13.2,160.837,55501.626209824935,0.099939447527
3595409680,3855350,1785.68,0.6,8.705,3227.659704054873,0.005409034555
3595409680,7128283652,665.39,3.0,36.005,5329.392929827687,0.022372462855
3160432771,30409397,646.71,10.799999999999999,125.872,18358.85983847888,0.078213210512
30409405,30409419,1303.78,43.199999999999996,599.679,164445.8541461399,0.372623139909
534736,140605768,2499.19,13.8,46.052,62745.82665117723,0.028615377292
534306820,2021890013,2074.92,11.4,154.698,68011.94492004422,0.09612485095800001
140605768,534324288,2499.19,48.6,160.239,220056.54665594568,0.099567867669
534329195,2021890013,1520.64,1.7999999999999998,13.435,6124.832238668685,0.008348119385
534329195,534306820,2499.19,29.4,162.195,153376.5503086346,0.100783269345
3853550,3564765835,568.74,26.4,329.278,40964.522946221885,0.204603800138
534742,534770,2489.19,41.4,445.353,260586.4921261763,0.276729438963
534770,29138173,3391.29,8.4,57.914,62528.996065896754,0.035986080094
534743,534744,680.21,4.8,50.828,8198.670301920274,0.031583045188
534744,534747,2945.23,4.2,37.105,29027.061941478187,0.023055970954999998
247994358,534742,1080.63,6.0,45.02,14527.874311614396,0.027974122420000004
534747,277692998,102.54,0.6,11.887,243.1953242665904,0.0073862370770000005
534747,2287846802,2842.69,27.0,258.843,185204.76900161852,0.160837533753
277692998,288154283,2523.96,6.0,61.39,37477.261444672964,0.03814596569
2287846802,29510418,0.0,2.4,35.734,0.0,0.022204071314000002
2287846802,2287846804,2842.69,27.6,46.887,104502.9093025782,0.029134222077
534749,25235133,3240.44,16.8,17.868,53515.6191541282,0.011102657028
534749,7095690293,855.46,71.39999999999999,610.927,141911.35863189714,0.37961232091700003
25235133,25235132,1399.04,0.6,9.536,2714.169223559669,0.005925393856
25235133,534751,1930.1,99.0,542.553,398269.1660548094,0.337126700163
7095690293,7095690318,2041.16,1.7999999999999998,10.963,7840.733540682007,0.006812090273
534751,534754,837.36,57.599999999999994,428.259,107821.9572258058,0.266107723089
534754,3098430373,1498.14,14.399999999999999,127.4,50646.39066235025,0.0791626654
29510455,25235132,2104.7,56.4,551.169,288490.90402171714,0.34248043269899997
3098430373,16574394,1153.24,4.8,16.344,10140.03841126127,0.010155687624000001
3098430373,2260849842,1403.16,95.4,169.399,182863.07734297315,0.105259626029
534758,25873172,2138.32,3.0,17.576,13572.144453027235,0.010921216696
534758,2202559858,1750.9,39.6,514.418,193846.77972971735,0.319644427078
25873172,25873173,3075.68,1.7999999999999998,12.711,12221.158271636386,0.007898246781
25873172,3100041009,1227.64,39.0,149.898,91136.55329833968,0.093142270158
2202559858,25873172,2165.01,43.199999999999996,513.409,248382.6013808802,0.319017463739
534769,546378258,1833.44,36.6,466.515,185444.64169003099,0.289878892065
534769,534770,902.11,2.4,34.331,6455.903937294274,0.021332287801
546378258,247994363,1098.84,3.5999999999999996,28.145,8958.68103220491,0.017488486795
546378258,290077155,734.6,14.399999999999999,199.327,30825.089867880044,0.123856017317
29138173,1775338888,304.38,5.3999999999999995,72.629,4698.298530775557,0.045129554359000006
29138173,534773,3086.91,64.2,524.564,454277.16270061856,0.32594885724399997
534773,2544089666,3429.42,3.0,19.567,22295.938844308035,0.012158366357000001
534773,335716508,1307.74,20.400000000000002,215.889,66972.49788268775,0.13414716381900002
2544089666,2544089665,2317.21,4.8,31.119,24071.148505667945,0.019336444149
2544089666,16574602,1112.21,3.0,21.847,7420.666629105757,0.013575092237000002
335716508,534799,1307.74,31.8,418.354,117191.4630032827,0.259953043334
534774,534804,570.05,9.0,123.165,14834.860478085693,0.076531159215
244038933,534778,1061.78,5.3999999999999995,69.168,15892.072162812316,0.042978989328000004
