From,To,Volume,EstimatedTT
442874,26384674,2923.06,1.36
442928,1803689295,0.0,0.03
26384674,264670999,1000.18,0.94
26384674,534589,1922.88,1.2
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,1075.45,1.05
15866840,1803689315,3038.39,1.48
264670999,534589,622.17,0.41
534589,534591,2545.05,0.47
534591,534626,1962.55,0.72
8083440,534911,1899.78,0.05
534626,534624,66.37,0.07
534626,534625,1896.18,0.09
534608,30409417,1743.34,0.92
30436919,30436908,1390.69,1.31
30409417,30409422,519.49,0.02
30409417,30403571,3341.78,0.34
534624,534608,1364.85,1.26
534625,30436908,1965.56,0.02
534625,534624,1298.48,0.08
30436908,30436907,1896.46,0.02
30436908,534628,1390.19,0.52
534628,534629,1970.04,0.28
534629,3595409680,2442.22,0.78
11769656,11769730,1561.8,0.22
3595409680,3855350,1785.68,0.01
3595409680,7128283652,665.39,0.05
3160432771,30409397,646.71,0.18
30409405,30409419,1303.78,0.72
534736,140605768,2499.19,0.23
534306820,2021890013,2074.92,0.19
140605768,534324288,2499.19,0.81
534329195,2021890013,1520.64,0.03
534329195,534306820,2499.19,0.49
3853550,3564765835,568.74,0.44
534742,534770,2489.19,0.69
534770,29138173,3391.29,0.14
534743,534744,680.21,0.08
534744,534747,2945.23,0.07
247994358,534742,1080.63,0.1
534747,277692998,102.54,0.01
534747,2287846802,2842.69,0.45
277692998,288154283,2523.96,0.1
2287846802,29510418,0.0,0.04
2287846802,2287846804,2842.69,0.46
534749,25235133,3240.44,0.28
534749,7095690293,855.46,1.19
25235133,25235132,1399.04,0.01
25235133,534751,1930.1,1.65
7095690293,7095690318,2041.16,0.03
534751,534754,837.36,0.96
534754,3098430373,1498.14,0.24
29510455,25235132,2104.7,0.94
3098430373,16574394,1153.24,0.08
3098430373,2260849842,1403.16,1.59
534758,25873172,2138.32,0.05
534758,2202559858,1750.9,0.66
25873172,25873173,3075.68,0.03
25873172,3100041009,1227.64,0.65
2202559858,25873172,2165.01,0.72
534769,546378258,1833.44,0.61
534769,534770,902.11,0.04
546378258,247994363,1098.84,0.06
546378258,290077155,734.6,0.24
29138173,1775338888,304.38,0.09
29138173,534773,3086.91,1.07
534773,2544089666,3429.42,0.05
534773,335716508,1307.74,0.34
2544089666,2544089665,2317.21,0.08
2544089666,16574602,1112.21,0.05
335716508,534799,1307.74,0.53
534774,534804,570.05,0.15
244038933,534778,1061.78,0.09
534804,18630111,3699.17,1.11
534804,16574613,420.94,0.05
534778,244038915,1593.83,0.03
534778,30058360,1763.74,0.3
244038915,534787,2312.13,0.37
244038915,244038942,1298.58,0.05
30058360,30056676,1897.76,1.11
30058360,30056684,857.03,0.02
534787,244038955,953.33,0.07
534787,244038923,1358.8,0.38
244038955,244038925,1370.99,0.05
244038955,2072816,1038.42,0.54
244038923,244038955,1456.08,0.11
534790,30261537,1025.83,0.04
534790,30409389,2160.2,0.05
30261537,30409389,795.9,0.06
30409389,30409397,2440.58,0.09
30409389,3160432771,515.52,0.19
534796,534790,1138.59,0.05
534796,3160432775,1501.38,0.68
3160432775,534790,2047.44,0.25
534799,1501721437,477.97,0.02
534799,11769597,1471.07,0.44
1501721437,18630516,1588.72,0.02
1501721437,2071676,676.67,0.33
11769597,7128283648,1789.97,0.03
11769597,3595409680,8.85,0.02
18630111,280008666,2927.33,0.06
18630111,35711189,2025.2,0.99
16574613,534773,2503.09,0.05
16574613,16574619,774.48,0.18
534806,280008531,2419.8,0.02
534806,2287864441,3520.63,0.51
280008531,18630070,947.46,0.03
280008531,31197353,1472.34,0.07
2287864441,280221322,1107.69,0.12
2287864441,24969587,2412.94,0.07
24669567,976932104,895.03,0.17
1854526402,27318980,920.97,0.06
27318980,27318981,903.66,0.08
534908,534911,473.23,0.05
534911,534914,2373.01,0.46
3853544,15511907,712.33,0.43
534914,442936,410.08,0.43
534914,15866840,1962.94,1.34
30409415,30409424,1226.2,0.06
536575,30409422,3477.81,0.22
30403571,10919767,2827.9,0.6
30409422,30409424,2815.25,0.02
30409422,30409415,1182.05,0.15
536584,30587893,1350.3,2.96
30587893,1619208224,1151.83,0.81
536652,25479302,2443.55,2.73
536652,18629762,1688.65,0.2
25479302,18627237,1992.81,1.88
25479302,28796755,1571.12,0.21
18629762,264218470,1654.49,0.23
18629762,264223496,3219.38,0.1
25599929,2526224454,961.04,0.09
264218470,264223496,1054.83,0.18
3899207524,309517759,1900.2,0.01
536663,21527849,3573.38,0.3
536663,536667,2377.52,3.92
21527849,2297622,2532.75,0.02
21527849,21552197,2681.71,0.47
21647397,2297615,1946.25,0.18
21647058,1632149359,223.61,0.28
536670,24945363,387.16,0.02
536670,2075220,4562.73,0.86
24945363,21660961,4157.9,0.04
2075220,25096430,4251.03,0.05
2075220,3869392962,1415.56,1.08
344434421,10919786,1725.03,0.23
1630023963,311941598,2264.31,0.44
3100041009,25873173,1127.58,0.51
31296012,3148489413,1105.19,0.12
536675,3148489416,1406.54,0.19
3148489416,3148489413,665.45,0.02
3148489416,31296012,1507.25,0.18
248219433,248219482,118.44,0.38
2071674,518252065,579.84,0.04
518252065,29348253,579.84,0.24
11769758,3853550,684.74,1.01
534316145,518252065,0.0,0.05
2071676,18178669,2570.57,1.0
18178669,534743,305.54,0.05
18178669,534744,2265.02,0.08
7101166877,16574525,1200.2,0.44
2287857538,5824956622,1041.69,0.1
2274921120,206133365,924.79,2.77
2072802,30151417,955.38,1.84
316507154,316507156,978.62,0.28
30151417,30151418,2331.46,0.08
2072807,1485594848,704.3,0.01
2072807,1485594778,989.72,0.14
1485594848,159725096,580.26,0.02
1485594848,11007703,1064.23,0.72
1485594778,1485594848,940.18,0.09
2072816,244038925,1007.17,0.58
244038925,244038942,2378.16,0.39
2075215,25755498,762.68,0.02
2075215,2039066667,3069.01,3.98
25755498,25755497,2380.15,0.02
25755498,25755500,517.49,0.05
2039066667,25755506,2930.82,3.11
25096430,25096432,2040.63,0.02
25096430,10919799,3760.77,0.51
3869392962,25096430,1550.37,0.31
21540856,21647397,858.35,0.14
2297619,3790101104,1641.08,5.32
3790101104,21552197,0.0,0.12
3790101104,21527849,1641.08,0.09
2297622,21552199,1754.34,0.04
2297622,21527762,2385.55,0.08
21552199,21552200,2525.67,1.02
21527762,536663,3298.24,0.02
21527762,3146686054,2015.47,0.3
3411653,113794494,778.26,0.08
26165869,262185367,1592.89,0.1
113794494,15618026,786.59,0.02
113794494,26291274,1676.67,0.28
3411658,15618078,1332.02,0.17
3411658,25622663,2232.5,0.39
15618078,3030258494,1332.02,0.09
15618078,25622151,1865.87,0.07
25622663,25622670,2232.5,1.66
15511907,2071674,874.84,1.37
3855350,11769597,327.75,0.02
3855350,1501721437,1787.42,0.51
9100179,3137684026,934.71,1.01
3137684026,3137684031,1204.36,0.82
3137684031,3137684026,730.96,0.26
9100190,9982673425,105.18,0.05
9982673432,2970916246,155.92,0.04
9982673425,9100190,155.92,0.05
10919218,8224298741,1488.61,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,1488.61,0.42
10919223,11008027,1630.69,0.55
25740441,25740442,896.39,0.11
11008027,2075215,3234.02,0.03
11008027,11008006,673.52,0.24
86684589,3121844724,370.13,0.05
10919237,10919235,0.0,0.06
10919237,10919238,673.52,0.07
10919238,10049596107,734.65,0.08
10049596107,10919237,673.52,0.01
3073762517,3877390797,147.35,0.03
10919767,536575,2957.64,0.63
126667225,18178749,603.54,0.11
126667225,31271217,799.33,0.06
3151457278,18178797,1763.48,0.28
2262218571,18178769,1477.23,1.09
3147805129,2262248282,1368.48,0.05
10919786,536663,2652.66,0.37
10919786,3146686054,570.75,0.01
3146686054,21552195,1065.25,0.01
3146686054,21527733,1752.98,0.89
10919799,15613225,3560.02,0.09
10919799,1952603929,783.81,0.45
15613225,1698611463,3562.33,2.82
15613225,15613290,561.83,0.02
1952603929,15613225,564.13,0.44
10940911,773684928,2234.53,1.5
773684928,4186859645,2234.53,0.29
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,308.32,0.26
3324432562,25621845,1219.85,0.8
11004892,3780365870,1129.78,1.67
3780365870,3879014011,1524.54,1.75
7260653744,2272203032,2639.01,0.27
11005259,1762496623,1652.29,0.15
1762496623,433065573,2353.88,1.33
11005798,25600624,551.7,0.8
312068888,312068717,1274.75,0.12
11007218,95145062,1974.03,0.6
95145062,159729140,970.4,0.02
95145062,1670657170,1102.18,1.44
11007703,344624368,1082.41,1.36
344624368,344625887,861.37,0.07
344624368,99089590,207.73,0.03
95145069,159725096,1220.66,0.96
11008006,2075215,734.65,0.24
11068788,828163530,1219.15,0.02
11068788,25621138,1272.97,0.02
828163530,4862265262,3289.27,2.29
25621138,773660261,12.01,0.02
25621138,25621140,4031.38,0.66
203786445,415524744,247.23,0.03
2970916246,9982673432,105.18,0.04
3183738525,11070793,0.0,0.04
2241122861,2241123813,273.27,0.03
81580487,81580494,813.27,0.11
3137621725,28238725,1698.74,0.32
2078553223,85748936,845.13,0.07
9946740207,9946740209,707.02,0.07
11768081,376974958,1226.03,0.2
376974958,30788689,0.0,0.04
376974958,288155029,1226.03,0.27
11769730,11769758,339.43,0.33
11769730,29348253,1222.37,0.05
29348253,252007120,1222.37,0.29
29348253,534628,579.84,0.02
3121547154,534324289,1499.49,0.08
12262630,26910582,574.15,0.01
12262630,12262641,1825.51,0.32
26910582,26910090,0.0,0.01
26910582,656211460,882.46,0.43
12262641,12262886,505.5,0.01
12262641,248219548,1320.0,0.64
12262886,26910102,308.32,0.01
12262886,839865307,522.89,0.03
248219548,211626783,459.74,0.37
248219548,248219582,860.26,0.15
839865307,10940911,2047.77,0.7
12961684,784730663,2308.19,3.1
64804962,33477280,636.06,0.97
784730663,12961684,2498.3,0.41
15017262,1363071246,0.0,0.02
15017262,15017430,0.0,1.08
1065689955,1363071255,0.0,0.04
1698611463,25272054,6868.04,1.81
15613290,10919799,583.07,0.01
15613290,15613314,3892.29,0.37
15613314,15613331,509.67,0.06
15613314,25096432,3382.62,0.09
15613331,15613353,2186.31,0.44
25096432,15613331,1676.64,0.07
25096432,24945369,3673.08,0.06
15613353,2338426490,2095.77,0.43
15613353,26730552,90.55,0.04
2338426490,15613573,3148.88,0.24
26730552,3025700050,90.55,0.06
15613573,1629974641,3239.43,1.43
1629974641,15866451,1250.99,0.69
1629974641,25269438,1643.22,0.58
15614141,12262630,2067.13,0.7
15614141,10941037,0.0,0.1
15618026,24973521,576.23,0.02
15618026,282973002,3411.26,3.94
24973521,113794494,1685.01,0.02
24973521,3411653,1592.89,0.13
282973002,24969633,2320.51,0.15
282973002,1516305879,1090.75,0.2
25622151,2503004249,1865.87,0.55
15866433,25269437,2223.49,0.11
15866433,15866451,11.05,0.64
25269437,25096273,4473.48,1.58
15866451,903673001,1262.03,1.19
1803689315,1803689298,813.35,0.04
1803689315,442928,2225.03,0.07
16573458,3840043618,2010.29,0.68
16573467,16573472,1159.18,0.3
3840043618,16573467,1250.62,0.52
16573472,25622670,0.0,0.02
16573472,16573581,1865.87,0.47
25622670,16573458,2232.5,0.46
16573581,15618078,1865.87,0.12
16573581,25622663,0.0,0.1
3844764355,3844764341,70.22,0.08
16574244,26165880,933.87,0.03
16574244,3861801989,1267.72,0.18
26165880,262185376,1097.69,0.69
3861801989,26165886,2628.61,0.74
3861801989,2260731086,1544.92,2.18
16574394,29510455,1052.46,2.13
16574394,7093468874,1349.11,0.08
16574525,7101166877,1163.63,0.4
16574602,2544089665,1232.86,0.03
16574602,534774,1061.78,0.21
2544089665,534804,3550.07,0.06
16574619,1775338888,1866.29,0.73
1775338888,357917181,2170.67,0.04
21596886,1690044417,1214.19,0.31
18178769,21684322,2782.5,0.9
21684322,534758,1731.95,0.01
21684322,25873175,2781.89,0.08
25873183,2262218571,1287.01,0.75
25873183,7193964013,2143.36,0.6
18178797,534749,453.83,0.01
18178797,2287846803,3826.33,1.43
2287846803,29510418,3177.29,0.08
2287846803,2287846804,799.39,0.04
18178969,11768081,2.6,0.04
18178969,534329196,1353.91,0.85
534329196,534329195,1137.79,0.02
534329196,21566459,2588.26,4.28
18627237,18627247,1595.04,0.04
18627247,33477280,1773.1,0.03
18627247,12961684,1064.29,1.06
33477280,28796755,2409.17,2.65
297481606,3057282550,701.33,1.26
3057282550,33477164,770.14,1.38
264223496,534806,2978.13,1.05
264223496,35711189,1296.09,0.04
18630070,31197353,3071.83,0.04
18630070,7095690304,1068.66,8.49
31197353,280008754,595.74,0.04
31197353,18630098,3948.43,0.71
7095690304,7095690344,88.7,0.01
7095690304,3952754484,1803.22,0.26
18630098,280008754,821.38,0.03
18630098,3808565717,3948.43,1.73
280008754,280008666,163.76,0.04
280008754,18630111,1253.36,0.03
3808565717,16574619,1091.8,0.43
3808565717,16574613,2856.63,0.26
280008666,280008531,0.0,0.03
280008666,534806,3091.09,0.3
35711189,244038931,1307.75,3.46
35711189,536652,2013.55,0.03
18630516,534799,410.42,0.02
18630516,335716505,1182.17,0.52
335716505,335716508,0.0,0.01
335716505,16574602,1182.43,0.25
18631911,18631929,372.78,0.03
18631929,1853296305,0.0,0.01
18631929,2628479841,372.78,0.02
1853296305,1853296309,114.42,0.03
2628479841,1853296305,114.42,0.02
21271513,25272050,4008.02,0.15
21271513,442828572,407.21,0.15
25272050,25272065,4634.94,1.43
442828572,25272050,626.92,0.19
21527686,21527743,721.45,0.02
21527686,21552190,1711.85,0.55
21527743,209128004,2378.46,5.12
21552190,21597988,2352.43,0.03
21527733,1620726747,2143.36,0.12
1620726747,1620726770,644.97,0.07
1620726747,21552195,1498.39,0.07
7193964013,25873183,1752.98,0.04
209128004,21552198,2378.46,0.24
21527766,299844554,1936.61,0.52
21596461,21568117,1110.21,1.59
21552197,209128661,2681.71,0.85
2272203032,7260653744,2236.64,5.87
1150742708,27279384,1414.01,0.15
1150742708,24969757,708.68,0.07
21540513,21540519,0.0,0.13
21540519,209128004,0.0,0.19
21540517,21540519,0.0,0.04
21540517,1229568988,0.0,0.14
21552187,21552188,665.4,0.2
21552188,21552190,640.58,0.02
21552188,21527743,1657.01,0.61
21597988,21597987,108.0,0.02
21597988,248219490,2156.66,2.29
21552195,10919786,1498.39,0.01
21552195,1620726770,1065.25,0.04
1620726770,344434421,1710.23,0.23
209128661,21540517,0.0,0.24
209128661,21527686,2681.71,2.47
21552198,21552199,771.32,0.05
21552198,2297622,1607.14,0.04
21552200,21527766,842.91,0.63
21552200,21566429,1961.11,3.0
21566429,534329195,3074.42,1.4
21566459,126667225,136.97,0.52
21566459,21568117,1915.38,3.42
21568117,21527762,3025.59,0.28
311494772,7091784429,934.2,0.05
1690044417,126667225,900.22,0.03
1690044417,31271217,313.97,0.04
21597987,21597992,692.32,0.2
21597987,21552188,1632.19,0.04
21597992,21552187,0.0,0.04
21597992,3148489417,692.32,0.78
248219490,248219434,281.15,0.44
248219490,221995898,2477.5,1.03
3148489417,3148489416,766.16,0.03
3148489417,536675,1187.47,0.34
316299769,316299777,175.72,0.03
21647047,21647107,1188.26,1.53
21647107,1632149360,636.79,0.38
21647051,271287016,1452.85,0.06
21647051,278451621,2299.77,0.15
271287016,141678998,2622.5,0.14
278451621,21647047,84.34,0.06
278451621,1632149375,2215.43,0.07
1632149359,1632149349,3042.45,3.14
1632149359,1632149367,33.38,0.03
1632149360,1632149359,2852.22,0.07
1632149360,21647057,366.1,0.26
21647146,25269444,1957.15,1.52
25269444,25269438,548.03,0.45
25269444,25269437,2249.99,1.36
21660961,78454176,405.28,0.01
21660961,21647051,3752.62,2.54
78454176,536670,4562.73,0.04
78454176,1636482042,192.7,1.01
25873175,534758,2157.27,0.05
976932104,940312649,895.03,0.05
24945369,2075220,1103.86,0.02
24945369,24945363,3709.98,0.6
24953131,536670,387.16,0.98
1636482042,3025631931,1189.68,1.04
3998373587,25622934,1071.49,0.26
24953181,10919797,12.68,0.09
24953550,29510428,23.84,0.1
288154942,288154914,297.62,0.04
29510428,7117637080,2250.42,1.17
24969587,309467020,1771.9,0.02
24969587,280221322,647.7,0.04
309467020,24969591,1771.9,0.05
280221322,2526224456,1755.39,0.55
24969591,2090038527,724.15,0.01
24969591,24969686,1771.9,0.64
2090038527,1833913224,724.15,0.04
2090038527,24969672,0.0,0.04
24969686,8378156321,2148.14,3.76
