origin,destination,TT,FFTT,Average Trip Length
0,103,28.502494677265126,23.26518474999999,39571.96450000004
0,32,9.401618526200009,8.933772567,16931.2065
0,68,20.715446335456967,18.0111151,32089.755500000014
0,11,9.667396888278848,8.621805699999998,12409.547000000002
0,23,6.160541345658784,6.040169100000001,12066.579500000002
0,101,34.939905228670305,32.465146954000005,52817.082
0,33,12.952118300539261,12.065220767000001,20400.756
0,70,22.12475172469247,20.289468099999997,35308.52875000001
0,99,27.81464251605929,26.651378454,45166.73950000001
0,34,19.515452911755435,17.629628167000003,27557.000000000004
0,64,19.07538069140809,17.176036099999997,31111.19350000001
0,97,27.38965755256522,22.53166349999999,38267.352500000015
0,22,5.402871720966134,5.2939209,11590.3395
0,35,21.942051279486034,20.013566167000004,29940.938
0,5,15.117294618572696,14.717476242000005,24843.552499999998
0,66,22.39124162664102,19.116007100000004,33022.373500000016
0,111,34.792932824828675,29.880799099999994,51645.6385
0,128,33.91197581150975,31.553221500000003,56088.628500000006
0,76,22.660832261561218,21.449418100000006,36193.652750000016
0,36,16.877862777355208,16.642468226000002,31612.816500000004
0,21,7.632395879003063,7.127556449999999,12623.6265
0,109,32.43247949765116,28.06631669999999,48952.56550000001
0,132,41.26805394613674,33.8765039,55303.33049999999
0,10,5.744280304237585,5.31265145,8245.188000000002
0,78,25.952955494072857,24.56381170000001,41055.67550000002
0,37,23.059361629696703,22.291541376000005,38682.47549999999
0,107,30.09866474973548,25.93899869999999,45863.0555
0,72,21.67197801893445,19.825089299999995,36254.98450000001
0,38,25.69992500337199,24.210724135000003,42560.343499999995
0,105,27.94545433026808,24.84883809999999,44028.254499999995
0,20,4.6463181160734885,4.43058345,9926.653499999999
0,74,24.774557395259002,22.567939899999995,38734.20575000001
0,39,27.848689517933728,27.284202135,46889.8065
0,40,11.037619079974299,10.299011100000001,19807.629499999995
0,84,31.09201304329767,30.162673362999996,49670.1315
0,119,33.853397181514836,28.331389699999992,50175.990499999985
0,41,16.43144437608115,15.130481099999997,25756.503500000003
0,2,8.791154285010254,8.1814205,10175.460000000003
0,86,23.875350441599398,19.651029850000004,34410.77550000001
0,9,2.1546157275845705,2.12478525,5179.9095
0,19,3.189697583980144,3.1818027,8516.1735
0,117,37.42419388558395,30.73620409999999,53878.634
0,42,17.292906786687013,16.011167349999997,27498.910000000003
0,80,25.238619137962203,23.198073549999993,39863.75350000001
0,115,34.81465443956068,28.71114209999999,49920.54249999999
0,43,21.8540882374192,20.533867149999995,32747.708750000013
0,4,12.688528112417062,12.019834703999999,20176.1365
0,82,26.748698026042767,25.658822272000002,44380.275
0,113,34.6141127481514,31.8091563,55146.715500000006
0,18,16.81150118237442,15.3554206,20643.187500000007
0,129,38.57365712586918,32.04137639999999,53389.33049999999
0,92,25.036846002554828,21.766662249999992,37267.98850000001
0,44,22.178198350637274,21.868957126,37111.4535
0,127,37.07049484745853,34.198404899999986,57694.102999999996
0,133,41.87944159012436,34.00099989999999,57607.516
0,94,24.47759724142462,21.253600249999998,36754.92650000001
0,45,21.94834443865023,21.491810590000004,40503.277500000004
0,125,38.04202859603302,33.92965959999999,55332.94500000001
0,88,28.77904506735019,22.342378600000004,39032.34749999999
0,46,28.20326341972733,26.660040885000008,44731.24949999998
0,123,39.23484559181361,31.956687599999988,56228.6115
0,90,22.95374363827441,20.565792249999994,36067.11850000001
0,47,27.975768970943857,26.997499240000003,45092.07149999999
0,121,36.95238013443172,29.775638899999993,51175.80849999999
0,16,22.529156375301636,21.960131125999997,39837.95950000001
0,15,23.226779247665675,22.657741326,40035.1245
0,69,19.979087406486105,18.398556899999996,33877.43050000002
0,31,7.225091149293904,7.1133289,13855.7785
0,49,13.759271581908294,12.708267900000001,24393.615500000004
0,102,33.750049012287846,27.246264999999987,43737.51850000004
0,71,19.10663631505893,17.552312099999998,32467.02250000001
0,48,15.385772094712998,14.352732999999999,24233.7445
0,100,30.2497779662846,28.314697727000006,48069.196500000005
0,30,10.142467637277631,8.895306099999999,15259.241499999998
0,65,19.38476368273003,17.6899293,32340.61650000002
0,51,18.33369896870104,16.904744949999998,29567.140500000016
0,98,25.10725026055865,22.683513899999987,41019.0255
0,7,27.773122217164303,27.203083625999998,49019.739499999996
0,67,21.443615602447867,18.614787100000004,33244.66750000001
0,50,17.865612100652235,16.401984900000002,28169.424000000014
0,96,27.418960343379396,22.33472049999999,38331.345500000025
0,77,26.67401898186817,23.89793254999999,39412.80875000001
0,29,13.554012541199768,12.1269151,18490.850499999997
0,14,14.755159232862141,14.691325773000003,26008.4645
0,110,33.598449608820665,28.52170234999999,50238.25899999999
0,130,38.34551900935245,31.196551899999985,52846.752499999995
0,53,20.94775854195311,19.580084949999996,31691.915500000003
0,79,22.531394287753464,20.680558799999993,37395.61050000002
0,108,30.423163041171634,27.21219609999999,46379.62249999999
0,134,37.37936683824783,31.702521699999988,53693.38449999998
0,52,16.170693276388732,15.0214137,27518.584500000004
0,28,21.510335282159524,20.945861725999997,38022.21250000001
0,73,24.94623744291552,22.21175654999999,37726.63275000002
0,106,30.221408278254046,26.00187819999999,45970.46650000001
0,55,22.61494542590134,21.27654955,36404.8445
0,75,25.48751438574981,23.674161699999996,39995.39875000002
0,104,27.340996659316723,24.013580499999986,43260.290499999996
0,54,20.603364490378798,19.240558099999994,32118.444250000015
0,3,7.068805624290144,7.041383591,13373.151500000002
0,57,26.45096970470051,25.801066544000008,43256.8405
0,118,35.60510919812906,28.843058899999992,50243.22849999998
0,13,12.008280493038784,11.962950009000002,21941.8365
