fishnetid,CO2,CO2psqkm
0,10946883.846264169,830812.5835590145
1,15431149.333142893,1171145.4350661112
2,25248587.02052816,1916238.8226942578
3,13003456.270077856,986895.9286185441
4,12072494.495130748,916240.683865891
5,8537751.112443423,647971.7113224398
6,10166507.141744087,771585.9766872979
7,4924976.820837457,373780.5912579049
8,608224.3889614239,46161.125218206085
9,12237429.239420697,929065.5638128248
10,11199221.28948666,850244.8216870993
11,7689829.459613191,2335247.2415144113
12,5483743.373943359,1665303.0674386781
13,5439262.268885864,1652068.450258162
14,8642909.909311447,2625113.1263287677
15,16235864.61206235,1232626.7563779512
16,6235201.104068228,473376.4351892362
17,9336566.711358452,708832.0958637425
18,6922724.778132555,525573.2289259887
19,10023307.593802849,3043877.8300885693
20,2002264.3375021182,608047.5900659683
21,6235885.076825916,1894026.8892329023
22,1785095.5903472337,542187.5172996033
23,2484505.687891281,188623.65882213356
25,19893169.180500016,1510789.4707141668
26,3157721.1015671086,2158322.0634862226
27,3533279.520989472,2415018.5850254884
28,2391269.654436073,1634447.7200196984
29,2831304.9795373064,1935428.4053082296
30,6434749.848771572,4398677.545643363
31,6014117.550272153,4111140.9840283855
32,4216627.810501224,2882728.387096206
33,4421538.149017699,3022816.8360158247
34,3722508.9052549372,2544920.390097521
35,4525801.928343149,1374850.5961909976
36,6366036.001559957,1933877.9139462272
37,11643098.958776664,3537533.205822386
38,7593003.283819872,2306989.002114729
39,15613001.835819263,1185731.5727713434
40,3383135.182545679,1027730.664390888
41,2914663.5865687467,885418.1055946561
42,3521976.172448877,1070085.1812962866
43,2717295.176022215,825598.2319856151
44,3785757.391035963,287509.8659826361
45,13962913.246142112,1060415.3677760167
46,3158904.9568849504,239903.47161611062
47,11075221.501758793,841388.1442453753
48,19073522.632243376,1449021.6569679345
49,18059691.35881433,1372000.5686228455
50,5214387.894826726,3565248.5347200953
51,2299895.809546643,1572514.4217080788
52,2073674.6691447196,1417839.5863080109
53,3546505.163656428,2425130.491034774
54,2338767.032086389,1599268.8517875988
55,1751154.0384297061,1197454.0729877278
56,1093077.1777139823,747538.2229517457
57,1142174.8826457579,781115.3681378401
58,2101260.892521012,1437019.1470262033
59,3100273.0419966048,942114.9625926036
60,4786967.863489281,1454669.9560174218
61,4911646.0761312805,1492805.0328961145
62,3506867.073313301,1065848.1363671934
63,8571405.290809298,651172.4203496742
64,8712673.9387802,661904.6450314703
65,10757005.39846565,817213.1643972257
67,13162967.138390278,1000326.9032167466
68,16380927.857355567,1244877.5920418606
69,10348630.135333557,786449.819936243
70,9840581.291474039,747840.3695504753
71,7728388.0151801305,587323.0836788358
72,9731468.985639486,739548.3200564329
73,695629.1226606485,52864.716499149785
74,11335739.257309048,861465.718763709
75,728208.5503137565,55359.008228434934
77,12966984.723323535,985760.7600007538
78,9759898.064153524,741955.4151201274
79,11533916.772911863,876817.7649968603
80,11979823.046627538,910715.9237935242
81,13170909.577310009,1001263.2938077981
82,12639220.496274432,960843.855998105
83,5879410.020585848,446957.54748782294
