fishnetid,CO2,CO2pcap,CO2psqkm
0,7557458.142364921,887.5626491213678,75941.27575560627
1,1052511.668369087,3607.598055685485,10576.185449912906
2,30518386.78435066,1396.8360052127678,308210.01390786853
3,1103137.5832919446,13663.671672717926,11154.881160463807
4,2462442.55549758,3451.21473428992,24931.775791730262
5,10607528.18908051,824.551817887649,107536.24929766385
6,29045016.356659252,0.0,294450.5132684618
7,24762149.13873761,1158.4961449041361,251031.9647955511
8,705352.8854570724,259.9275058507842,7150.676612051808
9,2905683.733083925,0.0,29494.72627820955
10,15452608.80487371,7183.918551777643,156854.80900576102
11,18992976.050599083,12365.159821265412,193039.48176440608
12,21764784.74081633,163587.3990219851,221211.39709164976
13,39731288.11910135,9031.97512416596,403818.08769256616
14,48154803.42615123,29825.795962417753,489432.42349631083
15,3786923.0298069553,2617.159899278472,38538.82380204985
16,27603117.410650067,6140.791889958982,280911.8827880228
17,52177431.99881599,98461.65962997897,531000.1926150646
18,25869118.39751317,8263.625553889082,263265.2916336005
19,53555225.0258293,4169.990846980909,545021.7405276633
20,31276963.26968045,5938.367896481274,318299.9408823067
21,9198136.272712875,11116.033319873895,93607.75234437079
22,8247115.578205469,559.0923139483995,84037.80104409384
23,9861015.571523516,218.54890926482994,100483.38195748672
24,15323748.34122907,4397.302016424273,156148.4257299707
25,15937088.971418224,1048.8003655171422,162608.77856463945
26,9238335.152607078,226.0959902437436,94260.27537591192
27,21904878.398385335,2404.2640071131937,223499.13007051643
28,1292850.9754142028,201.24159419814202,13208.32127850545
29,2330826.2426736266,124.47348202033501,23812.722767788444
30,2278823.2314123954,279.4646467775535,23281.437651987424
31,7555219.253189288,624.7133546147678,77187.367394527
32,30595061.372403786,772.5049452040486,312572.2978341031
33,5465650.651880014,217.16214959739884,55839.43639209856
34,130439.03445526023,135.56990523391286,1334.358964937785
35,1133684.0163348438,1804.2494442433788,11597.30625821164
36,13472194.578189276,2150.538194377032,137817.2085362913
37,4479483.5404258985,749.4086808382218,183296.01184811612
38,657854.3081786036,68.89871056064298,26918.74408691054
39,4385259.580812791,824.5357524982636,179557.6935473071
40,11062080.661763322,321.59701791624605,452945.065818101
41,9258835.581816852,440.3757065335642,94715.59119612943
42,5427921.762606226,2622.954416843418,888420.6310366052
43,2505118.6475421935,863.6150299587982,410295.7301470318
44,3218226.513744709,1049.8605427395821,527262.99756297
45,4917448.592065124,3710.771547416458,805657.61109142
46,4958723.744478576,3603.3681797961353,812419.9879761555
47,10654310.22156972,435.1717608777405,1745564.9937627416
48,16133031.941927832,1175.990216103351,660147.6235568734
49,30468807.0784313,1426.6757898288108,1247567.8174398001
50,29199968.105535004,1106.8597683926812,1195614.2682240393
51,7604869.792107733,685.5738433083602,1244734.8202770536
52,13117662.96492438,2887.881479913067,2147747.832132001
53,8504326.135310378,343.6920221037297,1392408.6988436868
54,5114798.180157102,162.70280597992416,837443.127834688
55,6322121.454794271,390.1201987928496,1035455.7221940015
56,13752005.632974498,521.0538230102841,2252344.094641262
57,8076624.434444182,185.94443646009245,1322813.4015547936
58,10625601.18392831,197.37160184227605,1740292.3411585048
59,18383083.755200006,489.4310496187155,3011820.2692760443
60,10213607.143006328,406.25263996897814,1673361.7398133376
61,8603485.131330118,210.87288313709018,1409564.970166175
62,6913098.357986312,130.73395856355907,1132617.9021622012
63,19218911.54126145,411.4125341430174,196604.69750122636
64,3694973.8823243473,413.943930565278,37798.66621736839
65,860946.4193125208,463.8888958540603,8807.268297702576
66,36675387.312072545,903.9213559650084,375180.1142718131
67,8779466.679254472,359.72649949257453,89811.76623822133
68,3148565.3238341347,545.243642750398,32251.17488978378
69,12169500.652502717,1098.9383588321768,124653.81959655944
70,11997441.560675066,499.9385588269801,122891.39535211826
71,60028804.65397474,1977.4510175759467,614883.0588537917
72,8771766.662680319,393.39345650263215,4402668.155037051
73,1637565.1907288425,91.72934636396539,821916.0853525591
74,2883638.38379056,988.2025127864487,1447337.049783981
75,2849371.5536360494,221.73924122852839,1430138.0649389795
76,4327939.143943868,162.27863351855765,2172251.1072986475
77,3679237.244251851,240.57830007526624,1846658.862804755
78,4060897.9727166463,203.4290696660278,2038600.8937121725
79,5595574.519916356,331.4287201556529,2809019.8999773925
80,6296217.0694721,269.1968868744466,3160747.6550931265
81,2659277.654301462,118.25915380309674,1334977.1009048794
82,9300527.25757504,542.185254786028,4668933.646370415
83,9108626.523054522,1060.2993113067262,4573453.985607618
84,6931689.682176861,361.19466730986,3480410.984432792
85,7643115.326042802,372.3780425761872,3837618.7849918595
86,8858022.179786274,502.6591311015272,4447625.197960015
87,4046625.5318528637,165.7643955738071,2031816.2809798366
88,9634873.163474044,357.5084310098113,4837683.152205634
89,4230798.90279778,522.0753111347644,2124687.8036640245
90,6046725.486931786,1230.3587599096102,3036637.8051406825
91,5794008.646436227,480.52629193995375,2909724.566976271
92,5944133.360890108,282.24639626497765,2985116.5100009744
93,1560872.810524386,218.8479156832337,783863.1662208299
94,8367028.663747378,466.99778017468026,4201883.41805029
95,3039669.9728123867,3533.030363116591,1526794.3177786644
96,35042940.579344496,12627.28349231332,17601701.18248602
97,1176534.5087767318,989.4615379457617,591071.7022648843
98,9547998.920483006,260.41843844291617,1564822.7340547412
99,5763989.24345528,123.60723313591762,944660.9160853919
100,8767044.805800607,1520.6989544583805,1436832.0667865477
101,15864255.873728,283.0841706961943,2600846.393733408
