From,To,Volume,EstimatedTT
442874,26384674,1058.94,0.54
442928,1803689295,0.0,0.03
26384674,264670999,313.42,0.35
26384674,534589,745.52,0.49
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,231.61,0.31
15866840,1803689315,927.62,0.53
264670999,534589,53.39,0.33
534589,534591,798.91,0.37
534591,534626,798.91,0.65
8083440,534911,786.31,0.04
534626,534624,0.0,0.07
534626,534625,798.91,0.08
534608,30409417,662.15,0.86
30436919,30436908,582.11,1.3
30409417,30409422,371.39,0.02
30409417,30403571,1291.69,0.18
534624,534608,464.95,1.22
534625,30436908,798.91,0.02
534625,534624,464.95,0.07
30436908,30436907,960.15,0.02
30436908,534628,420.88,0.37
534628,534629,529.25,0.21
534629,3595409680,705.41,0.63
11769656,11769730,433.79,0.19
3595409680,3855350,681.58,0.01
3595409680,7128283652,23.84,0.04
3160432771,30409397,201.48,0.15
30409405,30409419,710.52,0.72
534736,140605768,1128.25,0.1
534306820,2021890013,1061.23,0.19
140605768,534324288,1128.25,0.34
534329195,2021890013,591.95,0.02
534329195,534306820,1128.25,0.21
3853550,3564765835,158.34,0.4
534742,534770,798.55,0.54
534770,29138173,1170.07,0.07
534743,534744,518.43,0.07
534744,534747,1277.57,0.05
247994358,534742,394.65,0.05
534747,277692998,97.99,0.01
534747,2287846802,1179.58,0.31
277692998,288154283,1009.71,0.07
2287846802,29510418,0.0,0.04
2287846802,2287846804,1179.58,0.07
534749,25235133,1586.23,0.04
534749,7095690293,92.99,0.73
25235133,25235132,698.58,0.01
25235133,534751,887.65,0.7
7095690293,7095690318,360.48,0.01
534751,534754,760.19,0.82
534754,3098430373,760.19,0.16
29510455,25235132,626.18,0.66
3098430373,16574394,219.78,0.02
3098430373,2260849842,1032.22,0.61
534758,25873172,773.06,0.02
534758,2202559858,1124.93,0.62
25873172,25873173,1334.97,0.02
25873172,3100041009,520.61,0.2
2202559858,25873172,1082.53,0.62
534769,546378258,1032.9,0.56
534769,534770,371.52,0.04
546378258,247994363,691.62,0.04
546378258,290077155,341.28,0.24
29138173,1775338888,132.99,0.09
29138173,534773,1037.08,0.64
534773,2544089666,1802.62,0.03
534773,335716508,437.21,0.26
2544089666,2544089665,1348.15,0.04
2544089666,16574602,454.48,0.03
335716508,534799,437.21,0.5
534774,534804,367.21,0.15
244038933,534778,454.48,0.08
534804,18630111,2167.62,0.56
534804,16574613,10.88,0.05
534778,244038915,738.76,0.02
534778,30058360,519.01,0.22
244038915,534787,1024.66,0.18
244038915,244038942,235.41,0.02
30058360,30056676,708.88,0.74
30058360,30056684,192.34,0.02
534787,244038955,285.9,0.05
534787,244038923,738.76,0.15
244038955,244038925,700.57,0.04
244038955,2072816,285.9,0.31
244038923,244038955,700.57,0.09
534790,30261537,185.76,0.04
534790,30409389,1117.4,0.03
30261537,30409389,211.51,0.05
30409389,30409397,1191.98,0.04
30409389,3160432771,136.92,0.18
534796,534790,211.35,0.05
534796,3160432775,996.5,0.26
3160432775,534790,1091.81,0.15
534799,1501721437,100.68,0.02
534799,11769597,498.42,0.43
1501721437,18630516,619.43,0.01
1501721437,2071676,162.83,0.32
