From,To,Volume,EstimatedTT
442874,26384674,1323.68,0.56
442928,1803689295,0.0,0.03
26384674,264670999,390.79,0.35
26384674,534589,932.89,0.52
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,286.1,0.32
15866840,1803689315,1184.23,0.54
264670999,534589,143.17,0.33
534589,534591,1076.05,0.37
534591,534626,1060.26,0.66
8083440,534911,1069.83,0.04
534626,534624,0.0,0.07
534626,534625,1060.26,0.08
534608,30409417,859.88,0.86
30436919,30436908,674.13,1.3
30409417,30409422,413.72,0.02
30409417,30403571,1623.97,0.18
534624,534608,615.26,1.22
534625,30436908,1060.26,0.02
534625,534624,615.26,0.07
30436908,30436907,1178.26,0.02
30436908,534628,556.13,0.37
534628,534629,707.03,0.21
534629,3595409680,901.11,0.63
11769656,11769730,625.35,0.19
3595409680,3855350,800.52,0.01
3595409680,7128283652,100.59,0.04
3160432771,30409397,275.97,0.15
30409405,30409419,820.3,0.72
534736,140605768,1474.05,0.11
534306820,2021890013,1317.51,0.19
140605768,534324288,1474.05,0.38
534329195,2021890013,657.48,0.02
534329195,534306820,1474.05,0.23
3853550,3564765835,194.67,0.4
534742,534770,1015.65,0.54
534770,29138173,1648.13,0.07
534743,534744,543.85,0.07
534744,534747,1569.3,0.05
247994358,534742,489.79,0.06
534747,277692998,122.41,0.01
534747,2287846802,1446.89,0.32
277692998,288154283,1360.55,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1446.89,0.08
534749,25235133,1941.32,0.06
534749,7095690293,155.69,0.73
25235133,25235132,817.5,0.01
25235133,534751,1123.82,0.77
7095690293,7095690318,548.34,0.01
534751,534754,770.53,0.83
534754,3098430373,770.53,0.16
29510455,25235132,868.84,0.67
3098430373,16574394,283.7,0.02
3098430373,2260849842,1069.54,0.67
534758,25873172,942.86,0.02
534758,2202559858,1253.2,0.63
25873172,25873173,1599.47,0.02
25873172,3100041009,636.43,0.21
2202559858,25873172,1293.04,0.63
534769,546378258,1091.18,0.57
534769,534770,632.48,0.04
546378258,247994363,779.26,0.04
546378258,290077155,311.93,0.24
29138173,1775338888,203.62,0.09
29138173,534773,1444.51,0.65
534773,2544089666,2107.45,0.03
534773,335716508,572.98,0.26
2544089666,2544089665,1566.73,0.05
2544089666,16574602,540.72,0.03
335716508,534799,572.98,0.5
534774,534804,462.67,0.15
244038933,534778,540.72,0.08
534804,18630111,2433.33,0.6
534804,16574613,124.91,0.05
534778,244038915,891.43,0.02
534778,30058360,740.83,0.22
244038915,534787,1318.33,0.2
244038915,244038942,474.93,0.02
30058360,30056676,948.1,0.76
30058360,30056684,280.42,0.02
534787,244038955,429.29,0.05
534787,244038923,889.04,0.17
244038955,244038925,885.54,0.05
244038955,2072816,429.29,0.32
244038923,244038955,885.54,0.09
534790,30261537,382.49,0.04
534790,30409389,1270.06,0.03
30261537,30409389,303.44,0.05
30409389,30409397,1405.31,0.05
30409389,3160432771,168.18,0.18
534796,534790,415.4,0.05
534796,3160432775,1092.28,0.31
3160432775,534790,1237.14,0.16
534799,1501721437,143.06,0.02
534799,11769597,649.49,0.43
1501721437,18630516,724.2,0.01
1501721437,2071676,219.38,0.32
11769597,7128283648,759.08,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2033.61,0.03
18630111,35711189,839.07,0.88
16574613,534773,1452.94,0.04
16574613,16574619,161.2,0.14
534806,280008531,557.33,0.02
534806,2287864441,2278.99,0.29
280008531,18630070,109.83,0.03
280008531,31197353,447.5,0.04
2287864441,280221322,664.64,0.07
2287864441,24969587,1614.34,0.05
24669567,976932104,382.79,0.1
1854526402,27318980,543.51,0.03
27318980,27318981,631.54,0.05
534908,534911,0.0,0.05
534911,534914,1069.83,0.28
3853544,15511907,247.38,0.33
534914,442936,171.7,0.41
534914,15866840,898.13,0.54
30409415,30409424,740.81,0.05
536575,30409422,1699.36,0.17
30403571,10919767,1364.71,0.41
30409422,30409424,1449.93,0.01
30409422,30409415,663.14,0.06
536584,30587893,645.66,1.07
30587893,1619208224,641.03,0.43
536652,25479302,1061.48,1.2
536652,18629762,737.93,0.04
25479302,18627237,1029.14,1.21
25479302,28796755,500.62,0.05
18629762,264218470,1016.85,0.18
18629762,264223496,826.26,0.02
25599929,2526224454,728.33,0.09
264218470,264223496,636.78,0.18
3899207524,309517759,1061.62,0.01
536663,21527849,1861.25,0.08
536663,536667,1240.11,1.91
21527849,2297622,1363.96,0.01
21527849,21552197,1481.21,0.11
21647397,2297615,1295.39,0.13
21647058,1632149359,316.04,0.28
536670,24945363,170.27,0.02
536670,2075220,2189.24,0.44
24945363,21660961,1892.06,0.01
2075220,25096430,2020.35,0.03
2075220,3869392962,601.84,0.33
344434421,10919786,612.98,0.22
1630023963,311941598,833.85,0.22
3100041009,25873173,574.52,0.2
31296012,3148489413,572.12,0.12
536675,3148489416,848.59,0.17
3148489416,3148489413,160.6,0.02
3148489416,31296012,794.86,0.13
248219433,248219482,273.48,0.38
2071674,518252065,150.9,0.04
518252065,29348253,150.9,0.24
11769758,3853550,198.09,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1167.48,0.76
18178669,534743,142.03,0.05
18178669,534744,1025.45,0.07
7101166877,16574525,627.87,0.12
2287857538,5824956622,716.8,0.05
2274921120,206133365,545.17,1.65
2072802,30151417,514.84,1.75
316507154,316507156,406.14,0.28
30151417,30151418,1127.37,0.03
2072807,1485594848,274.74,0.01
2072807,1485594778,598.07,0.09
1485594848,159725096,152.56,0.02
1485594848,11007703,688.61,0.45
1485594778,1485594848,566.44,0.08
2072816,244038925,465.79,0.36
244038925,244038942,1351.33,0.2
2075215,25755498,430.1,0.02
2075215,2039066667,1508.42,3.31
25755498,25755497,1202.06,0.02
25755498,25755500,216.8,0.05
2039066667,25755506,1415.06,2.66
25096430,25096432,845.34,0.02
25096430,10919799,1779.0,0.35
3869392962,25096430,603.99,0.31
21540856,21647397,827.25,0.13
2297619,3790101104,983.91,1.53
3790101104,21552197,0.0,0.12
3790101104,21527849,983.91,0.08
2297622,21552199,1027.35,0.03
2297622,21527762,1040.85,0.07
21552199,21552200,1464.96,0.28
21527762,536663,1933.83,0.01
21527762,3146686054,785.23,0.27
3411653,113794494,0.0,0.07
26165869,262185367,701.34,0.06
113794494,15618026,16.06,0.02
113794494,26291274,1189.0,0.23
3411658,15618078,644.27,0.15
3411658,25622663,1392.45,0.15
15618078,3030258494,644.27,0.08
15618078,25622151,1089.22,0.03
25622663,25622670,1392.45,0.63
15511907,2071674,231.59,0.82
3855350,11769597,109.59,0.02
3855350,1501721437,800.52,0.42
9100179,3137684026,343.82,0.55
3137684026,3137684031,414.06,0.18
3137684031,3137684026,457.86,0.19
9100190,9982673425,85.06,0.05
9982673432,2970916246,64.49,0.04
9982673425,9100190,64.49,0.05
10919218,8224298741,742.27,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,742.27,0.12
10919223,11008027,894.53,0.54
25740441,25740442,502.58,0.11
11008027,2075215,1508.32,0.02
11008027,11008006,413.87,0.24
86684589,3121844724,38.65,0.05
10919237,10919235,0.0,0.06
10919237,10919238,413.87,0.06
10919238,10049596107,421.14,0.07
10049596107,10919237,413.87,0.01
3073762517,3877390797,38.65,0.03
10919767,536575,1455.14,0.41
126667225,18178749,319.07,0.11
126667225,31271217,238.59,0.03
3151457278,18178797,1083.78,0.25
2262218571,18178769,838.95,0.36
3147805129,2262248282,966.79,0.05
10919786,536663,1167.53,0.27
10919786,3146686054,374.24,0.01
3146686054,21552195,182.02,0.01
3146686054,21527733,1066.25,0.23
10919799,15613225,1779.0,0.02
10919799,1952603929,0.0,0.45
15613225,1698611463,1779.0,0.54
15613225,15613290,0.0,0.02
1952603929,15613225,0.0,0.44
10940911,773684928,514.29,1.49
773684928,4186859645,514.29,0.28
773684928,1758438692,0.0,0.48
10941033,26910102,0.0,0.43
10941033,10940911,0.0,0.11
26910102,12262641,0.0,0.01
26910102,26910582,0.0,0.26
3324432562,25621845,551.04,0.79
11004892,3780365870,739.64,1.63
3780365870,3879014011,840.05,1.58
7260653744,2272203032,1788.81,0.16
11005259,1762496623,753.92,0.09
1762496623,433065573,1056.14,0.82
11005798,25600624,53.88,0.72
312068888,312068717,593.69,0.05
11007218,95145062,1227.07,0.33
95145062,159729140,674.63,0.02
95145062,1670657170,656.26,0.65
11007703,344624368,560.67,0.58
344624368,344625887,494.08,0.04
344624368,99089590,103.82,0.03
95145069,159725096,784.77,0.5
11008006,2075215,421.14,0.24
11068788,828163530,124.87,0.01
11068788,25621138,1315.4,0.02
828163530,4862265262,1609.83,0.74
25621138,773660261,634.13,0.02
25621138,25621140,1814.69,0.25
203786445,415524744,86.51,0.03
