from,to,volume,EstimatedTT,from,to,length,CO2,lengthm
8786281558,925917408,2.32,429.0,8786281558,925917408,10728.862,5013.452677473227,6.666603709802
954394619,925917408,18.58,4801.2,954394619,925917408,80015.466,300191.82830025617,49.719290123886005
1894383018,8786281558,0.0,90.6,1894383018,8786281558,2260.965,0.0,1.4048980830150002
8786281559,8786281558,0.0,265.79999999999995,8786281559,8786281558,6640.14,0.0,4.12599043194
1894383018,954394619,18.35,4408.8,1894383018,954394619,73477.122,272249.05670508026,45.656552774262
1328613249,954394619,36.44,223.8,1328613249,954394619,3732.253,27459.30217452572,2.319113778863
8786281559,1894383018,0.0,849.0,8786281559,1894383018,14149.504,0.0,8.792091449984001
8267339065,1328613249,60.75,2709.6,8267339065,1328613249,67735.484,828782.7778950689,42.088865428564
760307160,8267339065,152.46,934.8,760307160,8267339065,23365.231,717461.6665368269,14.518476951701
1296398101,8267339065,72.18,310.2,1296398101,8267339065,7750.651,112671.35934894621,4.816029762521
3450729711,8786281559,0.0,9.0,3450729711,8786281559,152.729,0.0,0.09490137145900002
3143306731,3450729711,0.0,12.6,3143306731,3450729711,206.242,0.0,0.128152797782
3450729711,3143306731,0.0,12.0,3450729711,3143306731,199.493,0.0,0.123959164903
410561136,210294447,38.82,315.0,410561136,210294447,7869.804,61528.1669452867,4.890067981284
1296398101,410561136,33.71,72.0,1296398101,410561136,1197.665,8154.294373944866,0.744194298715
1355528868,410561136,0.0,36.0,1355528868,410561136,596.879,0.0,0.37088330110900003
1355528868,1296398101,0.0,65.4,1355528868,1296398101,1085.41,0.0,0.67444229711
1254651770,760307160,136.97,307.2,1254651770,760307160,4262.504,122814.61845976017,2.648596372984
410563652,760307160,25.23,172.79999999999998,410563652,760307160,4317.937,21940.94585293019,2.683040831627
1254651791,1254651770,98.77,264.6,1254651791,1254651770,6614.905,131591.8381368144,4.110310134755
2143889519,1254651770,234.36,190.8,2143889519,1254651770,2651.681,130660.93369728787,1.647677674651
9343973782,410563652,39.99,48.6,9343973782,410563652,809.898,6539.8090088671215,0.503247130158
2011616838,410563652,38.81,1289.3999999999999,2011616838,410563652,21494.171,168433.57728702054,13.355854528440998
4271212360,9343973782,47.45,18.6,4271212360,9343973782,208.187,2273.39827713482,0.12936136437700002
1254651723,9343973782,65.45,16.200000000000003,1254651723,9343973782,274.746,3622.7586848058745,0.170719196766
1254651723,1254651791,98.77,6.0,1254651723,1254651791,100.7,2006.4359509114906,0.0625720597
1254651791,1254651723,97.4,5.3999999999999995,1254651791,1254651723,91.411,1794.135199492139,0.056800144481
760307624,2143889519,267.68,2998.2,760307624,2143889519,49967.303,2700728.26794567,31.048233032413002
4084595306,2015618586,51.55,1412.3999999999999,4084595306,2015618586,23541.673,245040.36064363184,14.628112893683
4084595306,4084595312,47.45,1.2,4084595306,4084595312,19.726,189.36827325885798,0.012257164346
4084595312,4084595306,46.35,3.5999999999999996,4084595312,4084595306,62.058,578.4073110198915,0.038561041518
504633518,760307624,47.75,1410.6000000000001,504633518,760307624,23507.911,226656.69121755447,14.607134165981
996053083,760307624,301.35,135.6,996053083,760307624,3396.715,206201.0272242084,2.110620196265
4271212354,4084595312,46.35,23.400000000000002,4271212354,4084595312,387.876,3632.859615698854,0.24101489799599998
4271212354,4271212360,47.45,3.0,4271212354,4271212360,51.935,495.3212359058282,0.032270902885
4271212360,4271212354,46.35,1.2,4271212360,4271212354,22.164,205.43116030790603,0.013772066844000001
504633518,1876496599,0.0,1.7999999999999998,504633518,1876496599,34.41,0.0,0.02138137611
1876496603,504633518,0.0,1.7999999999999998,1876496603,504633518,33.636,0.0,0.020900434956
1876496599,1876496603,0.0,5.3999999999999995,1876496599,1876496603,88.819,0.0,0.055189550849
1876496603,1876496599,0.0,1.2,1876496603,1876496599,22.293,0.0,0.013852223703
1472419004,996053083,55.17,744.6,1472419004,996053083,12411.503,138259.83064689973,7.712148030613
1037930678,996053083,341.32,78.60000000000001,1037930678,996053083,1966.826,135221.5147279511,1.222128638446
