From,To,Volume,EstimatedTT
442874,26384674,2151.67,0.77
442928,1803689295,0.0,0.03
26384674,264670999,634.11,0.44
26384674,534589,1517.56,0.76
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,690.86,0.44
15866840,1803689315,2247.07,0.81
264670999,534589,291.87,0.33
534589,534591,1809.43,0.39
534591,534626,1504.27,0.67
8083440,534911,1551.9,0.04
534626,534624,4.0,0.07
534626,534625,1500.28,0.08
534608,30409417,1393.08,0.88
30436919,30436908,956.76,1.3
30409417,30409422,550.03,0.02
30409417,30403571,2506.1,0.23
534624,534608,1022.86,1.23
534625,30436908,1507.14,0.02
534625,534624,1018.87,0.07
30436908,30436907,1512.27,0.02
30436908,534628,944.77,0.4
534628,534629,1335.49,0.23
534629,3595409680,1655.04,0.66
11769656,11769730,1082.61,0.2
3595409680,3855350,1306.31,0.01
3595409680,7128283652,348.73,0.04
3160432771,30409397,452.22,0.16
30409405,30409419,1096.74,0.72
534736,140605768,2066.3,0.16
534306820,2021890013,1664.51,0.19
140605768,534324288,2066.3,0.55
534329195,2021890013,1081.72,0.02
534329195,534306820,2066.3,0.33
3853550,3564765835,356.5,0.4
534742,534770,1787.69,0.58
534770,29138173,2805.25,0.1
534743,534744,594.46,0.07
534744,534747,2316.93,0.05
247994358,534742,821.15,0.07
534747,277692998,123.17,0.01
534747,2287846802,2193.75,0.36
277692998,288154283,2101.47,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,2193.75,0.2
534749,25235133,2548.65,0.12
534749,7095690293,516.35,0.79
25235133,25235132,1059.1,0.01
25235133,534751,1508.43,1.02
7095690293,7095690318,1375.5,0.02
534751,534754,817.43,0.92
534754,3098430373,1086.37,0.18
29510455,25235132,1501.5,0.73
3098430373,16574394,779.85,0.03
3098430373,2260849842,1236.08,1.04
534758,25873172,1647.71,0.03
534758,2202559858,1492.68,0.64
25873172,25873173,2427.36,0.02
25873172,3100041009,984.16,0.38
2202559858,25873172,1763.82,0.66
534769,546378258,1530.85,0.58
534769,534770,1017.56,0.04
546378258,247994363,990.06,0.05
546378258,290077155,540.79,0.24
29138173,1775338888,315.45,0.09
29138173,534773,2489.8,0.82
534773,2544089666,3081.99,0.04
534773,335716508,888.51,0.28
2544089666,2544089665,2156.73,0.07
2544089666,16574602,925.26,0.04
335716508,534799,888.51,0.51
534774,534804,476.47,0.15
244038933,534778,844.49,0.08
534804,18630111,3257.64,0.86
534804,16574613,314.27,0.05
534778,244038915,1302.04,0.02
534778,30058360,1343.63,0.24
244038915,534787,1959.0,0.28
244038915,244038942,952.82,0.03
30058360,30056676,1524.54,0.89
30058360,30056684,623.71,0.02
534787,244038955,778.58,0.06
534787,244038923,1180.41,0.27
244038955,244038925,1169.94,0.05
244038955,2072816,783.16,0.38
244038923,244038955,1174.52,0.1
534790,30261537,797.18,0.04
534790,30409389,1745.83,0.04
30261537,30409389,556.14,0.05
30409389,30409397,2002.77,0.06
30409389,3160432771,299.2,0.18
534796,534790,857.54,0.05
534796,3160432775,1303.47,0.46
3160432775,534790,1685.48,0.19
534799,1501721437,283.24,0.02
534799,11769597,1009.75,0.43
1501721437,18630516,1167.06,0.01
1501721437,2071676,422.49,0.32
11769597,7128283648,1284.64,0.02
11769597,3595409680,0.0,0.02
18630111,280008666,2537.35,0.04
18630111,35711189,1353.22,0.9
16574613,534773,2000.56,0.05
16574613,16574619,510.09,0.15
534806,280008531,1647.85,0.02
534806,2287864441,2954.75,0.38
280008531,18630070,619.91,0.03
280008531,31197353,1027.96,0.05
2287864441,280221322,922.39,0.09
2287864441,24969587,2032.36,0.06
24669567,976932104,654.19,0.12
1854526402,27318980,755.81,0.04
27318980,27318981,916.81,0.08
534908,534911,191.06,0.05
534911,534914,1742.96,0.33
3853544,15511907,652.92,0.4
534914,442936,186.75,0.41
534914,15866840,1556.22,0.83
30409415,30409424,975.18,0.05
536575,30409422,2564.05,0.18
30403571,10919767,2167.71,0.47
30409422,30409424,2154.07,0.01
30409422,30409415,960.01,0.09
536584,30587893,1013.32,1.6
30587893,1619208224,887.43,0.54
536652,25479302,1892.66,1.71
536652,18629762,1206.05,0.08
25479302,18627237,1480.08,1.38
25479302,28796755,1119.34,0.09
18629762,264218470,1416.89,0.21
18629762,264223496,2218.98,0.04
25599929,2526224454,828.14,0.09
264218470,264223496,957.62,0.18
3899207524,309517759,1550.54,0.01
536663,21527849,2800.59,0.15
536663,536667,1872.9,2.58
21527849,2297622,2002.6,0.01
21527849,21552197,2122.66,0.23
21647397,2297615,1644.46,0.15
21647058,1632149359,202.72,0.28
536670,24945363,309.69,0.02
