From,To,Volume,EstimatedTT
442874,26384674,3227.95,1.77
442928,1803689295,0.0,0.03
26384674,264670999,1074.78,1.14
26384674,534589,2153.17,1.61
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,1184.08,1.4
15866840,1803689315,3360.84,1.96
264670999,534589,705.44,0.47
534589,534591,2858.61,0.53
534591,534626,2175.65,0.75
8083440,534911,2080.95,0.05
534626,534624,137.81,0.07
534626,534625,2037.84,0.09
534608,30409417,1940.01,0.95
30436919,30436908,1646.2,1.32
30409417,30409422,554.67,0.02
30409417,30403571,3692.37,0.43
534624,534608,1601.5,1.28
534625,30436908,2131.58,0.02
534625,534624,1463.69,0.08
30436908,30436907,2129.54,0.02
30436908,534628,1554.22,0.6
534628,534629,2169.53,0.32
534629,3595409680,2795.72,0.89
11769656,11769730,1714.11,0.23
3595409680,3855350,1987.07,0.01
3595409680,7128283652,821.5,0.06
3160432771,30409397,679.38,0.19
30409405,30409419,1394.37,0.73
534736,140605768,2698.57,0.28
534306820,2021890013,2277.57,0.2
140605768,534324288,2698.57,0.98
534329195,2021890013,1670.83,0.03
534329195,534306820,2698.57,0.6
3853550,3564765835,592.89,0.45
534742,534770,2714.09,0.76
534770,29138173,3652.0,0.16
534743,534744,759.09,0.1
534744,534747,3212.81,0.08
247994358,534742,1195.56,0.12
534747,277692998,95.28,0.01
534747,2287846802,3117.54,0.51
277692998,288154283,2700.69,0.1
2287846802,29510418,0.0,0.04
2287846802,2287846804,3117.54,0.64
534749,25235133,3557.36,0.4
534749,7095690293,963.57,1.46
25235133,25235132,1525.66,0.02
25235133,534751,2133.04,2.14
7095690293,7095690318,2272.56,0.04
534751,534754,908.93,1.13
534754,3098430373,1608.27,0.27
29510455,25235132,2334.64,1.09
3098430373,16574394,1248.6,0.1
3098430373,2260849842,1476.51,1.91
534758,25873172,2350.15,0.07
534758,2202559858,1901.67,0.68
25873172,25873173,3359.98,0.03
25873172,3100041009,1322.86,0.82
2202559858,25873172,2332.69,0.76
534769,546378258,1939.03,0.62
534769,534770,937.91,0.04
546378258,247994363,1080.95,0.06
546378258,290077155,858.08,0.24
29138173,1775338888,320.44,0.09
29138173,534773,3331.56,1.23
534773,2544089666,3601.06,0.05
534773,335716508,1460.4,0.39
2544089666,2544089665,2437.82,0.09
2544089666,16574602,1163.24,0.06
335716508,534799,1460.4,0.55
534774,534804,666.09,0.15
244038933,534778,1163.24,0.09
534804,18630111,3957.94,1.31
534804,16574613,466.15,0.05
534778,244038915,1726.52,0.03
534778,30058360,1901.1,0.33
244038915,534787,2457.33,0.43
244038915,244038942,1481.59,0.08
30058360,30056676,1979.66,1.17
30058360,30056684,963.6,0.02
534787,244038955,1002.44,0.08
534787,244038923,1454.88,0.47
244038955,244038925,1443.87,0.05
244038955,2072816,1130.8,0.63
244038923,244038955,1572.23,0.11
534790,30261537,1089.27,0.04
534790,30409389,2294.32,0.06
30261537,30409389,936.51,0.07
30409389,30409397,2638.18,0.11
30409389,3160432771,592.64,0.2
534796,534790,1160.47,0.05
534796,3160432775,1570.47,0.78
3160432775,534790,2223.13,0.29
534799,1501721437,591.07,0.02
534799,11769597,1629.01,0.45
1501721437,18630516,1765.75,0.02
1501721437,2071676,812.61,0.34
11769597,7128283648,1921.42,0.03
11769597,3595409680,12.85,0.02
18630111,280008666,3096.71,0.07
18630111,35711189,2235.19,1.05
16574613,534773,2725.01,0.06
16574613,16574619,851.35,0.19
534806,280008531,2727.83,0.03
534806,2287864441,3779.6,0.6
280008531,18630070,1134.53,0.04
280008531,31197353,1593.32,0.07
2287864441,280221322,1162.81,0.13
2287864441,24969587,2616.79,0.08
24669567,976932104,985.04,0.21
1854526402,27318980,905.34,0.05
27318980,27318981,937.54,0.08
534908,534911,604.42,0.05
534911,534914,2685.38,0.58
3853544,15511907,746.55,0.45
534914,442936,508.62,0.46
534914,15866840,2176.76,1.76
30409415,30409424,1330.12,0.06
536575,30409422,3791.13,0.25
30403571,10919767,3108.28,0.69
30409422,30409424,3068.4,0.02
30409422,30409415,1277.4,0.19
536584,30587893,1484.27,3.88
30587893,1619208224,1272.29,1.02
536652,25479302,2667.55,3.39
536652,18629762,1830.16,0.27
25479302,18627237,2206.34,2.24
25479302,28796755,1686.73,0.27
18629762,264218470,1734.52,0.24
18629762,264223496,3559.87,0.14
25599929,2526224454,1040.26,0.09
264218470,264223496,1099.03,0.18
3899207524,309517759,2016.33,0.01
536663,21527849,3825.07,0.37
536663,536667,2604.37,4.88
21527849,2297622,2679.81,0.02
21527849,21552197,2928.36,0.64
21647397,2297615,1931.82,0.18
21647058,1632149359,249.2,0.28
536670,24945363,395.92,0.02
536670,2075220,4947.83,1.03
