fishnetid,CO2,fishnetid,CO2psqkm
0,1098199.6144847327,0,440624.0969860632
100,4784190.115595695,3,1919728.82854669
103,4686314.27357491,5,1880647.4913675045
105,253368.604748642,7,101678.41998943155
108,1762066.5761084966,9,707128.4366622411
112,15821776.685640618,13,6349378.828605201
114,791435.5108371901,15,317608.0649193102
118,17981836.08015737,21,7216964.802940592
120,28442339.80262694,23,11415261.73153134
122,698173.9278594466,25,280210.35456176364
124,5914487.38980483,27,2373764.677274714
126,30865879.485222783,29,12387943.303637048
128,11218847.074581819,31,4502656.130659236
13,2933328.3376795477,33,1177283.970008166
130,3186603.3003600654,35,1279066.5756268417
133,2139187.6954366085,37,858645.7812040832
135,157094.0854202716,39,63055.79168473701
137,11420828.233743714,41,4584191.4674808495
143,5169612.794382491,43,2075024.1906404924
146,19172058.837662593,45,7695447.89035816
148,15349558.931424147,47,6161139.598889098
15,2596904.593824575,49,1042368.1748131945
150,12249525.400880143,51,4916821.151157223
152,16206488.57337515,54,6505769.970681384
154,2803617.931783433,56,1125456.2188036793
156,5017669.582870989,58,2014242.8723719486
158,6846011.862498667,60,2748194.230497445
160,3847373.89281827,62,1544451.1267569386
162,10803936.584952414,64,4337023.771766393
164,4890675.025269742,66,1963263.4528900748
166,8254530.1503194785,68,3313615.662701131
169,29503358.069745578,70,11843531.687656468
171,18606984.623816963,72,7469400.99101637
173,6817438.859687724,74,2736724.171283602
175,9508363.295976901,76,3816941.845315775
177,34197988.53713824,78,13729508.749574633
179,23207421.00214221,80,9317112.009620687
181,3568522.6320848716,82,1432659.1941844837
184,1976463.8022925744,87,793493.3669372777
186,11612851.555613795,89,4662225.875285971
189,12669123.912054041,92,5086288.844476785
192,15548063.078611953,94,6242100.111978201
194,9304610.704260439,96,3735533.56615692
196,21112635.418842174,98,8476115.850937504
198,9213754.237503435,100,3699057.3080948866
201,8006350.49593955,103,3214319.434807736
203,1546735.0454270057,105,620969.6314863642
205,1906419.2225918935,108,765451.2484290125
207,2647905.12966043,112,1063167.1477087534
209,2396701.618165537,114,962305.7845802187
21,380493.6063151513,118,152772.95912764588
213,363450.5162908622,120,145929.94454744048
215,9869576.98124298,122,3962759.0470337267
217,20548641.994864047,124,8250537.700250307
219,12139191.534522332,126,4874037.779792027
221,17301260.753740065,128,6946673.368805155
224,9329640.455350764,130,3745967.7542659864
226,7104674.769778504,133,2852616.1023572693
228,8203716.671313606,135,3294234.443364628
