From,To,Volume,EstimatedTT
442874,26384674,1710.6,0.62
442928,1803689295,0.0,0.03
26384674,264670999,504.52,0.38
26384674,534589,1206.08,0.59
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,406.56,0.33
15866840,1803689315,1724.81,0.62
264670999,534589,258.38,0.33
534589,534591,1464.46,0.38
534591,534626,1289.74,0.66
8083440,534911,1322.73,0.04
534626,534624,0.0,0.07
534626,534625,1289.74,0.08
534608,30409417,1119.9,0.87
30436919,30436908,799.19,1.3
30409417,30409422,464.98,0.02
30409417,30403571,2053.59,0.2
534624,534608,804.77,1.23
534625,30436908,1289.74,0.02
534625,534624,804.77,0.07
30436908,30436907,1306.26,0.02
30436908,534628,782.68,0.38
534628,534629,1048.62,0.22
534629,3595409680,1311.04,0.64
11769656,11769730,841.63,0.2
3595409680,3855350,1100.12,0.01
3595409680,7128283652,210.92,0.04
3160432771,30409397,349.55,0.15
30409405,30409419,934.0,0.72
534736,140605768,1831.17,0.13
534306820,2021890013,1466.25,0.19
140605768,534324288,1831.17,0.46
534329195,2021890013,781.78,0.02
534329195,534306820,1831.17,0.28
3853550,3564765835,281.37,0.4
534742,534770,1345.3,0.55
534770,29138173,2303.94,0.08
534743,534744,561.8,0.07
534744,534747,1961.56,0.05
247994358,534742,644.13,0.06
534747,277692998,142.22,0.01
534747,2287846802,1819.33,0.33
277692998,288154283,1795.59,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1819.33,0.12
534749,25235133,2263.31,0.08
534749,7095690293,334.94,0.74
25235133,25235132,938.03,0.01
25235133,534751,1325.28,0.87
7095690293,7095690318,919.7,0.01
534751,534754,797.49,0.88
534754,3098430373,819.34,0.16
29510455,25235132,1198.45,0.69
3098430373,16574394,514.99,0.02
3098430373,2260849842,1134.71,0.8
534758,25873172,1283.21,0.03
534758,2202559858,1414.79,0.64
25873172,25873173,1986.94,0.02
25873172,3100041009,826.7,0.28
2202559858,25873172,1530.43,0.64
534769,546378258,1318.96,0.57
534769,534770,958.64,0.04
546378258,247994363,866.65,0.05
546378258,290077155,452.31,0.24
29138173,1775338888,259.22,0.09
29138173,534773,2044.72,0.71
534773,2544089666,2673.67,0.03
534773,335716508,762.99,0.27
2544089666,2544089665,1950.19,0.06
2544089666,16574602,723.49,0.03
335716508,534799,762.99,0.51
534774,534804,427.32,0.15
244038933,534778,668.52,0.08
534804,18630111,2929.57,0.73
534804,16574613,247.85,0.05
534778,244038915,1097.41,0.02
