from,to,volume,EstimatedTT,from,to,length,CO2,lengthm
8786281558,925917408,2.15,429.0,8786281558,925917408,10728.862,4646.087610589413,6.666603709802
954394619,925917408,17.2,4801.2,954394619,925917408,80015.466,277895.55687644816,49.719290123886005
1894383018,8786281558,0.0,90.6,1894383018,8786281558,2260.965,0.0,1.4048980830150002
8786281559,8786281558,0.0,265.79999999999995,8786281559,8786281558,6640.14,0.0,4.12599043194
1894383018,954394619,16.99,4408.8,1894383018,954394619,73477.122,252071.46994110697,45.656552774262
1328613249,954394619,33.74,223.8,1328613249,954394619,3732.253,25424.72160725845,2.319113778863
8786281559,1894383018,0.0,849.0,8786281559,1894383018,14149.504,0.0,8.792091449984001
8267339065,1328613249,56.25,2709.6,8267339065,1328613249,67735.484,767391.4610139526,42.088865428564
760307160,8267339065,141.17,934.8,760307160,8267339065,23365.231,664332.0442411376,14.518476951701
1296398101,8267339065,66.83,310.2,1296398101,8267339065,7750.651,104320.12947201544,4.816029762521
3450729711,8786281559,0.0,9.0,3450729711,8786281559,152.729,0.0,0.09490137145900002
3143306731,3450729711,0.0,12.6,3143306731,3450729711,206.242,0.0,0.128152797782
3450729711,3143306731,0.0,12.0,3450729711,3143306731,199.493,0.0,0.123959164903
410561136,210294447,35.94,315.0,410561136,210294447,7869.804,56963.480680412256,4.890067981284
1296398101,410561136,31.21,72.0,1296398101,410561136,1197.665,7549.555841317688,0.744194298715
1355528868,410561136,0.0,36.0,1355528868,410561136,596.879,0.0,0.37088330110900003
1355528868,1296398101,0.0,65.4,1355528868,1296398101,1085.41,0.0,0.67444229711
1254651770,760307160,126.82,307.2,1254651770,760307160,4262.504,113713.5862821551,2.648596372984
410563652,760307160,23.36,172.79999999999998,410563652,760307160,4317.937,20314.724341040397,2.683040831627
1254651791,1254651770,91.45,264.6,1254651791,1254651770,6614.905,121839.36010541336,4.110310134755
2143889519,1254651770,217.0,190.8,2143889519,1254651770,2651.681,120982.34601600727,1.647677674651
9343973782,410563652,37.03,48.6,9343973782,410563652,809.898,6055.74212549011,0.503247130158
