fishnetid,CO2,fishnetid,CO2psqkm
0,803851.0754556288,0,322524.3840575362
100,5502957.664958764,3,2208145.2066998254
103,4148973.598823843,5,1665009.2876562052
105,226073.15287258354,7,90724.58290133404
108,2853151.9510476342,9,1144987.8830116969
112,15375532.854609527,13,6170298.363153052
114,1334819.4202079745,15,535671.4568196613
118,23148855.273959093,21,9290734.994791834
120,31698973.826704107,23,12722303.62775457
122,2170897.5982734156,25,871284.3053227516
124,7857045.760363828,27,3153405.606347595
126,32064634.90544413,29,12869060.784437789
128,11966851.144674663,31,4802865.687806367
13,1883237.9126457092,33,755832.8120960732
130,3695736.66461128,35,1483426.9579425796
133,1207992.7487525134,37,484874.64641561965
135,558332.0573053409,39,224108.18206280598
137,10045401.44382082,41,4032110.6879205843
143,4359051.922048327,43,1749674.2108687565
146,24367055.97534593,45,9780661.069709945
148,21587880.81839424,47,8665131.549416237
15,1733254.862076571,49,695708.9264523421
150,16162521.600391898,51,6487453.63270421
152,20792649.3953888,54,8346792.3008108605
154,4881549.484767127,56,1959600.1875812814
156,6764667.503112853,58,2715540.1680145953
158,7440517.053654317,60,2986846.4223355157
160,2775715.7131232503,62,1114255.4324372853
162,10040050.794592142,64,4030377.133695475
164,4531222.677994542,66,1818968.513476874
166,8845171.842248987,68,3550716.930221023
169,32029867.056045774,70,12857748.075081183
171,20981179.444573745,72,8422473.909899065
173,10573428.065919349,74,4244490.747461629
175,13551971.433943218,76,5440167.276173411
177,43374993.24905144,78,17413812.180177614
179,29912334.1852892,80,12008941.797014834
181,4517355.275266397,82,1813588.2088345014
184,1935966.813852592,87,777234.9909069207
186,12634811.936931176,89,5072513.5734001985
189,13044835.42990135,92,5237126.212177482
192,14803015.99189256,94,5942985.136696319
194,9717824.630129784,96,3901427.0719842664
196,24514366.44556494,98,9841813.013050105
198,10799372.165401792,100,4335637.298492801
201,11663231.878482437,103,4682452.125807894
203,2028974.383907395,105,814574.8550763712
205,1092273.7142833844,108,438561.607182971
207,1635878.3432952885,112,656825.6893942461
209,1909005.1488108432,114,766489.5302654289
21,356337.71983352676,118,143074.06748558063
213,1030602.1742342815,120,413799.7097137746
215,14259241.65235978,122,5725264.514286454
217,25207841.041097563,124,10121264.602472257
219,12488222.640967397,126,5014178.150285225
221,17107389.882903326,128,6868831.780576535
224,8374007.790254327,130,3362269.2435349063
226,7553911.002506689,133,3032990.0888898987
228,11481695.871344583,135,4610519.783049061
23,2193422.3854918955,137,880777.3184569876
230,5078871.104826979,143,2039440.5118134487
232,13086061.811454546,146,5254759.187141625
234,10537362.280592548,148,4231318.944536505
236,1343274.3079583314,150,539397.0403244416
238,1158488.5765421772,152,465195.60876977607
240,12178547.42744378,154,4890343.244786685
242,16387914.893635092,156,6580631.177373647
244,15664528.218855718,158,6290152.435182638
246,12234583.418726847,160,4912844.715751769
249,10861626.575686045,162,4361978.030581411
25,3226047.990175129,164,1295565.6651115136
251,8774498.705157977,166,3523797.3165924726
253,16879001.5978691,169,6778527.473298013
