fishnetid,CO2,fishnetid,CO2psqkm
0,667880.9534617926,0,267969.9010378631
100,3891180.035167622,3,1561394.992691776
103,3324287.8118373007,5,1334057.6770892178
105,202130.66853781953,7,81116.31284674052
108,1240844.13091492,9,497958.5801878111
112,12903214.018598927,13,5178141.212485244
114,577223.498649824,15,231643.43262560343
118,14272872.168383978,21,5728381.440967739
120,19647514.045011804,23,7885480.475731925
122,493473.34629655676,25,198054.2896474005
124,4632515.471137076,27,1859248.4635725447
126,23654088.93111173,29,9493509.25568437
128,8984179.709453044,31,3605777.989376946
13,1911631.8897649313,33,767228.6635859484
130,2260182.762497858,35,907211.8346178501
133,1387819.303367006,37,557054.9944970838
135,123858.42529090718,39,49715.37306862347
137,9305431.1688832,41,3735094.9767013164
143,4155405.917045531,43,1667933.0044156779
146,15125159.853300313,45,6071068.343257828
148,11684847.957106724,47,4690166.002629831
15,1611758.0044669234,49,646941.459979655
150,9363966.555148238,51,3758590.4196560625
152,12726713.950098915,54,5108884.201975044
154,2106353.3094367073,56,845553.3131774717
156,3850170.5674295514,58,1545573.79571891
158,5168417.664572659,60,2074757.667947647
160,2598001.3407185157,62,1042915.5600080062
162,8823906.701849181,64,3542180.4658748144
164,3951246.8953965744,66,1586148.8614548899
166,6564695.632790405,68,2635265.4692088184
169,24063340.392263412,70,9659745.638883242
171,14320044.058498086,72,5748494.634914246
173,5209524.383783109,74,2091259.1363736254
175,7384927.754412802,76,2964531.2124725697
177,26708217.696121942,78,10722581.18766934
179,18040372.538870774,80,7242690.673144111
181,2709676.581402442,82,1087857.2081087087
184,1499500.0015293306,87,602006.1199986652
186,9717280.769132104,89,3901208.727443508
189,9889391.727523088,92,3970306.326746354
192,12788085.85925842,94,5134048.644546028
194,7443160.645798513,96,2988214.909189855
196,16447384.90848326,98,6603151.959174529
198,7463333.9268178735,100,2996313.9012733917
201,6344753.133086711,103,2547235.8866977924
203,1084331.9432708544,105,435328.0862243009
205,1244424.1782488346,108,499651.92835224024
207,1763976.140559716,112,708258.5629590405
209,1604721.0846279827,114,644315.6589335154
21,318208.37501769717,118,127764.65691880262
213,251676.13481488102,120,101051.12732336247
215,8017894.811267482,122,3219285.4123230595
217,17064262.77492016,124,6851515.705351516
219,10034382.943961574,126,4028930.709815507
221,14110293.400526948,128,5665459.9214845365
224,6971070.468352694,130,2798972.298250619
226,5508194.404877159,133,2211609.1958360905
228,6472593.815868693,135,2599095.3052659915
23,1447876.2837096073,137,581400.3718837894
230,1925511.982823995,143,773196.850776798
232,9696896.559239248,146,3893826.6543126395
234,7458910.862244488,148,2995154.7642195565
236,1352314.4419872626,150,543027.1414217768
238,1287962.5918760418,152,517186.4048835188
240,8475698.885609508,154,3403449.962898117
242,7462460.999237775,156,2996580.335585704
244,8736532.713531524,158,3508188.804366522
246,6828734.268381329,160,2742104.8937668987
249,8961410.84570699,162,3598860.3511273717
25,2103163.691589296,164,844620.6241291391
251,6973663.744548801,166,2800590.485632404
253,13857169.64209961,169,5564974.004918739
255,11252124.679533692,171,4518800.228260357
257,20753707.02504684,173,8334590.907309243
259,10896988.980743252,175,4376179.405748682
261,16098808.6837197,177,6465205.676847084
264,496943.7131686668,179,199570.2525923672
266,425820.14032662066,181,171007.36101903167
268,7993815.758191725,184,3210278.7252669013
27,3269503.2344642496,186,1313152.5007262374
270,1738987.3597017631,189,698441.150341262
