fishnetid,CO2,CO2psqkm
0,5400202.03364368,376688.2457448804
1,1829336.16234968,127604.37953618991
2,2272762.5509532606,158535.35348854182
3,3546329.1088521574,247372.31728091792
4,3193388.1679489184,222753.10802686666
5,4213807.268939736,293931.9044278314
6,2007861.1922781903,140057.29887631105
7,1981217.8813054617,138198.8087663807
8,4839639.901421444,337844.986104751
9,3768619.6054271436,263079.3332073474
10,4573818.573047784,319288.5635567907
11,4571006.611743358,319092.2665084301
12,6721478.714238839,469212.15815012227
13,1411072.9217348665,98504.0047083438
14,8138460.325172538,568128.6359062418
15,2961215.546981162,206716.1701491857
16,479145.1990861574,33473.74820675231
17,10157656.264308168,709627.9558068832
18,10142077.731657857,708539.6179077207
19,8485419.985534545,592803.2098955893
20,8628037.992672812,602766.7016926315
21,7397138.878072629,516774.3822274165
22,13949322.387611939,974519.0104133195
23,6580674.234621674,459735.02975823166
25,7714247.147802997,539341.6182038857
26,9493857.613511315,663763.0905728451
27,3404982.225882015,2142534.057688451
28,2741723.8303666306,1725188.6481771271
29,2620998.1130029894,1649223.799044033
30,1138771.7206972898,716738.4604916084
31,4248590.415260233,2674046.165835974
32,1815542.6388822512,1142695.4255174666
33,5652456.481605169,3558544.977067517
34,3894235.3254806707,2451644.0952894916
35,8808668.340954741,5545561.046134628
36,17691482.000987723,1236900.0302972028
37,7484839.425498968,2093210.266293064
38,10747454.738908473,3005633.296469295
39,3830087.169221482,1071533.541058177
40,3204857.2090203604,896614.5787396878
41,17749554.724593323,1240960.1849853853
42,6259467.447287546,437630.68999884016
43,654602.7075168531,45801.7182531194
44,4090211.7107964926,286186.9072985575
45,4648528.284174969,2927264.400231362
46,5199128.593789627,3273987.618110504
48,10059897.188572932,6336527.183701589
49,2504943.443071206,1577813.5624174702
50,2605091.423643204,1641315.4636468634
51,7514891.909517913,4734693.0655804025
52,7528658.123668384,4743366.350500839
53,4463387.936495321,2810678.0925489767
54,2562420.907510751,1613603.928473468
55,2619999.5929960897,1649862.2936872046
56,3138380.958451463,1976803.1306153114
57,5185272.9885557145,3266099.308074321
58,3989465.7018715497,2512884.3162603346
59,3175933.3747839704,2000969.529221036
60,3254376.06351428,2050391.6711292227
61,6363030.4844042035,4008972.6736363037
62,7866507.6405122215,2201638.0662611886
63,8578761.062141825,2400979.9238614882
64,11347882.494091405,3177208.632727792
65,5750556.547258333,1610055.260481745
66,15461573.912978688,1081826.64688077
67,10177305.831600446,712093.1351521971
68,7331681.265720241,512988.4062472302
69,1176963.5808062514,82414.00018521353
70,5776925.211742847,404515.0786606319
72,10581334.13505772,2963728.2618238907
73,5631521.339318234,1577941.28163331
74,7807273.020241962,2187582.65366232
75,3710057.1041412987,1039150.7301611254
76,4385115.003673884,1228227.849329333
77,3401624.438728092,953128.5247924862
78,5627824.371263271,1576905.3984041065
79,5973291.347093914,1673060.5191679606
80,7827215.19958777,2192326.4686953933
81,4735786.008964528,1326957.991325101
82,3967766.86623495,1111760.5273759426
83,20875267.011900958,1461739.5877335966
84,11040901.125177165,773112.1355105588
85,5242209.3705619145,367072.9078468721
86,343562.0665552369,24075.625586526818
87,1820877.1546006505,127600.68960109513
88,6696604.371615992,469274.5656371934
89,7373853.251317677,2066935.1355597356
90,3658399.429030851,1025471.2240747033
91,4182232.542387631,1172756.6117853546
92,3082333.3710226733,864329.4709121997
93,7498173.595671529,2101782.8710721107
94,5863867.864339329,1643677.2072887996
95,2900480.284460022,813335.3170771847
96,6610400.890425684,1853649.0432387874
97,15108743.480251651,1058767.7934313912
98,9263151.794875719,649129.2144114979
99,1889885.6395306888,132436.56237985537
100,2402526.4363636,168490.47829647886
101,7128471.6198806595,499923.56986276904
102,5361230.278968545,375985.9788798978
103,4556309.861411923,319536.47468629753
104,7170785.858487389,502891.0903002924
106,4666725.798293465,327280.00405402575
107,2265506.7995788087,159003.90166823624
108,1129002.7724271766,79238.71420008832
109,520586.1386894347,36537.178887042326
110,801988.0988147847,56287.289372404215
111,735737.8632836799,51637.5368588193
112,749725.2116405385,52619.23462425827
