,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,capacity,geometry
1449,315203194,motorway,4,186.59499999999997,80,Autopista 25 de Mayo,1,28678654,195615856,2000,"LINESTRING (-58.3712359 -34.6224282, -58.3714511 -34.6224443, -58.3717186 -34.6224665, -58.3720275 -34.6225009, -58.3723606 -34.6225533, -58.3732509 -34.6226795)"
1450,1493476701,motorway_link,1,493.4729999999999,40,,1,"[136104197, 136104204, 136104189, 136104206]",195615856,2000,"LINESTRING (-58.3682878 -34.6218491, -58.3683218 -34.621983, -58.3683473 -34.6220556, -58.3683771 -34.6221142, -58.3684164 -34.6221737, -58.3684675 -34.6222228, -58.368526 -34.6222639, -58.3685855 -34.6222928, -58.3686621 -34.622319, -58.3687418 -34.6223391, -58.3688854 -34.6223654, -58.369029 -34.6223855, -58.3691034 -34.6223934, -58.369231 -34.6224039, -58.3693331 -34.6224065, -58.3694331 -34.6224092, -58.3695415 -34.6224022, -58.369633 -34.6223899, -58.3697383 -34.6223698, -58.3697486 -34.6223655, -58.3698201 -34.6223575, -58.3699318 -34.6223435, -58.3700599 -34.6223335, -58.3706634 -34.6222945, -58.3709038 -34.6222928, -58.3711483 -34.622298, -58.3715205 -34.6223225, -58.3717502 -34.622347, -58.3719268 -34.6223715, -58.3721203 -34.622403, -58.3723457 -34.622452, -58.3726549 -34.6225292, -58.3732509 -34.6226795)"
1451,195615860,motorway_link,2,224.70000000000002,60,Autopista 25 de Mayo,1,694422052,315203194,2000,"LINESTRING (-58.3687862 -34.6224166, -58.369155 -34.6224596, -58.3694541 -34.6224722, -58.3698441 -34.6224741, -58.3700947 -34.622461, -58.3705004 -34.6224344, -58.3707704 -34.6224304, -58.3712359 -34.6224282)"
1452,235431713,motorway_link,2,861.321,60,"['Autopista Doctor Ricardo Balbín', 'Autopista 25 de Mayo']",1,"[325211953, 680257318, 375881383]",195615860,2000,"LINESTRING (-58.3608789 -34.6256548, -58.3611696 -34.6254804, -58.3614658 -34.6253146, -58.3618161 -34.6251317, -58.3622535 -34.6249216, -58.3630793 -34.6245416, -58.3634543 -34.6243433, -58.3635973 -34.624261, -58.3637367 -34.624175, -58.3638949 -34.6240592, -58.3639247 -34.6240374, -58.3640992 -34.6238876, -58.3642827 -34.6237189, -58.3644376 -34.6235446, -58.3646359 -34.6233099, -58.364807 -34.6230908, -58.3649129 -34.6229656, -58.365008 -34.6228695, -58.365114 -34.6227689, -58.3651988 -34.6227013, -58.3653312 -34.6226245, -58.3654653 -34.6225631, -58.3656111 -34.6225029, -58.3658366 -34.6224313, -58.3661055 -34.6223553, -58.3663038 -34.6223128, -58.3665455 -34.6222796, -58.3666814 -34.6222659, -58.3668498 -34.6222503, -58.3669634 -34.622245, -58.3671608 -34.6222479, -58.3673522 -34.6222614, -58.3677082 -34.622286, -58.3679888 -34.622306, -58.3681163 -34.6223171, -58.3683021 -34.6223452, -58.3687862 -34.6224166)"
1453,6369437438,motorway_link,1,550.054,40,Paseo del Bajo,1,"[376047644, 375881381, 680257319]",195615860,2000,"LINESTRING (-58.3660216 -34.6190601, -58.3660215 -34.6198074, -58.3659236 -34.6206329, -58.3658928 -34.6208856, -58.3658727 -34.6211616, -58.365948 -34.6214052, -58.365986 -34.6214657, -58.3660538 -34.6215348, -58.3662462 -34.621654, -58.3663357 -34.6216941, -58.3664787 -34.6217533, -58.3667743 -34.6218794, -58.3668963 -34.6219295, -58.367017 -34.6219757, -58.3672998 -34.6220601, -58.3675486 -34.6221224, -58.3678138 -34.6221824, -58.3681462 -34.6222565, -58.3687862 -34.6224166)"
1454,315203190,motorway_link,1,412.97099999999995,40,,1,"[136104208, 376992746]",315203194,2000,"LINESTRING (-58.3667866 -34.6219973, -58.3671269 -34.6219894, -58.3672184 -34.6219903, -58.3672971 -34.6219929, -58.3673736 -34.6220008, -58.3674396 -34.6220104, -58.3675108 -34.6220236, -58.3676693 -34.6220586, -58.3684995 -34.6222681, -58.3690223 -34.6223464, -58.3691904 -34.6223664, -58.3693844 -34.6223798, -58.3696793 -34.6223777, -58.3702839 -34.6223632, -58.370576 -34.6223614, -58.3708201 -34.6223797, -58.3712359 -34.6224282)"
1455,195619750,motorway_link,1,310.33500000000004,20,,1,"[139517067, 35593390]",417151023,2000,"LINESTRING (-58.5195232 -34.6362917, -58.5201478 -34.6363793, -58.5202921 -34.636406, -58.5208796 -34.6365315, -58.5215829 -34.6366264, -58.5218202 -34.6366461, -58.522052 -34.6366541, -58.5222522 -34.6366518, -58.5225069 -34.6366326, -58.5226755 -34.6366053, -58.5227363 -34.6365856, -58.5227693 -34.6365656, -58.5228116 -34.6365038)"
1456,195619750,motorway,4,642.3700000000001,100,Autopista Perito Moreno,1,"[279996284, 572364671]",228070001,2000,"LINESTRING (-58.5195232 -34.6362917, -58.5198898 -34.6364024, -58.5202576 -34.6365081, -58.5204706 -34.6365608, -58.5206926 -34.6366151, -58.5208927 -34.6366546, -58.5210945 -34.6366889, -58.5213761 -34.6367296, -58.5216441 -34.6367542, -58.5218844 -34.6367667, -58.5220932 -34.6367689, -58.5222737 -34.6367638, -58.5224557 -34.6367527, -58.522604 -34.6367404, -58.5228514 -34.6367081, -58.5231359 -34.6366529, -58.5233961 -34.6365893, -58.5236868 -34.6365023, -58.5239429 -34.6364104, -58.5244491 -34.6361946, -58.5249202 -34.635965, -58.5260857 -34.6354253)"
1457,248779738,motorway,4,2422.119,100,Autopista Perito Moreno,1,"[22573930, 624426683, 279996290]",195619750,2000,"LINESTRING (-58.4945797 -34.6378052, -58.4948519 -34.6374786, -58.4951215 -34.6371871, -58.4954042 -34.6368851, -58.4956823 -34.6366401, -58.4959202 -34.6364546, -58.4962778 -34.6362342, -58.4966972 -34.6360196, -58.4969715 -34.635903, -58.49728 -34.6357927, -58.4977145 -34.6356779, -58.4979603 -34.6356233, -58.4982295 -34.6355897, -58.4985058 -34.635561, -58.4987869 -34.6355456, -58.4993116 -34.6355595, -58.4996698 -34.6355786, -58.5000883 -34.6356337, -58.5040992 -34.6361712, -58.5044557 -34.6362005, -58.5053623 -34.6362507, -58.506574 -34.6362035, -58.5075836 -34.6360503, -58.5103009 -34.6352255, -58.5112179 -34.6350545, -58.5119497 -34.6350165, -58.5126991 -34.6350437, -58.5148971 -34.6352567, -58.5159735 -34.6354094, -58.517045 -34.6355922, -58.517466 -34.6356804, -58.5178415 -34.6357775, -58.5183645 -34.6359276, -58.5189573 -34.6361152, -58.5195232 -34.6362917)"
1458,228070001,motorway,4,101.542,80,Autopista Perito Moreno,1,572364671,195619755,2000,"LINESTRING (-58.5260857 -34.6354253, -58.5261503 -34.6353987, -58.5268759 -34.6350955, -58.5270837 -34.6350271)"
