fishnetid,CO2,fishnetid,CO2psqkm
0,888883.5768110331,0,572.8427217357198
10,39725639.11535201,2,25601.26413311719
100,34078229.457871534,4,21961.78017442611
102,68942598.07050706,6,44430.18923122357
104,47474021.33603045,8,30594.723879854864
106,160008581.72069657,10,103117.83662692424
108,26364517.66653048,12,16990.663852208243
110,61895218.82970769,14,39888.492196065556
112,43131739.988513365,16,27796.332357561343
113,101057614.72993451,18,65126.77316156812
115,125678689.6620688,20,80993.87200794635
116,42265831.37986214,22,27238.29589801315
118,60805550.27416798,24,39186.25321063552
12,6052675.539241857,26,3900.6583315686757
120,37150042.83735858,28,23941.416183995047
122,55505638.13342952,30,35770.71469145977
124,99529526.09607904,32,64141.993517858624
126,21028880.079815418,34,13552.102001021023
128,22965131.691448122,36,14799.923056678404
130,12040506.92386044,38,7759.5277236270595
132,71330220.80795735,40,45968.8972725016
134,35964007.93671031,42,23177.073723086534
136,36270599.97275205,44,23374.657547302
138,28206425.261023417,48,18177.684725515857
14,37583967.33793193,50,24221.059658597227
140,90569129.58535728,52,58367.448843011625
142,77403215.78819814,54,49882.650506698286
146,83977243.17965674,56,54119.295036906435
148,18169355.110690933,58,11709.275663671837
150,15328795.645267572,59,9878.67168146866
152,37757305.73695469,61,24332.76792148779
154,12580368.61975611,63,8107.442626439446
156,6797466.27001451,65,4380.640142988781
158,43435721.45926813,66,27992.233797982943
16,13464312.560640838,68,8677.10199035168
160,12845096.66800156,70,8278.047123623162
162,55367195.35708067,72,35681.49497936558
164,40751627.75194866,74,26262.464472948523
166,93166324.19369024,76,60041.21587744417
168,23740222.061074395,78,15299.431528328623
170,48898442.58455313,80,31512.69487874462
172,65007649.979075655,82,41894.30440514635
174,40793429.88345355,84,26289.40393657493
176,16957696.780646406,87,10928.42013466478
178,85465904.14725898,89,55078.6654456639
18,25222023.86964565,92,16254.381538925258
180,30330450.19558061,94,19546.51665838994
182,11432166.472874677,96,7367.481556079627
183,33051591.730871465,98,21300.16152704242
185,33863618.74693409,100,21823.473891157726
187,42003936.32057252,102,27069.51712598225
189,86098478.92788693,104,55486.329473315665
191,70309869.0698292,106,45311.32964267311
193,75345989.3838351,108,48556.86701441037
195,56900896.43466543,110,36669.89157317444
197,28214352.59817743,112,18182.793513111767
199,8352342.39539133,113,5382.683036860473
2,41642895.16761484,115,26836.843464195328
20,15952044.09027288,116,10280.325334284766
201,18233058.053254995,118,11750.329146887141
203,12925561.812038604,120,8329.903039648074
205,19185341.074481286,122,12364.0297618755
208,28628804.132269163,124,18449.887597208144
210,20400681.600441743,126,13147.258289085552
212,61375372.744420454,128,39553.47639180472
214,62918977.15132665,130,40548.255205142355
216,69242159.70718417,132,44623.24230111756
218,64179700.921804674,134,41360.73105111142
22,34217592.406437956,136,22051.592893266425
220,87617346.82728954,138,56465.1667970654
223,9103184.994284168,140,5866.564986269392
225,46346469.33966161,142,29868.070838501862
227,12843062.58188522,146,8276.736252933764
229,30801730.513404,148,19850.234160890068
231,25144986.03580783,150,16204.734359515549
233,21367177.114983227,152,13770.118172582994
235,32638230.92396843,154,21033.77036416964
237,9623739.779458469,156,6202.037513528372
239,15941587.56181582,158,10273.586604514621
24,27950928.59563252,160,18013.029410674735
241,7868290.208737616,162,5070.734679056819
243,15788052.533866765,164,10174.640662001382
245,27690653.382958006,166,17845.294551894116
247,34159801.38613073,168,22014.349359660544
249,14456834.769744525,170,9316.734826955406
251,6932917.457393593,172,4467.931919847726
253,53492424.15460279,174,34473.29509101566
255,12768302.15045114,176,8228.556749860394
257,32545396.44460179,178,20973.943006325888
259,26074925.93535133,180,16804.03590698737
26,33557184.861216426,182,21625.99198722119
261,19744691.153744616,183,12724.503990635398
263,14162761.608945958,185,9127.218815842187
265,10214579.349170046,187,6582.805204655029
267,39345836.04217088,189,25356.499315945952
269,19735792.652850874,191,12718.769334709335
271,5432365.835816566,193,3500.8985563863716
273,11344985.285996819,195,7311.2974733964575
275,17194996.591949623,197,11081.348452073895
277,1130857.9454435539,199,728.7835665593195
279,2651225.084370703,201,1708.5870780890727
28,7620473.653777256,203,4911.028826076658
282,51099864.818311155,205,32931.405649169355
284,91056257.02906086,208,58681.379056104815
286,75999600.25447589,210,48978.08779051828
288,67675726.93571012,212,43613.75170455771
290,80947803.63437237,214,52166.96692586131
292,39113489.02080404,216,25206.76283348728
294,33291274.96033525,218,21454.6258428452
296,26330482.618240472,220,16968.729900220063
298,6701712.790935149,223,4318.931630195383
30,16580152.613854565,225,10685.111074037979
300,22544513.36310527,227,14528.854770228254
302,29811951.969765987,229,19212.369484745024
304,37492191.50275634,231,24161.91454602786
307,24671410.37769435,233,15899.537620573905
309,12895856.22364196,235,8310.759216371527
311,42346211.59033076,237,27290.097078437397
313,41882813.33887233,239,26991.459188686564
315,64543415.26339978,241,41595.127454430214
317,72243240.6688576,243,46557.294668697454
319,66295751.3699083,245,42724.42381093329
32,23100447.6007165,247,14887.127653300084
321,25320142.13068378,249,16317.614039976412
323,1436312.7347618197,251,925.6344899480016
324,19738816.580369793,253,12720.718110584443
326,15051652.000455756,255,9700.065929323564
328,2362149.392699088,257,1522.2916955161452
330,26812927.646156978,259,17279.64252150062
332,12183760.607220491,261,7851.847833949094
334,24891536.26594618,263,16041.39817041448
336,49498613.4360217,265,31899.47613225268
338,31753885.28339753,267,20463.852124126097
339,18538477.001626797,269,11947.156972509301
34,2808109.056148692,271,1809.6912538602476
341,18240902.811161473,273,11755.384716128983
343,31004064.3181595,275,19980.62856848066
345,13646290.35133602,277,8794.377925734885
347,11675038.93976715,279,7524.001182045143
349,24931774.15855754,282,16067.329557293173
353,33308810.00517704,284,21465.926336042477
357,27417965.896171737,286,17669.560579314344
359,3037361.2339937356,288,1957.433258490078
36,4457409.119926867,290,2872.585835491648
361,43183429.19531132,292,27829.643565776856
363,26608130.32551443,294,17147.660496383287
365,11552457.90236103,296,7445.003597960137
367,23268991.44513249,298,14995.746056301114
369,46082902.534193315,300,29698.214706447638
371,25877667.271145463,302,16676.91218343402
373,15657163.825469634,304,10090.289183451536
375,12966626.081838487,307,8356.366986886977
376,37972846.28363217,309,24471.673439177852
378,22570849.172521513,311,14545.826932993637
38,26855209.51873663,313,17306.891155180532
380,37899677.22770996,315,24424.519501097813
382,31688128.605172202,317,20421.47510703457
385,31008799.16296978,319,19983.679948277608
387,23392721.412877288,321,15075.484070741075
389,3487596.116824324,323,2247.587990143835
390,30705087.809545934,324,19787.95258548672
392,31653180.331387583,326,20398.952625129157
395,47839497.708404884,328,30830.255827280613
397,21012204.67667911,330,13541.35550556555
399,33185992.14904039,332,21386.776133673487
4,91460106.19444506,334,58941.6404234026
40,1301118.4471024652,336,838.5082726049508
401,29821458.188106358,338,19218.495785342286
403,14918910.334399898,339,9614.520308665375
405,6230262.6305613695,341,4015.1046723387067
406,67341917.6904931,343,43398.62769781581
408,34116277.80527064,345,21986.30050470361
410,35645805.19528281,347,22972.007357570987
412,11967189.698766535,349,7712.278297640836
415,4855693.912359865,353,3129.2612319949726
417,6660571.475198248,357,4292.41803055496
419,2290030.488249576,359,1475.814529561892
42,12789533.788706012,361,8242.239519755258
44,5502347.952310755,363,3545.9986652545995
48,22482326.863417182,365,14488.77856152571
50,51360649.506072074,367,33099.46884014417
52,81929879.82042314,369,52799.86780292269
54,91873496.36429453,371,59208.05050928239
56,44552035.83896193,373,28711.644735769303
58,8404893.111142166,375,5416.549446168954
59,3126094.8500691494,376,2014.6178071398035
6,61008744.40187485,378,39317.202054998146
61,18152173.072375506,380,11698.20266620586
63,116849106.31186819,382,75303.63012467598
65,124327105.04009405,385,80122.84071239036
66,24368284.699272614,387,15704.187697158672
68,16457995.020330742,389,10606.386379173076
70,29046339.959676217,390,18718.969360032614
72,25872750.76187598,392,16673.743729628768
74,32829366.4303665,395,21156.948006958602
76,18878560.35110906,397,12166.324337748896
78,83243480.92543079,399,53646.42054829713
8,38711093.28419586,401,24947.43813114498
80,136810670.595788,403,88167.89841898612
82,42082971.455559194,405,27120.451469938682
84,60973593.14150508,406,39294.54875799956
87,43477918.89776934,408,28019.428017959457
89,51426290.546178676,410,33141.77133402883
92,133974816.4556364,412,86340.32679265681
94,112512012.01074305,415,72508.5814043539
96,21837851.787529074,417,14073.445365825253
98,30548177.64932328,419,19686.831532522276
