Origin,Destination,Demand,TT,TTobs,FFTT,Fitness:,9.926039415,Total Demand:,385066.6668,TSTT:,91092.59519
31,70,40.65034656,26.98904822,27.15233719,13.70876717,,,,,,
31,30,32.59719993,52.33787855,52.83005181,24.72947155,,,,,,
31,65,14.88205497,42.73297898,41.23970519,17.33188005,,,,,,
31,51,41.60932268,35.82847357,35.48511519,13.01276745,,,,,,
31,34,21.92727252,24.4530082,27.83626629,12.2897157,,,,,,
31,7,28.17147808,41.16178784,42.64520466,23.0980153,,,,,,
31,64,9.736195308,34.52669092,33.08703206,15.76022049,,,,,,
31,67,24.41193798,36.94089842,35.03112639,17.08940049,,,,,,
31,22,32.75139112,13.61044861,15.64477845,7.016526,,,,,,
31,50,51.03217678,31.5045801,34.65583371,12.25800015,,,,,,
31,35,29.31829623,33.17994894,36.63350127,14.86976235,,,,,,
31,66,18.05809537,45.0208628,43.75520465,17.95577645,,,,,,
31,5,28.87192812,37.57041441,39.53770442,20.8953552,,,,,,
31,77,10.63124823,41.1308291,39.41324647,21.0464732,,,,,,
31,29,14.08544455,42.82820235,44.19106159,20.1174279,,,,,,
31,14,13.14329914,37.06249538,36.68322412,18.8374073,,,,,,
31,76,26.98078715,36.24715121,35.88796013,18.2237882,,,,,,
31,36,0,35.87691387,37.07735029,14.6197266,,,,,,
31,21,0.034728241,8.552879391,7.37619988,4.0159824,,,,,,
31,10,28.50841281,44.31507954,44.91731088,24.041126,,,,,,
31,37,47.00376415,31.89615606,33.93416136,13.1405472,,,,,,
31,52,42.86636506,33.30381754,34.46537655,12.2681892,,,,,,
31,28,18.35324344,38.44029955,41.21061182,18.1641306,,,,,,
31,73,17.13146008,34.11158619,32.75332032,16.0274604,,,,,,
31,72,33.28256054,31.99403581,30.67396426,15.99089597,,,,,,
31,55,8.873407618,44.1930872,45.37726207,19.87625145,,,,,,
31,38,7.935069207,38.62757909,38.76108231,15.3351654,,,,,,
31,75,31.9757489,37.39074626,35.91480368,19.29806102,,,,,,
31,20,28.52353665,5.061515484,4.976317713,3.6235944,,,,,,
31,74,31.7064788,36.97930016,36.76436981,17.09262135,,,,,,
31,54,62.98027478,34.84892403,37.72151258,13.34687265,,,,,,
31,39,44.6097224,42.39482342,42.91271373,17.8922718,,,,,,
31,40,20.02794585,45.94366009,47.48924355,21.6916602,,,,,,
31,57,492.581446,14.6354776,16.61846561,7.2466815,,,,,,
31,3,0,37.33761102,38.69756542,21.1139877,,,,,,
31,13,19.6246823,29.15358015,31.47142152,14.7738537,,,,,,
31,27,20.81133706,35.88800015,38.23522922,15.922962,,,,,,
31,2,10.25893987,36.63579384,39.67121374,20.55793565,,,,,,
31,41,33.39301479,49.5405617,51.66103817,23.6059561,,,,,,
31,56,655.7683944,49.28640551,51.54023182,22.7127966,,,,,,
31,1,30.17023576,33.9825139,35.66361155,18.0192139,,,,,,
31,9,0,44.33855658,44.98164851,22.5126732,,,,,,
31,19,27.25267293,49.11899954,49.36221527,24.3172904,,,,,,
31,59,16.47890761,42.10362558,43.49300669,17.93481705,,,,,,
31,42,2912.026202,7.348193303,8.129983923,3.0028224,,,,,,
31,6,8.532297191,37.98323529,39.38814436,21.4720301,,,,,,
31,26,15.22161753,39.16034418,41.30346177,17.840481,,,,,,
31,43,635.7108623,8.318918698,9.622055059,3.2663364,,,,,,
31,4,28.42299658,40.87697936,42.79671726,22.9749561,,,,,,
31,18,6.796754641,49.14564798,46.96277794,23.2360322,,,,,,
31,44,40.30718536,23.52542998,23.5291696,9.218454,,,,,,
31,61,49.92129946,47.36467483,46.85300577,18.65820585,,,,,,
31,25,6.722632051,32.76586538,36.04055655,17.9538195,,,,,,
31,12,15.01335429,18.44231985,18.66019429,10.1193852,,,,,,
31,45,66.11883056,26.5092533,28.40692277,9.4422876,,,,,,
31,60,3.504817182,37.7389158,37.77727069,14.3778192,,,,,,
31,17,10.63124823,42.48078298,42.13724394,19.3771332,,,,,,
31,63,34.35154325,19.72572661,19.11443694,10.762431,,,,,,
31,46,38.6252083,27.06289906,29.98768201,10.0495137,,,,,,
31,24,63.67680138,28.71239516,31.85816401,14.5325979,,,,,,
31,47,1050.350291,31.55177624,34.09020189,11.3003151,,,,,,
31,16,1.969231889,45.53375534,46.34752376,21.8773326,,,,,,
32,0,5.132017278,21.79663855,21.61045692,13.03088385,,,,,,
32,15,3.073149311,30.663709,29.57936077,16.39798875,,,,,,
32,69,2.273815563,32.47818845,28.808307,12.925212,,,,,,
32,31,0,3.434808579,2.914126932,1.9005096,,,,,,
32,49,2.179878407,20.36139463,22.07642962,8.1046455,,,,,,
32,68,1.951720881,35.77816675,33.31492185,15.1009854,,,,,,
32,11,33.45613566,18.92766971,21.05542409,10.86155469,,,,,,
32,71,2.291669217,23.86491873,21.7135933,13.72414545,,,,,,
32,23,42.73958317,13.3961875,12.07438105,6.88836825,,,,,,
32,33,42.45578736,7.161654446,6.509343954,2.97870015,,,,,,
32,70,13.41165968,19.71853235,18.88214802,12.56625737,,,,,,
32,30,8.006487439,40.96411266,38.20424568,19.9144141,,,,,,
32,65,38.79598295,30.16971594,27.04542962,12.5168226,,,,,,
32,51,38.82589393,23.26521053,20.85930907,8.19771,,,,,,
32,34,1.74680773,13.21288187,13.21046016,7.47465825,,,,,,
32,7,3.590515429,29.78802195,28.01939853,18.28295785,,,,,,
32,64,9.571420249,27.25617505,24.81684289,14.61771069,,,,,,
32,67,12.43985817,29.67038254,26.76093722,13.1982396,,,,,,
32,22,667.1447373,10.50188459,10.77446974,5.09925,,,,,,
32,50,41.06302764,18.94131706,20.03002759,7.4429427,,,,,,
32,35,33.39791293,21.80618305,22.00769514,10.0547049,,,,,,
32,66,15.01258133,32.45759976,29.51148829,13.140719,,,,,,
32,5,0.59465517,26.19664852,24.91189829,16.08029775,,,,,,
32,77,9.601545208,33.86031322,31.1430573,19.9039634,,,,,,
32,29,6.42125144,31.45443645,29.56525546,15.30237045,,,,,,
32,14,0,25.68872949,22.05741799,14.02234985,,,,,,
32,76,4.818413747,28.97663533,27.61777096,17.0812784,,,,,,
32,36,34.94035944,23.31365082,22.45154417,9.80466915,,,,,,
32,21,27.03886874,5.444315367,4.322802818,2.0987064,,,,,,
32,10,16.38986895,32.94131364,30.29150475,19.22606855,,,,,,
32,37,0,19.33289302,19.30835523,8.32548975,,,,,,
32,52,40.61697367,20.7405545,19.83957042,7.45313175,,,,,,
32,28,2.044486735,27.06653366,26.58480569,13.34907315,,,,,,
32,73,4.336999078,26.84107031,24.48313115,14.8849506,,,,,,
32,72,13.37903997,24.72351994,22.40377509,14.84838617,,,,,,
32,55,2.766104266,31.62982416,30.75145595,15.061194,,,,,,
32,38,2.707924105,26.06431605,24.13527619,10.52010795,,,,,,
32,75,12.69297642,30.12023038,27.64461451,18.15555122,,,,,,
32,20,503.9528248,6.429778631,7.601591982,4.9073616,,,,,,
32,74,3.121432698,29.70878428,28.49418064,14.6181762,,,,,,
32,54,461.5636892,22.28566099,23.09570646,8.5318152,,,,,,
32,39,59.2190638,29.83156038,28.2869076,13.07721435,,,,,,
32,40,5.662010162,33.38039705,32.86343743,16.87660275,,,,,,
32,57,6.771660048,7.364961725,8.348276431,6.1041717,,,,,,
32,3,3.316590076,25.96384513,24.07175929,16.29893025,,,,,,
32,13,16.42224338,17.77981426,16.84561539,9.95879625,,,,,,
32,27,18.45490107,24.51423425,23.6094231,11.10790455,,,,,,
32,2,12.8937811,25.26202795,25.04540762,15.7428782,,,,,,
32,41,5.407611653,38.16679581,37.03523204,18.79089865,,,,,,
32,56,11.7506912,36.72314247,36.9144257,17.89773915,,,,,,
32,1,18.11900854,22.608748,21.03780543,13.20415645,,,,,,
32,9,10.95652904,32.96479068,30.35584239,17.69761575,,,,,,
32,19,6.992809542,37.74523365,34.73640914,19.50223295,,,,,,
32,59,1.511791623,29.54036254,28.93704862,13.1197596,,,,,,
32,42,97.38109756,5.939652212,6.377050098,4.6785678,,,,,,
32,6,3.064132652,26.6094694,24.76233823,16.65697265,,,,,,
32,26,16.40048626,27.78657829,26.67765564,13.02542355,,,,,,
32,43,102.8016788,1.342508367,1.378304625,1.178301,,,,,,
32,4,1.271301365,29.50321346,28.17091113,18.15989865,,,,,,
32,18,1.960560793,37.68139708,32.33697181,18.42097475,,,,,,
32,44,15.80639501,10.96216694,8.903363478,4.40339655,,,,,,
32,61,1.571508346,34.80141179,32.22719965,13.8431484,,,,,,
32,25,2.185661944,21.39209949,21.41475043,13.13876205,,,,,,
32,12,47.30084668,15.73536347,16.68815851,8.2021092,,,,,,
32,45,27.30618034,13.94599026,13.78111665,4.62723015,,,,,,
32,60,10.90940007,25.17565276,23.15146456,9.56276175,,,,,,
32,17,2.657488936,31.10701709,27.51143782,14.56207575,,,,,,
32,63,5.743071689,12.45521074,10.84424777,9.6199212,,,,,,
32,46,105.4213294,14.49963602,15.36187589,5.23445625,,,,,,
32,24,10.05644216,17.33862927,17.23235789,9.71754045,,,,,,
32,47,1.703096532,18.9885132,19.46439576,6.48525765,,,,,,
32,16,12.98121146,34.15998945,31.72171763,17.06227515,,,,,,
49,0,15.94146498,21.88075751,21.06024767,14.3131441,,,,,,
49,15,1.30914745,20.59612501,15.72757077,11.52895795,,,,,,
49,69,41.12534472,12.57684017,10.05815654,5.925503,,,,,,
49,31,20.43797583,16.79098707,15.01061887,11.2066243,,,,,,
49,32,20.87557457,7.823483353,6.305023127,5.4479701,,,,,,
49,68,17.10528495,16.85228606,16.04396604,8.1012764,,,,,,
49,11,22.7941296,28.68697946,27.44683809,18.37314079,,,,,,
49,71,17.55902659,15.63280523,12.7065958,8.69587715,,,,,,
49,23,7.142134712,13.48030647,11.52417181,8.1894169,,,,,,
49,33,34.15043095,6.991383924,5.628719593,4.5667117,,,,,,
49,70,17.60120483,19.21678384,15.07972979,9.89648195,,,,,,
49,30,177.9394513,30.66550727,24.35245569,15.0453833,,,,,,
49,65,32.74056153,10.26836766,8.295279155,5.5171136,,,,,,
49,51,105.6484421,3.363862253,2.109158606,1.198001,,,,,,
49,34,822.297966,10.06424272,11.33386182,4.3560763,,,,,,
49,7,1.337114233,23.85281956,18.70720149,13.42632895,,,,,,
49,64,7.654469897,15.46344959,13.20616011,8.4736022,,,,,,
49,67,28.93638825,11.69646764,9.078402174,6.1985306,,,,,,
49,22,29.36641819,10.73620321,10.22426049,7.7685313,,,,,,
49,50,5349.573104,2.725361855,2.614352534,0.8087679,,,,,,
49,35,492.6280506,9.871961994,10.3733416,5.1856741,,,,,,
49,66,138.5128577,12.55625148,10.76133783,6.14101,,,,,,
49,5,1.359121562,26.28076749,23.55106857,15.46953695,,,,,,
49,77,16.84237792,23.85102576,20.36015134,13.9882138,,,,,,
49,29,1.445325287,21.15583107,15.71346547,10.43333965,,,,,,
49,14,1.407451901,19.32461039,14.92942224,10.17949915,,,,,,
49,76,18.68756142,19.99216523,16.834865,11.1655288,,,,,,
49,36,0,9.973637612,8.599754173,4.93563835,,,,,,
49,21,8.862955781,14.57233906,12.98074177,9.2432281,,,,,,
49,10,1.331296868,26.16347077,19.91694762,14.35703775,,,,,,
49,37,1.514973094,5.992879806,5.456565239,3.45645895,,,,,,
49,52,814.1029406,0.839206218,1.089419959,0.45342275,,,,,,
49,28,1.440954357,16.76792827,12.7330157,8.48004235,,,,,,
49,73,93.22366125,16.76945394,13.70022519,8.969201,,,,,,
49,72,19.13240177,18.86384343,16.17897547,10.1878853,,,,,,
49,55,47.99034346,16.50928674,16.7792213,10.20918975,,,,,,
49,38,8.861982297,12.72430283,10.28348619,5.65107715,,,,,,
49,75,2.084658338,22.43685864,19.88678805,12.27007685,,,,,,
49,20,1.513884014,21.98635884,21.00656336,14.8522789,,,,,,
49,74,58.08430714,14.52697834,10.73229254,7.6184672,,,,,,
49,54,7.793670303,7.488078478,7.775061837,3.67981095,,,,,,
49,39,43.35074662,16.49154716,14.43511761,8.20818355,,,,,,
49,40,12.43268131,20.04038383,19.01164743,12.00757195,,,,,,
49,57,3.34086544,15.18844508,14.65329956,11.5521418,,,,,,
49,3,1.03987346,26.04796409,22.89165944,14.78863795,,,,,,
49,13,1.391153427,17.86393322,16.29540615,11.2410565,,,,,,
49,27,1.500912097,13.67852554,9.757633102,6.23887375,,,,,,
