Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,164806.220540775,496914.0000000015,19.805757827501974,8927.579233185836,121.59392082738498,1.8051610157435183,1.018291708472127,4459857.92830534
