From,To,Demand,TT,Distance,Estimated?
239994496,317355749,,0.5117670805116628,443,No
317355979,7235049604,,0.2352008393285372,278,No
317355749,317355831,,0.14475254237288135,59,No
239994930,597656542,,0.2953645502645503,63,No
239994930,295886864,,0.6140506510416667,128,No
597656542,494173691,,0.18924435483870966,62,No
597656542,239994932,,0.9397523937360179,745,No
295886864,990023267,,0.051362500000000005,12,No
295886864,318300110,,0.2622003724394786,179,No
239994932,597656354,,0.24827727272727274,110,No
597656354,6499876796,,0.21471047619047623,140,No
597656354,494173691,,0.13897948717948716,78,No
243845374,4475207931,,0.3768736842105263,76,No
3920060241,297187780,,0.2092736842105263,19,No
4475207931,5010367148,,0.2372451219512195,82,No
4475207931,9221275749,,0.3162849462365591,62,No
274241647,7808553582,,0.214275,50,No
243846384,988059562,,0.07519318181818181,22,No
243846384,660415299,,0.7191531353135313,101,No
988059562,988059851,,0.06705185185185185,27,No
988059562,5087268426,,0.3620743700061463,1627,No
660415299,660415374,,0.033979166666666664,8,No
660415299,1618530653,,1.1027833333333334,134,No
245088222,1141935440,,0.21173514492753626,46,No
245088222,1636543866,,0.15900282485875705,59,No
245088222,1140062928,,0.4349479452054795,219,No
1141935440,1141935427,,0.503374735729387,1892,No
1636543866,276169958,,0.03947291666666666,16,No
1140062928,4860301264,,0.08531279999999998,0,Yes
245088874,990120650,,0.3645057529610829,197,No
394176281,1141792825,,0.523352791461412,203,No
990120650,990120355,,0.08008720930232557,43,No
990120650,990120079,,0.5448447368421053,209,No
249968570,597662979,,0.03153939393939394,11,No
249968570,8449585181,,0.5884161417322834,508,No
597662979,9732426931,,0.047738888888888886,18,No
597662979,597662982,,0.34054999999999996,72,No
8449585181,597662979,,0.45343749999999994,72,No
249968572,11030048922,,0.019254761904761903,7,No
249968572,597662940,,0.3164435123042505,149,No
11030048922,292205330,,0.6132718537414966,196,No
597662940,292204030,,0.23133432835820897,67,No
249968862,1822894556,,0.6643745098039215,595,No
1822894556,289839350,,0.44851005552128315,1621,No
720163580,1695401922,,0.7035832271762209,471,No
720163580,249970419,,0.16739748427672954,848,No
1737484500,261740035,,0.2610800653594771,51,No
249970441,1695401428,,0.5178493265993266,99,No
1695401428,1695401437,,0.014765476190476188,14,No
2510642520,1697916279,,0.09816296296296297,27,No
249970473,2555609144,,0.09477272727272727,66,No
249970473,2555609278,,0.06717011494252874,29,No
2555609144,2555609278,,0.12866118721461187,73,No
2555609278,2555609220,,0.060326126126126124,37,No
249970489,308912194,,0.03441944444444445,12,No
308912194,5072249159,,0.4832588345864662,266,No
308912194,308912111,,0.065565,20,No
249970491,1407825249,,0.23455833333333334,68,No
249970491,249970489,,0.5043575376884422,199,No
