From,To,Volume,EstimatedTT
442874,26384674,2067.13,0.73
442928,1803689295,0.0,0.03
26384674,264670999,605.08,0.42
26384674,534589,1462.06,0.72
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,629.95,0.4
15866840,1803689315,2132.82,0.75
264670999,534589,269.61,0.33
534589,534591,1731.67,0.39
534591,534626,1453.31,0.67
8083440,534911,1505.64,0.04
534626,534624,2.52,0.07
534626,534625,1450.79,0.08
534608,30409417,1350.55,0.88
30436919,30436908,899.0,1.3
30409417,30409422,542.04,0.02
30409417,30403571,2402.53,0.22
534624,534608,981.77,1.23
534625,30436908,1453.05,0.02
534625,534624,979.24,0.07
30436908,30436907,1447.52,0.02
30436908,534628,902.27,0.39
534628,534629,1270.31,0.23
534629,3595409680,1561.52,0.65
11769656,11769730,1036.43,0.2
3595409680,3855350,1237.35,0.01
3595409680,7128283652,324.17,0.04
3160432771,30409397,430.93,0.16
30409405,30409419,1045.22,0.72
534736,140605768,2019.43,0.15
534306820,2021890013,1610.81,0.19
140605768,534324288,2019.43,0.53
534329195,2021890013,1037.55,0.02
534329195,534306820,2019.43,0.32
3853550,3564765835,325.46,0.4
534742,534770,1719.28,0.57
534770,29138173,2768.63,0.1
534743,534744,569.83,0.07
534744,534747,2218.31,0.05
247994358,534742,779.96,0.07
534747,277692998,113.23,0.01
534747,2287846802,2105.08,0.35
277692998,288154283,2045.48,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,2105.08,0.18
534749,25235133,2471.57,0.11
534749,7095690293,491.94,0.78
25235133,25235132,1010.32,0.01
25235133,534751,1470.96,0.99
7095690293,7095690318,1263.21,0.02
534751,534754,817.46,0.92
534754,3098430373,1022.13,0.17
29510455,25235132,1445.61,0.72
3098430373,16574394,744.46,0.03
3098430373,2260849842,1208.9,0.97
534758,25873172,1602.36,0.03
534758,2202559858,1471.3,0.64
25873172,25873173,2338.54,0.02
25873172,3100041009,959.96,0.36
2202559858,25873172,1696.14,0.66
534769,546378258,1479.14,0.58
534769,534770,1049.35,0.04
546378258,247994363,958.55,0.05
546378258,290077155,520.59,0.24
29138173,1775338888,292.85,0.09
29138173,534773,2475.78,0.81
534773,2544089666,3004.95,0.04
534773,335716508,883.59,0.28
2544089666,2544089665,2116.41,0.07
2544089666,16574602,888.54,0.04
335716508,534799,883.59,0.51
534774,534804,445.08,0.15
244038933,534778,788.06,0.08
534804,18630111,3176.91,0.83
534804,16574613,300.35,0.05
534778,244038915,1279.12,0.02
534778,30058360,1239.25,0.24
244038915,534787,1921.26,0.27
244038915,244038942,923.13,0.03
30058360,30056676,1448.37,0.86
30058360,30056684,554.35,0.02
534787,244038955,745.5,0.06
534787,244038923,1175.76,0.27
244038955,244038925,1140.29,0.05
244038955,2072816,750.16,0.37
244038923,244038955,1144.95,0.1
534790,30261537,763.91,0.04
534790,30409389,1655.5,0.04
30261537,30409389,547.0,0.05
30409389,30409397,1924.53,0.06
30409389,3160432771,277.96,0.18
534796,534790,819.0,0.05
534796,3160432775,1256.52,0.42
3160432775,534790,1600.41,0.18
534799,1501721437,296.65,0.02
534799,11769597,1000.13,0.43
1501721437,18630516,1112.32,0.01
1501721437,2071676,421.68,0.32
11769597,7128283648,1240.12,0.02
11769597,3595409680,0.0,0.02
18630111,280008666,2445.8,0.04
18630111,35711189,1301.19,0.9
16574613,534773,1935.38,0.05
16574613,16574619,513.84,0.15
534806,280008531,1522.66,0.02
534806,2287864441,2855.4,0.36
280008531,18630070,607.6,0.03
280008531,31197353,915.4,0.05
2287864441,280221322,946.27,0.09
2287864441,24969587,1909.12,0.05
24669567,976932104,619.11,0.12
1854526402,27318980,735.39,0.04
27318980,27318981,918.39,0.08
534908,534911,165.23,0.05
534911,534914,1670.87,0.32
3853544,15511907,636.22,0.39
534914,442936,168.0,0.41
534914,15866840,1502.87,0.79
30409415,30409424,957.3,0.05
536575,30409422,2447.78,0.18
30403571,10919767,2072.63,0.46
30409422,30409424,2065.61,0.01
30409422,30409415,924.21,0.09
536584,30587893,972.54,1.5
30587893,1619208224,834.63,0.5
536652,25479302,1813.43,1.62
