fishnetid,CO2,fishnetid,CO2psqkm
0,464843.06434380886,0,186506.21687098822
100,3346003.976232808,3,1342634.8323129243
103,2652574.920380616,5,1064495.0548467357
105,168997.98134029008,7,67819.95638777432
108,994928.4010421282,9,399271.0459178835
112,11018675.067240926,13,4421863.838763112
114,460515.6469204002,15,184807.83523187294
118,11877902.567732427,21,4767166.39958006
120,14699637.860253872,23,5899662.780838699
122,372888.23678572796,25,149657.7584356238
124,3796493.036741315,27,1523712.9567087183
126,19134278.055336747,29,7679494.498739935
128,7401493.535306082,31,2970570.8635860756
13,1306150.55255491,33,524220.2477601373
130,1686205.4413357382,35,676823.820338399
133,1028081.2606699315,37,412660.20699929335
135,97142.70045206504,39,38991.982842708545
137,7714890.1027623825,41,3096669.7561515393
143,3565430.289721287,43,1431123.4507260115
146,12412017.805590738,45,4982043.767228821
148,9378376.369099503,47,3764374.3562332895
15,1144719.7402745353,49,459477.57541038305
150,7387530.237344323,51,2965271.203338069
152,10397032.39161045,54,4173680.2399419523
154,1690650.7976990063,56,678677.8728032216
156,2964942.899371868,58,1190216.8932041365
158,4016438.120538752,60,1612318.571996449
160,1955700.9439211679,62,785076.940943241
162,7577766.400460498,64,3041942.421382196
164,3437299.62213145,66,1379835.0309303857
166,5617104.371181849,68,2254873.952172163
169,20309158.142318152,70,8152704.429087574
171,11643491.12184843,72,4674046.111324421
173,3973948.714064855,74,1595262.0514914067
175,6135717.90468056,76,2463060.959328047
177,21647567.733877208,78,8690875.788981356
179,14603395.153190197,80,5862843.111712649
181,2256557.7071598056,82,905943.0133084453
184,1238836.6467486187,87,497357.28060064634
186,8188512.159939382,89,3287452.1033301353
189,8307709.334280131,92,3335306.340314563
192,11173662.690185089,94,4485904.1783510465
194,6330469.302822631,96,2541501.339695171
196,13545553.599833636,98,5438150.155087075
198,6277130.270140179,100,2520087.2522856896
201,5329653.683015335,103,2139702.655135942
203,836049.3687882726,105,335649.7740034956
205,854173.226760234,108,342961.27265719656
207,1260186.1222068926,112,505980.5467051126
209,1224906.439652938,114,491815.311306795
21,270803.8074933761,118,108731.12800620799
213,184664.8831906882,120,74145.26862939066
215,6626547.150072234,122,2660641.861292537
217,14328011.804822959,124,5752876.593736451
219,8402507.886755709,126,3373712.3900367967
221,11777744.196997952,128,4728912.136660255
224,5421829.023621444,130,2176932.4111500042
226,4347364.109024254,133,1745521.2605881572
228,5232614.962482908,135,2101176.9578234577
23,1200577.7822772344,137,482096.69358145003
230,1523315.6518705003,143,611693.3445606799
232,8240686.205310761,146,3309079.7040102603
234,6102036.829914455,148,2450296.7015028545
236,1019043.1561247623,150,409200.75603323866
238,974992.9027859387,152,391512.2049036475
240,6711391.216964317,154,2694985.3335580523
242,5718532.991710058,156,2296299.2386970925
244,7185536.538940634,158,2885380.237887109
246,5655911.567731072,160,2271153.36152397
249,7061204.396947226,162,2835746.3989672475
25,1705290.6000389452,164,684836.6661550913
251,5584951.3163809925,166,2242890.1209358163
253,11681177.664434409,169,4691105.884416768
255,9624400.832198698,171,3865114.0043367334
257,17154359.300103717,173,6889109.828466296
259,8894778.675697178,175,3572101.1857555863
261,13002544.92729868,177,5221760.748200115
264,428192.54514298914,179,171960.10760951307
266,352578.04976781085,181,141593.6827172682
268,6244579.262883025,184,2507793.5947339153
27,2450204.3811021927,186,984092.0101924766
270,1355237.1749306144,189,544312.9912146771
272,548536.250137365,192,220312.2911804998
273,7791157.328510053,194,3129214.7448111037
275,4138682.6741523403,196,1662246.8655166142
277,583950.4725087574,198,234535.94270592468
279,2348372.2048924756,201,943192.4706432836
