fishnetid,CO2,CO2psqkm
0,1561565.091350473,1528737.07383263
1,472175.1893606136,462248.8817902927
2,1367500.7790679452,1338622.3543606831
3,404042.5798708403,395510.1436193007
4,1478621.629833854,1447255.8695583197
5,660054.7048488249,645990.2432348169
6,1252351.6654082015,1225547.2994128524
7,227349.6955531404,222483.67858932583
8,417147.8116619008,408219.5026838471
9,79358.66932414417,77660.13777244961
10,1464413.6277966087,1432791.5541564317
11,977315.2747709566,956211.4452231686
12,1989019.334281189,1946069.094904482
13,1011135.533915696,989205.092104129
14,749385.8631245411,733061.1011570119
15,665066.688782465,650515.3849545912
16,1099748.169521127,1075686.2671298413
17,157127.54352245404,153674.70354325097
18,718192.2860989476,702410.1833399077
19,512282.3803290268,501025.0982271631
20,341060.5078038532,333565.78517137025
21,496770.0598428722,485853.6572529195
22,1093152.676797544,1069130.9096323068
23,133578.13180772853,130630.05328291282
24,1518522.1926093427,1485008.303734692
25,1097836.2391864385,1073606.9181388242
26,1142470.754376709,1117256.3465199852
27,3462503.4236413245,3386085.7357518817
28,559580.6134729267,547230.6309783572
29,366353.0681065585,358267.6307825817
30,731371.6912703766,715230.2679141053
31,681772.563825034,666660.8070986129
32,1971596.5947428823,1927895.381636519
33,1809903.322877268,1769786.1046672806
34,2014607.511028136,1969952.944064551
35,2475105.4638968026,2420243.778891415
36,360922.7893479858,352922.79392585106
37,1561549.097899702,1526787.8711794969
38,1485929.6509311912,1452851.7684901154
39,307011.4431245817,300177.1435213832
40,3278559.7345517846,3205576.59338653
41,2644258.854837335,2585395.7158662067
42,1976569.4187327423,1932569.5356773809
43,856066.7257737347,837010.0534076407
44,527190.5130751313,515404.5959055477
45,884666.4923455121,864888.8109520033
46,3461306.2102611414,3383924.9462191435
47,2052092.1375277592,2006215.386415189
48,799278.0271514831,781409.2977456239
49,2738243.442617054,2677027.032980637
50,1368990.3642996163,1338385.0961101751
51,1106686.2410097856,1081945.0667174468
52,1565085.7397693878,1530096.5462335972
53,1647252.5561079374,1610426.4340481206
54,552596.0079237777,540189.4221208924
55,1759989.058468826,1720474.7388701858
56,2127619.154792446,2079851.0037005795
57,2883423.3225170085,2818686.266251878
58,1927794.925178548,1884513.1192902687
59,1741324.1770131702,1702062.8142324365
60,1142547.5571568052,1116786.7167991975
61,2254285.296190098,2203458.27960505
62,798617.6296834555,780611.3233934641
63,3958388.820380731,3869139.649229417
64,2182992.277681191,2133772.6935893926
65,3502935.1852213014,3423620.8731521936
66,3498867.006125419,3419644.806758745
67,3369507.1139197582,3293213.912756712
68,4142062.0631789262,4048276.4845948247
69,5449733.153805625,5326338.967730498
70,495367.51407727145,484151.28211072943
71,1686509.4721252285,1648162.1937176674
72,3904376.4548792224,3815600.071822522
73,558061.1314264408,545372.1273449628
74,691946.3305830759,676213.0904080013
75,1509724.3494665353,1475252.676117402
76,3784591.145228279,3698177.2314783945
77,1203488.4645489273,1176009.1030053068
78,1082558.3607050776,1057840.207219122
79,2386345.8748157006,2331858.222466856
80,351284.57406710216,343263.66144530603
81,357227.3450529049,349070.7406008169
