Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,149658.31782651265,527950.000000003,16.927504323760818,11042.8226729918,96.9830046665914,1.4653695292279136,0.731531484563005,5817220.065377595
