fishnetid,CO2,fishnetid,CO2psqkm
0,454668.0982316604,0,182423.7757592849
100,3316864.812945353,3,1330942.3011945845
103,2619566.313747372,5,1051248.4927012157
105,166915.93880767794,7,66984.41958053329
108,980134.3704060669,9,393334.1080646527
112,10893207.043501347,13,4371512.729059862
114,453769.8056257962,15,182100.68655014958
118,11715413.219612373,21,4701951.707320172
120,14478388.451498533,23,5810864.885643891
122,363145.3385971767,25,145747.47068792276
124,3747480.2857234487,27,1504041.812037276
126,18877179.951876745,29,7576308.819852673
128,7315729.828483087,31,2936149.814992808
13,1269813.2661402116,33,509636.369010491
130,1634929.0540118092,35,656242.0575762998
133,1009332.8519585455,37,405134.80748495297
135,96235.00100440886,39,38627.642535874984
137,7611562.917555739,41,3055195.39097515
143,3475446.7243138463,43,1395005.0638357177
146,12267061.903669499,45,4923860.105313315
148,9231560.483778225,47,3705444.1179873515
15,1115549.507374319,49,447768.9733695612
150,7289653.652848655,51,2925984.6477285963
152,10263763.522614647,54,4120182.1239241534
154,1667907.6689446662,56,669548.099662078
156,2913012.4990098425,58,1169370.4749493934
158,3939226.4693840025,60,1581323.5023862105
160,1920598.317284887,62,770985.6951296403
162,7494572.539892139,64,3008545.91371919
164,3330343.8720947234,66,1336899.7890591533
166,5459080.715558318,68,2191438.5232845293
169,20108566.018070232,70,8072180.741776849
171,11500564.006419884,72,4616670.885880391
173,3841516.173233082,74,1542099.662650355
175,6057083.881268749,76,2431494.9068873418
177,21231815.34734374,78,8523963.16421195
179,14413723.342100691,80,5786695.335153357
181,2241360.7662017127,82,899841.8786284138
184,1231196.7091700223,87,494290.06541289575
186,8077462.726280734,89,3242868.949867804
189,8207025.563653738,92,3294884.7024087533
192,10997981.52170151,94,4415373.242380486
194,6292200.822002626,96,2526137.645374945
196,13499503.221426079,98,5419662.252718733
198,6216586.470208604,100,2495780.658054518
201,5247750.303375765,103,2106820.8040246996
203,846580.3427365931,105,339877.65713785344
205,833251.9549714116,108,334561.1194171844
207,1236109.3562291835,112,496313.4229385391
209,1204834.365328976,114,483756.1215085852
21,267676.5644096085,118,107475.50065297744
213,188180.82313428895,120,75556.96265100867
215,6527653.13610941,122,2620934.6733073327
217,14129267.664709063,124,5673078.32672088
219,8285289.184618969,126,3326647.6097268504
221,11615392.801262615,128,4663726.0133368885
224,5383160.029940192,130,2161406.324789752
226,4315382.81946239,133,1732680.371380055
228,5186887.440979638,135,2082814.8931177729
23,1167741.7831716072,137,468911.2700021131
230,1480436.2478102294,143,594474.9525286746
232,8178366.972466993,146,3284055.1728686783
234,6001304.615248556,148,2409847.2876086435
236,992765.3207183316,150,398648.78867974615
238,956310.1285444687,152,384010.0639997553
240,6594025.246610626,154,2647856.570156137
242,5659566.563354589,156,2272621.0392816756
244,7082513.728168786,158,2844011.0261877836
246,5570066.161250382,160,2236681.8035504734
249,7016226.453545289,162,2817683.468925152
25,1671741.2001406557,164,671363.3853093963
251,5495475.288515791,166,2206956.969939349
253,11539840.311810086,169,4634345.469873758
255,9516170.340398002,171,3821649.1490331586
257,16940794.04647868,173,6803343.029367117
259,8758446.05961342,175,3517350.6498147035
261,12779023.433738522,177,5131995.570077098
264,422481.5441048287,179,169666.59651451683
266,348085.9067539314,181,139789.65925906735
268,6160906.23859411,184,2474190.902618053
27,2397329.930989959,186,962855.6903572456
270,1322777.73729332,189,531276.0896890039
272,529696.2421160343,192,212745.4524674723
273,7694176.262377622,194,3090263.589120972
275,4071467.359000482,196,1635250.7279234435
277,573734.0704976501,198,230432.6606819482
279,2310070.313536573,201,927809.0252665153
281,874727.4655607883,203,351322.65560985886
285,3230944.360708481,205,1297665.8417877452
287,4337584.5956635,207,1742133.1775636752
29,6341108.253595629,209,2547084.6615804853
290,1643492.023020154,213,660154.8429473421
292,9449422.223655744,215,3795626.4810751476
294,2994539.9605829725,217,1202841.2853172394
298,3602275.6212536213,219,1446955.4239963347
3,1247083.99698793,221,500926.398572252
300,2823229.150249998,224,1134029.4751554083
303,442211.5345300738,226,177626.7131439976
305,12023257.13283958,228,4829479.73770678
307,1195276.8282842436,230,480116.590651422
308,1704833.997019493,232,684794.5738650152
31,371123.9311465821,234,149072.3758000666
310,7369545.730472396,236,2960185.529444322
313,1457708.1294208353,238,585529.5114078462
315,1594179.5371045817,240,640413.2293481445
317,1692047.3469655712,242,679728.6506678284
320,1137150.2985917227,244,456815.6082955326
322,4937639.14395127,246,1983546.6181411648
324,4388904.474101833,249,1763109.1242474806
326,5882339.87711719,251,2363051.456343499
329,7013547.522554779,253,2817479.7841504216
33,1828557.1974896183,255,734567.3386436857
331,1491165.7662971355,257,599030.5744492185
334,1732671.8844754384,259,696048.3252425895
336,1633193.5740066227,261,656085.9341966617
338,4332140.84316691,264,1740306.0588772187
340,6730162.490803398,266,2703917.8809688827
342,12957847.566101305,268,5205959.85323201
345,658556.4394555523,270,264582.39822676266
349,1121196.5928287744,272,450453.24233608774
35,724798.8237791529,273,291196.01531210775
351,1368072.548811051,275,549638.4124822664
353,1666908.1335660343,277,669698.9432936291
355,1071840.1383970724,279,430623.73601153266
357,9121950.38854634,281,3664845.35828464
359,8367841.576929595,285,3362221.436445247
361,3916995.8185010506,287,1573859.5414797612
363,2706438.7535663843,290,1087454.4301567993
365,303316.09145712235,292,121873.22804097876
367,453940.89522634854,294,182394.68264054816
369,335919.890491411,298,134987.49274448582
37,748098.960603404,300,300619.30202753586
371,3191328.5441546957,303,1282417.1800887426
373,5099472.878853607,305,2049194.1016870975
375,5610819.30372773,307,2254675.7470813417
377,1387081.0920882556,308,557390.6284036024
379,1904363.5064911,310,765257.6173429057
381,1504047.1012510457,313,604392.7523031911
384,111339.54221537983,315,44741.160236148244
385,5103161.945228258,317,2050676.5319782363
387,121821.12687356312,320,48958.195557001505
389,9940714.416900076,322,3995033.151387826
39,1139041.5092936037,324,457764.7440198931
392,5886110.851710613,326,2365545.070417639
394,3714657.0708823795,329,1492868.3716089635
396,7299029.552070123,331,2933377.2011300595
398,4368264.8865425335,334,1755544.1494322892
400,6200564.698623154,336,2491919.6437442093
404,1370472.280697337,338,550773.5123273664
406,6564365.442502094,340,2638126.040115576
409,4825123.266460057,342,1939149.0994116957
41,641877.1531070576,345,257961.38971857118
411,817948.4609540221,349,328756.04052012565
414,4754126.571794736,351,1910814.5592120932
416,1174885.3193227856,353,472218.8060540523
419,524422.0906598934,355,210779.69862023983
421,4934257.275228437,357,1983214.0558339027
423,1118418.1307187001,359,449523.0859319109
425,177619.06166143302,361,71389.99853927855
429,1192445.840143681,363,479276.8635847315
43,2521789.444786563,365,1013576.7135325437
431,674862.4951537526,367,271273.9795325643
434,6145.776526584754,369,2470.4132584905833
