fishnetid,CO2,CO2psqkm
0,1340609.9001809473,144096.47981108198
1,1710555.6906956243,183804.9035476538
2,1484006.1613394062,159413.24482424618
3,1629111.568243512,175000.59503800055
4,2767227.0108244605,297257.9551575085
5,616633.8376716005,66239.34825374038
6,386026.9734163401,41454.82332954269
7,1319561.1200939503,141705.57207940883
8,1512202.4639771006,162393.01991746802
9,5053412.675449454,542677.9580143229
10,2189037.7129385653,235077.2819020144
11,1419366.9120186707,152377.45265734912
12,1421683.396149675,152626.14096200696
13,5120477.145917874,549713.5781300188
14,2329157.355254597,250048.85038996543
15,4547350.334584859,488037.23523151706
16,4519888.114709256,485089.8955995077
17,4118733.8538161647,442036.6443690964
18,1566980.922361045,168173.76730212974
19,575835.9712448714,61800.691540255946
20,3767194.8529259632,404185.7854515004
21,2732979.9448010465,293223.9209115098
22,3301423.9316469464,354212.79679364176
23,1753339.1421436004,188117.3621215124
24,2020570.071612829,216723.08400524367
25,3307862.485001873,354795.99014481565
26,3118786.49093902,334516.00425363594
27,2803341.1975123105,300681.8513147986
28,3953832.0705953054,423952.9643312786
29,2427259.604427341,260264.9495792268
30,505024.2795936397,54135.20811311767
31,2189391.746355413,234688.0786117794
32,574928.3206303876,61628.4514330571
33,4061270.8003979535,435208.62529473554
34,5017163.060572012,537315.5804837587
35,671816.9919412382,71926.65804275172
36,5040374.852266364,539637.0183472547
37,3194533.7869375334,342015.96871657326
38,3653533.590861272,391157.8069471791
39,803324.0404911096,85979.95979529602
40,1621402.2378178977,173539.06044484754
41,2007751.1343805448,214824.5076812081
42,457966.8943206528,48986.38563304745
43,826220.7601828536,88349.61843065463
