From,To,Volume,EstimatedTT
442874,26384674,1751.33,0.63
442928,1803689295,0.0,0.03
26384674,264670999,516.66,0.38
26384674,534589,1234.67,0.6
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,442.7,0.33
15866840,1803689315,1779.38,0.63
264670999,534589,259.41,0.33
534589,534591,1494.08,0.38
534591,534626,1291.79,0.66
8083440,534911,1363.46,0.04
534626,534624,0.0,0.07
534626,534625,1291.79,0.08
534608,30409417,1127.91,0.87
30436919,30436908,832.73,1.3
30409417,30409422,472.82,0.02
30409417,30403571,2095.98,0.2
534624,534608,803.56,1.23
534625,30436908,1291.79,0.02
534625,534624,803.56,0.07
30436908,30436907,1339.5,0.02
30436908,534628,785.02,0.38
534628,534629,1088.08,0.22
534629,3595409680,1351.98,0.64
11769656,11769730,861.76,0.2
3595409680,3855350,1103.56,0.01
3595409680,7128283652,248.43,0.04
3160432771,30409397,358.02,0.15
30409405,30409419,964.82,0.72
534736,140605768,1867.05,0.14
534306820,2021890013,1498.39,0.19
140605768,534324288,1867.05,0.47
534329195,2021890013,823.42,0.02
534329195,534306820,1867.05,0.29
3853550,3564765835,270.82,0.4
534742,534770,1399.8,0.55
534770,29138173,2368.77,0.09
534743,534744,572.49,0.07
534744,534747,2007.84,0.05
247994358,534742,650.44,0.06
534747,277692998,140.0,0.01
534747,2287846802,1867.83,0.34
277692998,288154283,1817.09,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1867.83,0.13
534749,25235133,2246.62,0.08
534749,7095690293,409.46,0.76
25235133,25235132,942.55,0.01
25235133,534751,1304.08,0.86
7095690293,7095690318,999.98,0.01
534751,534754,761.9,0.82
534754,3098430373,769.76,0.16
29510455,25235132,1224.91,0.69
3098430373,16574394,526.43,0.02
3098430373,2260849842,1161.08,0.85
534758,25873172,1344.82,0.03
534758,2202559858,1418.43,0.64
25873172,25873173,2041.29,0.02
25873172,3100041009,866.77,0.3
2202559858,25873172,1563.24,0.64
534769,546378258,1339.18,0.57
534769,534770,968.98,0.04
546378258,247994363,890.87,0.05
546378258,290077155,448.3,0.24
29138173,1775338888,273.39,0.09
29138173,534773,2095.39,0.72
534773,2544089666,2685.24,0.03
534773,335716508,786.35,0.27
2544089666,2544089665,1940.56,0.06
2544089666,16574602,744.68,0.03
335716508,534799,786.35,0.51
534774,534804,439.64,0.15
244038933,534778,674.35,0.08
534804,18630111,2933.45,0.73
534804,16574613,252.68,0.05
534778,244038915,1135.28,0.02
534778,30058360,1021.5,0.23
244038915,534787,1731.32,0.24
244038915,244038942,725.74,0.02
30058360,30056676,1262.52,0.81
30058360,30056684,442.82,0.02
534787,244038955,635.37,0.05
534787,244038923,1095.95,0.23
244038955,244038925,1043.32,0.05
244038955,2072816,635.37,0.34
244038923,244038955,1043.32,0.09
534790,30261537,645.41,0.04
534790,30409389,1517.71,0.04
30261537,30409389,442.92,0.05
30409389,30409397,1736.65,0.05
30409389,3160432771,223.98,0.18
534796,534790,688.95,0.05
534796,3160432775,1185.21,0.36
3160432775,534790,1474.18,0.17
534799,1501721437,250.3,0.02
534799,11769597,888.63,0.43
1501721437,18630516,994.07,0.01
1501721437,2071676,359.79,0.32
11769597,7128283648,1064.33,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2259.34,0.04
18630111,35711189,1129.18,0.89
16574613,534773,1760.9,0.04
16574613,16574619,322.79,0.14
534806,280008531,1156.14,0.02
534806,2287864441,2640.9,0.33
280008531,18630070,433.29,0.03
280008531,31197353,722.85,0.04
2287864441,280221322,872.09,0.08
2287864441,24969587,1768.81,0.05
24669567,976932104,511.72,0.11
1854526402,27318980,649.9,0.04
27318980,27318981,796.5,0.06
534908,534911,89.74,0.05
534911,534914,1453.2,0.3
3853544,15511907,536.74,0.36
534914,442936,116.52,0.41
534914,15866840,1336.68,0.69
30409415,30409424,875.12,0.05
536575,30409422,2212.82,0.17
30403571,10919767,1809.62,0.43
30409422,30409424,1883.76,0.01
30409422,30409415,801.88,0.07
536584,30587893,821.53,1.24
30587893,1619208224,723.78,0.45
536652,25479302,1572.84,1.41
536652,18629762,969.84,0.05
25479302,18627237,1219.39,1.26
25479302,28796755,929.13,0.06
18629762,264218470,1272.22,0.2
18629762,264223496,1604.44,0.02
25599929,2526224454,786.55,0.09
264218470,264223496,841.9,0.18
3899207524,309517759,1385.66,0.01
536663,21527849,2304.05,0.11
536663,536667,1626.09,2.22
21527849,2297622,1666.13,0.01
21527849,21552197,1806.83,0.15
21647397,2297615,1467.34,0.14
21647058,1632149359,277.61,0.28
536670,24945363,259.02,0.02
536670,2075220,2974.79,0.5
24945363,21660961,2535.72,0.01
2075220,25096430,2704.72,0.03
2075220,3869392962,911.65,0.44
344434421,10919786,930.1,0.22
1630023963,311941598,1324.6,0.24
3100041009,25873173,737.05,0.24
31296012,3148489413,709.5,0.12
536675,3148489416,922.14,0.17
3148489416,3148489413,247.36,0.02
3148489416,31296012,857.62,0.13
248219433,248219482,323.42,0.38
2071674,518252065,303.06,0.04
518252065,29348253,303.06,0.24
11769758,3853550,303.75,0.81
534316145,518252065,0.0,0.05
2071676,18178669,1621.26,0.79
18178669,534743,185.91,0.05
18178669,534744,1435.35,0.07
7101166877,16574525,806.29,0.16
2287857538,5824956622,833.1,0.06
2274921120,206133365,699.5,1.91
2072802,30151417,601.65,1.76
316507154,316507156,591.01,0.28
30151417,30151418,1427.68,0.04
2072807,1485594848,392.02,0.01
2072807,1485594778,774.87,0.11
1485594848,159725096,204.24,0.02
1485594848,11007703,920.87,0.58
1485594778,1485594848,733.09,0.08
2072816,244038925,636.03,0.39
244038925,244038942,1679.35,0.23
2075215,25755498,564.18,0.02
2075215,2039066667,1973.96,3.39
25755498,25755497,1595.93,0.02
25755498,25755500,298.61,0.05
2039066667,25755506,1876.0,2.71
25096430,25096432,1349.72,0.02
25096430,10919799,2376.48,0.37
3869392962,25096430,1021.47,0.31
21540856,21647397,805.12,0.13
2297619,3790101104,1168.9,2.09
3790101104,21552197,0.0,0.12
3790101104,21527849,1168.9,0.08
2297622,21552199,1240.56,0.03
2297622,21527762,1376.33,0.07
21552199,21552200,1789.73,0.39
21527762,536663,2389.95,0.02
21527762,3146686054,1098.22,0.27
3411653,113794494,83.75,0.07
26165869,262185367,867.59,0.06
113794494,15618026,91.8,0.02
113794494,26291274,1405.3,0.24
3411658,15618078,860.48,0.15
3411658,25622663,1615.17,0.18
15618078,3030258494,860.48,0.08
15618078,25622151,1259.83,0.04
25622663,25622670,1615.17,0.78
15511907,2071674,386.0,0.84
3855350,11769597,175.7,0.02
3855350,1501721437,1103.56,0.43
9100179,3137684026,607.67,0.62
3137684026,3137684031,643.58,0.23
3137684031,3137684026,472.38,0.19
9100190,9982673425,72.4,0.05
9982673432,2970916246,90.37,0.04
9982673425,9100190,90.37,0.05
10919218,8224298741,948.72,0.01
8224298741,346633166,0.0,0.02
8224298741,346633485,948.72,0.16
10919223,11008027,1216.85,0.55
25740441,25740442,633.58,0.11
11008027,2075215,2036.39,0.02
11008027,11008006,528.85,0.24
86684589,3121844724,51.13,0.05
10919237,10919235,0.0,0.06
10919237,10919238,528.85,0.06
10919238,10049596107,545.18,0.07
10049596107,10919237,528.85,0.01
3073762517,3877390797,51.13,0.03
10919767,536575,1903.03,0.44
126667225,18178749,311.67,0.11
126667225,31271217,315.44,0.04
