fishnetid,CO2,CO2pcap,CO2psqkm
0,8148002.278154191,956.9173061648529,81875.37081998138
1,1134698.5004530759,3889.3023488916433,11402.04154612894
2,32902611.768246993,1505.9627203818013,332288.67902993824
3,1189263.021293427,14730.43770928931,12025.777991784236
4,2654908.6286941273,3720.963868613431,26880.45921329395
5,11436325.700649304,888.9764871077876,115938.37411248095
6,31314083.10181478,0.0,317453.6976890572
7,26696510.4007001,1248.9951582280535,270641.9956331087
8,760407.5896625428,280.21555208200857,7708.8062998468495
9,3132691.9937701905,0.0,31799.01921814612
10,16660257.11827562,7745.354308821767,169113.28574174375
11,20521169.02606437,13360.072378887859,208571.6226586984
12,23465270.599700224,176368.50676282137,238494.67634563017
13,42880672.54618291,9747.913699239765,435827.5808894756
14,51953334.39053522,32178.504341227508,528039.6668728793
15,4246844.054965608,2935.0134321879145,43219.35604734108
16,29275960.508512266,6512.944831081589,297936.1013658893
17,60205738.96326861,113611.51268822953,612702.80581753
18,27471855.332732238,8775.603491850483,279576.0526026698
19,57890430.28057665,4507.54458190334,589140.3323615603
20,33747360.670184836,6407.407313390623,343440.7238846836
21,9916714.448979858,11984.441735828155,100920.59115973122
22,8936753.188249985,605.8445491425533,91065.18264386235
23,11975921.801103843,265.42140899061263,122034.19778672846
24,16520946.514999665,4740.849941276101,168347.8305986936
25,17231818.45859293,1134.004932162277,175819.11960362564
26,10275456.537065856,251.4781594927123,104842.19794988821
27,30074577.75540616,3300.964447799906,306855.936076178
28,1473651.6427319474,229.38452421484712,15055.45861042869
29,3207157.8695185385,171.27235831615377,32765.70334636902
30,2983188.058247655,365.8447857987121,30477.531484177423
31,9477874.757390665,783.6906826772413,96830.04245167442
32,34247227.372740395,864.71970697965,349884.39552534925
33,6185885.511922429,245.77864201225768,63197.66530504179
34,136482.1541321425,141.8507334026703,1396.178580137448
35,1242559.6544285277,1977.524189844231,12711.077027524247
36,14379081.143914133,2295.3025968089964,147094.4331355861
37,4653830.40485516,778.5765642562711,190430.11216117797
38,710209.8399957978,74.38203504157357,29061.080383868444
39,4673588.082001656,878.7485427136136,191363.5170574923
40,11634511.307443272,338.2387324583274,476383.6615408765
41,9823169.851069856,467.21699778961084,100488.59077822648
42,5821729.677601488,2813.25565094388,952877.5432120141
43,2698755.523642138,930.369439662407,442010.14955817023
44,3344529.541125114,1091.0635358505149,547956.0446600126
45,5133650.162996614,3873.9201036034774,841079.321738674
46,5247608.074195594,3813.292477858337,859749.7880958995
47,11291791.170742366,461.2094584300276,1850007.6471044489
48,16989792.8030051,1238.4423573867675,695205.4259856159
49,30080218.132392146,1408.480445321818,1231656.75593866
50,29099894.450314872,1103.0663566177495,1191516.6784724998
51,8436424.1328262,760.5379019800479,1380840.325189049
52,13926566.385767952,3065.9632932923864,2280189.149855013
53,9493447.161782179,383.66614824664754,1554356.9472475292
54,6031681.752641526,191.8690652819737,987563.9771343598
55,6783109.281762561,418.5664512073099,1110957.6698723584
56,14697468.191348005,556.876734496908,2407194.744567617
57,9005798.484713634,207.33638634621897,1474996.2715210589
58,12266172.586796856,227.84537928938744,2008989.970413988
59,19669124.280824717,523.6705805206329,3222520.659578693
60,10941939.007907035,435.2224974097988,1792689.0900381084
61,9167623.382362211,224.7000075717972,1501991.4118752354
62,7576967.958622727,143.28843072161013,1241383.9800400655
63,22155197.8603213,474.2685909441715,226642.1781512809
64,3978804.4868331873,445.7411664286071,40702.18289266211
65,928183.36091689,500.11701632915424,9495.08553109034
66,39352639.956556104,969.9063671135035,402567.744688499
67,9341086.273347827,382.73808527682615,95556.9953668545
68,3384688.6144690644,586.1336068713337,34669.817274038
69,13052471.324954793,1178.6729649913766,133698.20605544493
70,14073101.724957755,586.4322121528206,144152.65947876376
71,64862563.65231845,2136.6832679112654,664395.8974951124
72,9371993.872867275,420.31225929146825,4703930.29819458
73,1740340.301838675,97.48636527103736,873500.3016471611
74,3119621.6167716472,1069.072300454082,1565780.2214872118
75,3155266.9275986925,245.54414235882768,1583671.08439882
76,4519568.248735506,169.46387994502055,2268432.3430391666
77,3901813.114606952,255.13211136086912,1958372.6981329545
78,4395584.62371565,220.19506440408782,2206616.074202823
79,6098397.425415193,361.21117617357714,3061440.7269511702
80,7036817.401930446,300.8615041702227,3532534.5135114584
81,3061790.103896723,136.15904537980046,1537041.3352166412
82,9983677.082584374,582.0102831604182,5011879.924055941
83,9871020.415976115,1149.0465793567657,4956253.014567683
84,7767356.5227663815,404.7393757876092,3900000.4618429556
85,7817403.890305809,380.8695060220587,3925129.314362777
86,9556970.93651393,542.3218196351986,4798568.336214808
87,4392654.824029077,179.9390050149131,2205558.0675635925
88,10250797.191454042,380.3627051791015,5146939.459231382
89,4937066.186843023,609.227813660562,2479371.9942894676
90,6985974.8056297535,1421.4727156360107,3508324.5049544876
91,6310851.318854522,523.3906554659313,3169280.586472753
92,6779009.342605433,321.8889686738931,3404387.398709382
93,1792867.087391995,251.37552690215054,900369.6279801718
94,8863857.522650944,494.7278123711721,4451388.592196635
95,3302323.616874295,3838.3145905998012,1658722.4859299418
96,37650019.30446122,13566.71156554505,18911209.45776386
97,1252537.3067417536,1053.3796336766218,629254.2654068588
98,10207733.038437154,278.41246318212745,1672946.6409386748
99,6366875.953912936,136.5359800551977,1043468.0942638216
100,9547722.60782211,1656.1124197252043,1564777.449138281
101,16828028.221819084,300.28186960315065,2758850.894912929
102,13769716.399831912,467.86834857527964,2258199.551246789
103,6398581.700466713,474.83924432384686,1049351.6282431374
104,17820578.748658005,7148.354396321441,2923489.651878141
105,8456717.417430263,1454.8467743285262,1387335.7429862826
106,2868490.546106492,380.3426189057645,470579.6902743196
107,2736342.2269900152,205.24117034898404,28028.718684319596
108,14216129.855755683,1730.586571584216,145617.71571425116
109,8094874.175618883,1881.1905719402102,82916.87670330757
110,3843756.1885408713,259.93131755683,39372.10771265256
111,335802.9174642775,152.37093240678612,3439.6741073332014
112,36694878.31691058,9147.87894291435,376363.76349955396
113,27635164.342043538,1745.7248948174029,283442.129631111
114,19384491.625678446,553.0643772884854,198818.48793062192
115,49555271.50018412,3346.3895778436945,508267.34788367915
116,14959227.144511815,1027.2852951895152,613721.6944157869
117,26637329.581360593,583.4430024874954,1092830.992367279
118,4644177.322378993,503.3480145308985,190658.66322641209
119,2803668.290139835,520.9637248045183,28756.03347606821
120,7974835.446576515,442.2846532493651,81794.49611581971
121,7558488.518065535,6069.440377454741,77524.20270913752
122,36179335.73153182,62393.64738158581,371564.5321845795
123,41706689.225605525,4837.052772196035,428330.8733491673
124,9086705.413630188,6729.484838012093,93321.15634097133
125,54002059.922192514,1968.4073473983683,554605.2664119363
126,18813363.636524923,11761.163531170298,193214.6767507113
127,33354180.36400734,27141.00956499561,342549.97148969903
128,15455963.278144198,1345.4219760996539,158733.9194815621
129,19108724.775933746,10549.80727699236,196507.20490610646
130,12747591.480934184,1913.7788904548377,131091.61393952122
131,32616525.445460036,3277.071421605864,335416.5348128736
132,26949263.579031486,943.094862859425,277136.4663152592
