From,To,Volume,EstimatedTT
442874,26384674,2681.8,1.12
442928,1803689295,0.0,0.03
26384674,264670999,882.93,0.71
26384674,534589,1798.87,1.03
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,951.69,0.77
15866840,1803689315,2796.96,1.21
264670999,534589,489.3,0.36
534589,534591,2288.17,0.44
534591,534626,1789.01,0.7
8083440,534911,1803.62,0.05
534626,534624,13.82,0.07
534626,534625,1775.19,0.08
534608,30409417,1591.28,0.9
30436919,30436908,1293.21,1.31
30409417,30409422,504.87,0.02
30409417,30403571,3047.89,0.29
534624,534608,1173.4,1.24
534625,30436908,1806.55,0.02
534625,534624,1159.58,0.07
30436908,30436907,1800.06,0.02
30436908,534628,1267.86,0.47
534628,534629,1828.96,0.27
534629,3595409680,2199.42,0.73
11769656,11769730,1392.15,0.21
3595409680,3855350,1649.86,0.01
3595409680,7128283652,550.35,0.05
3160432771,30409397,601.99,0.17
30409405,30409419,1257.74,0.72
534736,140605768,2372.91,0.21
534306820,2021890013,1940.17,0.19
140605768,534324288,2372.91,0.72
534329195,2021890013,1377.92,0.02
534329195,534306820,2372.91,0.44
3853550,3564765835,506.6,0.43
534742,534770,2295.58,0.65
534770,29138173,3175.28,0.12
534743,534744,644.85,0.08
534744,534747,2739.91,0.06
247994358,534742,1000.92,0.09
534747,277692998,114.02,0.01
534747,2287846802,2625.89,0.41
277692998,288154283,2382.04,0.09
2287846802,29510418,0.0,0.04
2287846802,2287846804,2625.89,0.35
534749,25235133,2993.0,0.21
534749,7095690293,746.8,1.0
25235133,25235132,1254.72,0.01
25235133,534751,1783.99,1.38
7095690293,7095690318,1840.92,0.02
534751,534754,829.18,0.94
534754,3098430373,1374.06,0.21
29510455,25235132,1884.54,0.84
3098430373,16574394,1058.99,0.06
3098430373,2260849842,1341.65,1.37
534758,25873172,1983.49,0.04
534758,2202559858,1677.69,0.66
25873172,25873173,2863.3,0.02
25873172,3100041009,1156.27,0.55
2202559858,25873172,2036.08,0.7
534769,546378258,1739.28,0.6
534769,534770,879.71,0.04
546378258,247994363,1084.25,0.06
546378258,290077155,655.03,0.24
29138173,1775338888,311.08,0.09
29138173,534773,2864.2,0.96
534773,2544089666,3313.78,0.05
534773,335716508,1177.32,0.31
2544089666,2544089665,2184.86,0.07
2544089666,16574602,1128.91,0.05
335716508,534799,1177.32,0.52
534774,534804,541.28,0.15
244038933,534778,1020.52,0.09
534804,18630111,3537.01,1.01
534804,16574613,380.75,0.05
534778,244038915,1498.54,0.02
534778,30058360,1679.09,0.28
244038915,534787,2210.2,0.34
244038915,244038942,1185.54,0.04
30058360,30056676,1807.06,1.04
30058360,30056684,787.81,0.02
534787,244038955,914.95,0.07
534787,244038923,1295.25,0.34
244038955,244038925,1343.8,0.05
244038955,2072816,968.78,0.48
244038923,244038955,1397.63,0.1
534790,30261537,967.64,0.04
534790,30409389,2021.72,0.05
30261537,30409389,715.19,0.05
30409389,30409397,2320.72,0.08
30409389,3160432771,416.19,0.18
534796,534790,1052.74,0.05
534796,3160432775,1441.08,0.6
3160432775,534790,1936.61,0.23
534799,1501721437,381.67,0.02
534799,11769597,1324.64,0.43
1501721437,18630516,1456.13,0.02
1501721437,2071676,575.4,0.32
11769597,7128283648,1632.16,0.02
11769597,3595409680,0.8,0.02
18630111,280008666,2844.73,0.06
18630111,35711189,1767.68,0.95
16574613,534773,2387.65,0.05
16574613,16574619,723.69,0.17
534806,280008531,2215.48,0.02
534806,2287864441,3378.4,0.47
280008531,18630070,866.93,0.03
280008531,31197353,1349.8,0.06
2287864441,280221322,997.52,0.1
2287864441,24969587,2380.87,0.07
24669567,976932104,831.9,0.15
1854526402,27318980,879.62,0.05
27318980,27318981,923.87,0.08
534908,534911,371.59,0.05
534911,534914,2175.21,0.4
3853544,15511907,705.89,0.42
534914,442936,329.95,0.42
534914,15866840,1845.27,1.15
30409415,30409424,1153.46,0.05
536575,30409422,3213.19,0.21
30403571,10919767,2622.0,0.54
30409422,30409424,2605.5,0.02
30409422,30409415,1112.56,0.13
536584,30587893,1251.56,2.44
30587893,1619208224,1079.45,0.72
536652,25479302,2282.22,2.35
536652,18629762,1509.11,0.14
25479302,18627237,1841.93,1.68
25479302,28796755,1438.1,0.16
18629762,264218470,1542.73,0.22
18629762,264223496,2935.13,0.07
25599929,2526224454,921.29,0.09
264218470,264223496,1034.38,0.18
3899207524,309517759,1779.58,0.01
536663,21527849,3350.65,0.24
536663,536667,2217.33,3.39
21527849,2297622,2409.84,0.01
21527849,21552197,2490.89,0.37
21647397,2297615,1855.1,0.17
21647058,1632149359,224.09,0.28
536670,24945363,349.82,0.02
536670,2075220,4286.21,0.76
24945363,21660961,3853.34,0.03
2075220,25096430,3977.9,0.05
2075220,3869392962,1316.66,0.89
344434421,10919786,1633.38,0.23
1630023963,311941598,2094.47,0.38
3100041009,25873173,1044.91,0.42
31296012,3148489413,1038.33,0.12
536675,3148489416,1278.44,0.19
3148489416,3148489413,448.19,0.02
3148489416,31296012,1378.78,0.16
248219433,248219482,176.05,0.38
2071674,518252065,561.1,0.04
518252065,29348253,561.1,0.24
11769758,3853550,627.18,0.95
534316145,518252065,0.0,0.05
2071676,18178669,2380.02,0.93
18178669,534743,284.96,0.05
18178669,534744,2095.06,0.08
7101166877,16574525,1105.98,0.34
2287857538,5824956622,1003.25,0.09
2274921120,206133365,876.18,2.52
2072802,30151417,856.33,1.81
316507154,316507156,906.75,0.28
30151417,30151418,2143.53,0.07
2072807,1485594848,654.05,0.01
2072807,1485594778,929.62,0.13
1485594848,159725096,500.2,0.02
1485594848,11007703,1070.9,0.72
1485594778,1485594848,917.05,0.09
2072816,244038925,942.61,0.53
244038925,244038942,2286.41,0.36
2075215,25755498,695.72,0.02
2075215,2039066667,2844.66,3.79
25755498,25755497,2201.51,0.02
25755498,25755500,462.27,0.05
2039066667,25755506,2717.37,2.98
25096430,25096432,1895.73,0.02
25096430,10919799,3520.23,0.47
3869392962,25096430,1438.06,0.31
21540856,21647397,894.55,0.14
2297619,3790101104,1550.08,4.43
3790101104,21552197,0.0,0.12
3790101104,21527849,1550.08,0.09
2297622,21552199,1695.53,0.04
2297622,21527762,2215.33,0.08
21552199,21552200,2385.75,0.85
21527762,536663,3061.3,0.02
21527762,3146686054,1867.55,0.29
3411653,113794494,644.12,0.08
26165869,262185367,1512.17,0.09
113794494,15618026,654.22,0.02
113794494,26291274,1597.41,0.26
