fishnetid,CO2,CO2psqkm
0,519769.8956291422,87117.64565062185
2,1712107.5483557861,286963.0964926772
4,1189377.2830943468,199446.78330349157
6,395346.03348632134,66295.61182259697
8,1212320.6083993758,203294.15158218323
10,494036.9891971998,82845.10703951531
12,2778202.4306676243,465877.0148367171
14,3500275.9600549443,586961.5897583286
16,2883588.455954669,483549.2068714705
18,337231.4053037139,56550.36460907713
20,345795.1875637257,57986.426024534885
22,3293537.925453457,552293.6701891011
25,5194560.26993717,871076.2776800927
27,914155.0435447588,153294.74126269357
28,4221347.325078825,708224.6499028498
30,9803764.216616206,1644798.9102421822
32,3669061.270256206,615566.4136333026
34,6460264.585898792,1083852.683110532
36,7445228.358481254,1249102.204006323
38,8619907.96653651,1446180.7644983057
40,5802907.366002683,973566.4282562573
42,2164198.2389885276,363092.2599100261
44,6922163.828869887,1161346.5267703875
46,11638443.021279374,1952606.9757849025
48,16084681.380511891,2698562.0851038843
50,9716708.013849314,1630193.3011845092
53,703834.2925488477,118083.81472632394
56,3143453.754998895,527642.473857735
59,5929183.2047093045,995239.3570649652
61,7736470.259827295,1298600.4010177273
63,10802724.913183568,1813284.6677105855
65,2788794.724087831,1872445.596713052
67,3098231.3128332356,2080206.739207417
69,4515688.026993917,3032655.0415332485
71,5037740.721624392,3383256.262621675
73,13046750.755557697,2189954.229013449
75,6919691.1225145105,1161500.4472099342
77,11600367.41185098,1947172.4529474175
79,12311633.427560737,2066561.567389757
81,11682555.56902802,1960968.094924253
83,22474377.871403303,3772422.7116822796
85,17908300.936848983,3005986.709326196
87,9364476.17546589,1571868.320870647
89,6675166.697547549,1120455.952025974
90,1052185.7704871714,176613.98772446762
92,13688215.627081878,2298753.463664499
94,12334175.65788311,2071360.4890114414
97,4108952.8004094525,2760175.5155097116
99,3269276.631462156,2196664.4530122504
101,16327455.287924267,10970604.412598504
103,4231332.691993961,6395363.551215738
105,2523465.125875,3814041.122155289
107,2699195.207472647,4080311.855557588
109,5732858.8832845595,8666232.069079304
112,9157571.60418174,13845556.10215244
114,9730157.883865891,14711263.27883119
116,16628408.307891143,25140896.524496935
118,11747027.502725331,7891027.049475059
120,12715756.331438368,8541767.450755185
122,16951320.77206932,11389786.78441145
125,16144993.388124296,10845346.153289977
127,11181047.17271755,7510831.626204473
129,3965887.5223064353,2664725.297656556
131,8112005.276790313,5449212.837016502
133,8121081.502652892,5455309.761856983
135,5013942.155305596,3368925.2221808885
137,3690068.8593442137,2479399.575576118
139,17757584.365808535,2982149.73224521
141,19387412.600348447,3255857.672081884
143,7080436.528305804,1189064.9911663793
144,3503094.716341292,588298.0902786541
147,29013794.168720696,4874871.103146156
149,11233264.31479859,16986624.805651378
151,3321394.8097012863,5022519.357040326
153,13347005.535616644,20186266.921360094
155,9379728.413842836,14186080.983216532
157,3772322.4600628912,5705332.772138031
159,2636140.147645037,3987601.395300538
161,5578894.645859946,8439008.105824484
163,4917817.884512486,7439019.308450647
165,4576648.020355435,6920677.784363058
167,4340470.897105038,6563537.4137721695
169,6312814.5528922435,9546059.74475008
171,5947346.906833913,8994881.422271626
173,6842076.936995573,10348088.264300961
175,3196942.865768735,4835117.648564309
177,6538833.439137754,9891075.544233352
179,7152501.929026344,10819351.428471817
181,4488203.543162257,6789156.004127795
183,4046351.2770356475,6118778.037148435
185,5095949.111714724,7705950.217458451
187,10595211.812002804,16021779.844510343
189,7411353.497452927,11209073.042557066
191,8080994.960249789,12221851.622258388
193,9276364.424167221,14029751.304617032
195,4492605.644130185,6795814.915634318
197,5489033.957831716,8303078.836174635
199,12482733.568332344,18882215.286889747
201,22331769.723903794,3752163.4804500393
203,21869282.033824712,3674456.7226640056
205,11779432.858212866,1979169.5121990212
207,9378818.359946977,1575820.4645241715
209,5533569.948850967,929745.3509190519
210,3267369.789016499,548980.4771876755
212,1768125.03148436,297224.6351293705
214,8846985.858587997,1487192.4196481195
216,9474617.873494722,1592698.361425008
218,3296156.441171938,4986802.301359556
220,3990817.6806589854,6037765.24245941
222,11149657.409830822,16868476.42794107
224,1790551.3786893818,2709394.4234619252
226,2822357.7516742256,4270684.686522607
228,11966430.371371733,18107148.503424432
232,5262722.075601664,7964655.747024876
234,18748663.778253723,28374413.576349415
236,11264445.44999969,7574284.854991288
238,11806305.282526249,7938634.8570607295
240,6232203.496948925,4191602.7382214926
242,6332469.908578651,4259039.073658862
244,10701186.923337076,16189979.00403127
