fishnetid,CO2,CO2psqkm
0,8913602.452892048,1266540.683971894
1,13512728.429448867,7680136.237575773
2,1642327.9544223715,933438.6095745282
3,74116113.7212891,42127186.77054078
4,16863677.228348672,9585220.33289907
5,73799240.12271506,10486191.251585715
6,28894565.996032905,4105651.286681829
7,9915624.630221365,1408918.792097853
8,13053747.001846956,1855021.6560206318
9,133963773.83440182,19037116.434857152
10,88436499.96393721,12567397.130690515
11,71879957.79772489,10214605.685996735
12,25243262.162862673,3587230.3924758933
13,77626367.39646597,11032426.655980224
14,21945730.67797432,28070770.915053304
16,42080345.65035084,53824944.82003231
17,20695767.50146446,26472920.04034356
18,65886962.656077296,84279082.37597299
19,29713444.186361246,38007850.253105685
20,45242638.20733207,57874101.07739446
21,61972099.129238054,79274323.31722909
22,14853225.61094794,19000153.71327384
23,87653904.6288619,12457561.86154126
24,105653848.0924633,15015752.624993289
25,89790006.16277711,12761149.215851996
26,10695150.596056776,1520186.1328595572
27,25095094.45096962,14267855.036257038
28,53052148.97416118,30162881.929077502
29,28440585.832440212,16170835.587318908
30,30321526.877699856,17240306.820102144
31,175531782.1485492,24949717.04250836
32,109111133.05218753,15508826.165354263
33,100869525.31781022,14337381.436479878
34,71562355.06411155,10171722.111453358
35,49826768.99370593,7083057.213710213
37,24161686.530291826,30912047.94388644
38,30815927.043403544,39425369.29310504
39,9982669.569029115,12772129.142404994
40,33983649.99009927,43479708.84953134
41,39932539.730075546,51090898.16991007
42,22811131.56535685,29186331.86012234
44,23610834.240154013,30209533.518794995
45,61492642.19528878,34965614.79185297
46,20373536.383657284,11584690.455752444
47,47614106.30668974,27075579.712190747
48,27355682.571090285,15555704.422218222
49,162502963.474338,23100389.829242036
50,111239617.84903862,15813117.999995729
51,78063262.32730122,11096977.87996225
52,47719765.490652226,6784292.586785029
53,105344373.34069256,14976751.11699311
54,125147875.84267,17792204.081525374
55,57026863.381908394,32429910.111668646
56,22732613.070232034,12927531.951631913
57,13626520.486401314,7749530.424284755
58,44581118.76097456,25353701.741512172
59,110769969.46864246,15748105.108599596
60,54350926.264028385,7727041.035232626
61,22806754.875337463,3242784.5341933044
62,58856599.98849547,8368541.391405245
63,96457098.42818403,13714778.306081949
64,91001634.09494911,12939091.652558161
65,103309879.95588812,14689142.878130041
66,63965310.16952835,9094924.71315716
67,8853820.55776283,1259023.1849806276
68,46290162.866549775,6582512.92820889
69,49904680.813058205,7096501.422504617
70,76722385.017133,10910008.95188555
71,27085564.48077948,3851597.5602972712
72,16626136.472855136,2364255.2002732134
