fishnetID,carbon,CI
0,2.1992263869019566,2.0672405135242244
10,4.236334912173212,2.981933007372599
101,0.0996004782126644,2.1517418131269865
103,0.6378963185937755,2.11535061275636
105,2.9427456353575416,2.1405363565225968
107,0.8900945614469882,1.957799093447431
110,0.07948650931392301,2.5175838276314657
111,2.6817403043143386,1.9853518845969107
113,0.39307423343670317,2.114731999110586
116,1.5973040083116712,1.7361895490646655
117,0.42889601739939465,1.7512515176223598
119,0.9432252272707734,1.832722575497757
12,1.0916238120840784,1.7338013077256413
14,0.827741618329378,1.7123598015371386
16,4.218679221700119,2.9932273706923924
18,6.557719206589761,2.534615496966845
20,10.779015893685573,2.3450205712622587
22,5.195862957988827,2.7383761981056383
24,3.3947829538202807,2.695199894608673
27,1.0849105163007176,2.049450341111817
28,4.469601440627643,1.5821021028682598
3,1.7774553627603493,2.6776726346877906
30,4.312695219542521,1.677571498503023
32,3.5788780141621106,2.157219713205035
34,2.195094198146789,2.401848058821997
36,4.351793569247958,2.668656712386783
38,4.526756176356518,2.668927476652864
4,0.6532565122127278,2.558052622184037
40,4.155020170688004,2.664530647483401
42,3.4934575849146112,2.6015098927626847
44,5.0249260836696115,2.58091183550191
46,3.4601856136288998,2.9446593608312024
48,10.120679899724013,2.5703003200096926
50,10.003218074529576,2.578173150960035
52,7.239677681059084,2.5839104482309176
56,0.518149913371211,2.201859528448626
59,0.6120224918148917,2.0141095622621195
6,3.5468058988525146,2.0281181306037683
61,5.179307469602818,1.786387667000017
63,8.758285419938577,2.1710439543263194
65,10.755234930775112,2.698902779943165
67,2.7536819650032482,3.1526109689398263
69,7.032000921735926,2.7804602612435203
71,2.396242039475867,2.8033920621510955
73,4.96021705098562,3.1708471528752824
75,16.15137381280081,2.9934706921017953
77,5.128097272687768,2.4689829987421996
8,4.83023474716218,2.4834858153074357
80,3.7167167451966248,2.5264615816297713
82,0.0,2.374649321308041
84,0.0,1.8925279204037695
86,0.9087596121788099,2.286624804250126
88,0.785766671388183,2.176903425122176
89,10.286584225527452,2.212126328129209
91,6.301697879175843,2.655942026760913
93,1.971891368721815,2.2224641864338954
95,0.20140259420144446,2.01662430400396
97,4.243667404211936,2.0907904690842374
99,3.742094139611576,2.087167966072072
