origin,destination,TT,FFTT,Average Trip Length
105,8,19.95466129380156,16.415345000000002,15036.863200000002
105,10,21.715549087160333,17.073869000000002,16199.868199999997
105,12,26.763792776997064,25.02561440000001,17351.0492
105,14,14.94785262000011,14.850338878571428,21908.470000000005
105,16,14.775104486690465,12.897675142857139,14030.274800000003
105,18,16.04283307643781,13.567844599999995,14281.108199999999
105,20,15.367968035192693,12.243631400000002,11560.4352
105,22,17.27434639514191,14.283665,13531.076200000001
105,24,16.664666353397518,14.204920999999999,13044.835199999998
105,27,24.527411813662283,22.253429599999997,18439.7522
105,28,12.40846435852953,12.342643307142856,19278.125999999997
105,30,12.02446911571805,11.958649592857142,18823.120000000003
105,32,14.126881473005021,12.114409542857143,13573.4042
105,34,12.728564830340613,10.750704342857142,12645.548
105,36,13.047078996750827,11.097453799999998,12795.372600000002
105,38,9.187806720428334,8.500286742857142,11072.457
105,40,11.615585206180263,10.36634214285714,11982.349400000003
105,42,13.888023184996092,10.764057799999998,12971.330800000002
105,44,14.884893749074184,12.220723399999997,12747.0126
105,46,12.409916327207862,10.110949399999999,12295.149800000003
105,48,10.205705203485804,8.974865000000001,9264.8282
105,50,11.732759055338303,8.8110218,8699.9272
105,52,13.881271401814159,10.7596142,10323.7542
105,56,19.135638646407266,17.1555478,14621.292200000002
105,59,26.115468801073412,23.838208599999998,18811.8402
105,61,14.420469114022183,14.117988942857142,15840.572000000004
105,63,9.089268348871261,8.861957342857142,12204.313
105,65,8.00728304869578,7.7327897428571415,9472.349999999999
105,67,10.776628463624936,8.628497,10854.027000000002
105,69,7.939559751713391,7.333230200000001,7896.799200000003
105,71,8.330979380064038,7.6003694,8119.4152
105,73,6.718612769790047,6.1490402,6844.854600000001
105,75,4.406319993813694,4.3007246,5143.2042
105,77,7.701437505860529,6.920828599999999,7326.624200000001
105,80,15.366310395162207,13.390357400000001,12717.8982
105,82,19.10709580736922,16.943677599999997,15836.210200000001
105,84,32.868555052021584,30.5910136,22213.410200000002
105,86,15.431265617799161,15.097432542857142,18181.087
105,88,11.991659417731878,11.658396942857141,15315.223999999998
105,89,5.211252744387894,5.107417742857142,7914.455199999999
105,91,4.5651831226957444,4.481119542857142,5660.1482000000005
105,93,1.2202066444917945,1.21845,2621.8136000000004
105,95,3.5271792460672113,3.4647229428571418,6083.445
105,97,3.193581132539487,3.131183142857142,5715.646000000001
105,99,2.537976398221147,2.475756942857142,4495.4246
105,101,1.8141050850671343,1.8141048000000006,2862.36
105,103,0.4220436002584741,0.4220436,1702.309
105,107,1.7982450024131231,1.7912351999999998,2602.8854
105,110,3.785992979439439,3.7476565714285712,4749.108999999999
105,111,0.9299560808452092,0.9050442857142856,2536.3633999999997
105,113,0.6876617316460968,0.6704682857142856,1831.9668000000001
105,116,9.993735042347854,9.986220800000002,6712.959400000002
105,117,9.687509472504406,9.665984199999999,9913.300599999999
105,119,5.914404701991563,5.893862199999999,6221.536599999999
107,0,25.7226783132901,22.580050600000003,19036.947000000004
107,3,22.112660661027395,17.983146599999998,20194.754000000004
107,4,20.98147938768417,18.372160485714282,15830.757999999998
107,6,26.985484150139605,23.8514826,20080.936000000005
107,8,22.01894394646956,18.473347,15174.919000000002
107,10,23.779831739828328,19.131870999999997,16337.923999999997
107,12,28.828075429665063,27.083616400000004,17489.105
107,14,17.854665577224402,17.74861487857143,23397.975000000006
107,16,17.681917443914756,14.998586200000002,17094.440000000002
107,18,18.1071157291058,15.625846599999996,13240.717
107,20,17.432250687860687,14.3016334,11698.491
107,22,19.33862904780991,16.341667,13669.132000000001
107,24,18.728949006065513,16.262922999999997,13182.890999999996
107,27,26.59169446633029,24.311431599999995,18577.808
107,28,15.315277315753821,15.240919307142857,20767.631
107,30,14.931282072942341,14.856925592857143,20312.625000000004
107,32,17.033694430229314,15.012685542857145,16234.687000000004
107,34,15.635377787564906,13.648980342857145,15098.266000000001
107,36,15.953891953975118,13.1554558,15906.324000000002
107,38,12.094619677652625,11.398562742857145,13457.67
107,40,14.522398163404555,13.016480200000002,14947.472000000002
107,42,16.794836142220383,12.8220598,12686.795
107,44,16.949176401742182,14.278725399999999,11929.278000000002
107,46,15.316729284432153,12.168951400000001,15515.041000000003
107,48,12.2699878561538,11.032867,9176.377
107,50,13.7970417080063,10.869023799999999,8837.983
107,52,15.945554054482157,12.817616199999998,10461.809999999998
107,56,21.19992129907527,19.2135498,14759.348000000002
107,59,28.179751453741417,25.896210599999996,18949.896000000004
107,61,17.327282071246472,17.01626494285714,17330.076999999997
107,63,11.996081306095551,11.760233342857143,13693.817999999997
107,65,10.914096005920069,10.631065742857144,11973.985999999997
107,67,13.683441420849228,10.686499000000001,8887.737000000003
107,69,10.003842404381388,9.391232200000001,7808.348000000001
107,71,10.480552442343878,9.658371400000002,8030.964000000001
107,73,8.782895422458045,8.2070422,6821.523000000001
107,75,6.470602646481693,6.3587266,5281.26
107,77,9.765720158528525,8.9788306,7464.68
107,80,17.43059304783021,15.4483594,12855.954
107,82,21.171378460037225,19.001679599999996,15974.266000000001
107,84,34.93283770468959,32.6490156,22351.466000000004
107,86,18.33807857502345,17.995708542857145,19670.592000000004
107,88,14.898472374956167,14.556672942857142,16804.729
107,89,8.118065701612187,8.005693742857144,10160.771999999999
107,91,7.471996079920036,7.379395542857144,7939.752999999999
107,93,3.2844892971597925,3.276452,2476.84
107,95,6.433992203291503,6.362998942857144,7572.950000000001
107,97,6.100394089763778,6.029459142857144,7205.151000000001
107,99,5.4447893554454385,5.374032942857144,6112.774
107,101,5.352615166823923,5.335763000000002,4740.116
107,103,3.960553682015263,3.9437018000000013,3580.0650000000005
107,105,1.8050878675022939,1.7912352000000011,1258.39
107,110,6.692805936663731,6.645932571428574,6083.233
107,111,3.8367690380695008,3.803320285714287,3685.9520000000007
107,113,2.598690479046035,2.5855954,2449.4235000000003
107,116,7.398065746179979,7.398023200000001,3915.8549999999996
107,117,8.007122001294626,7.994278799999999,7429.554999999999
107,119,4.234017230781783,4.2221568,3737.7909999999993
110,0,26.808330067171276,24.161793685714283,23981.310500000003
110,3,20.84003338243126,18.348298342857145,18879.016500000005
110,4,20.436586245182465,18.824480371428564,19218.209500000004
110,6,28.07113590402078,25.407389685714282,25025.299500000005
110,8,25.14576058717779,20.967037285714287,22576.091500000002
110,10,27.717588616325614,21.625561285714284,20580.734499999995
