,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,capacity,geometry
16,33004488,primary,3,10.668,50,???? Waterloo Road,1,250489279,1151084822,900,"LINESTRING (114.1707174 22.3129765, 114.1706208 22.3129416)"
17,33004488,primary,3,224.562,50,??? Nathan Road,1,102640426,1183787463,900,"LINESTRING (114.1707174 22.3129765, 114.1707292 22.3129197, 114.170796 22.3125986, 114.1708204 22.3124781, 114.170927 22.311942, 114.1709494 22.3118209, 114.1709593 22.3117677, 114.171032 22.3113755, 114.1711037 22.3109889)"
18,1151084876,primary,3,8.795,50,??? Nathan Road,1,102640417,33004488,900,"LINESTRING (114.1707014 22.3130542, 114.1707174 22.3129765)"
19,1636641362,primary,3,533.647,50,???? Waterloo Road,1,"[102640466, 697558563, 679022941, 679022942]",33004488,900,"LINESTRING (114.1740025 22.3164606, 114.1739348 22.3163769, 114.173907 22.3163425, 114.1738887 22.3163198, 114.1734976 22.3157738, 114.1729417 22.3150076, 114.1728984 22.3149331, 114.1728818 22.3149041, 114.1728381 22.3148261, 114.1725485 22.3145167, 114.1724673 22.3144083, 114.172208 22.3140621, 114.1721414 22.3139741, 114.1721181 22.3139433, 114.1720621 22.3138707, 114.1718369 22.313568, 114.1717153 22.3133995, 114.1716702 22.313337, 114.1715945 22.3132322, 114.1715435 22.3131773, 114.1714999 22.3131428, 114.1714641 22.3131194, 114.1714118 22.3131014, 114.1713658 22.3130867, 114.1712912 22.313074, 114.1709002 22.3130076, 114.1708505 22.3129991, 114.1707174 22.3129765)"
20,33004530,primary,2,364.505,50,"['????? Kowloon Park Drive', '??? Canton Road']",1,"[85485977, 37663945, 85485980, 102821037]",33004534,900,"LINESTRING (114.16936 22.2988324, 114.1693019 22.2990689, 114.1692121 22.2992686, 114.169139 22.2994052, 114.169047 22.2995343, 114.1688403 22.2997839, 114.1685227 22.3001633, 114.1684202 22.3002743, 114.1683559 22.3003569, 114.1682218 22.3006351, 114.1681065 22.301113, 114.1680443 22.3014399, 114.1679559 22.3017739)"
21,33004530,primary,2,122.50800000000001,50,????? Kowloon Park Drive,1,245457434,988059453,900,"LINESTRING (114.16936 22.2988324, 114.1691362 22.2992495, 114.1689886 22.2994738, 114.1687784 22.2997137, 114.1687366 22.2997655)"
22,1158360166,primary,2,340.24800000000005,50,????? Kowloon Park Drive,1,"[709674331, 40744588, 85201013]",33004530,900,"LINESTRING (114.1703027 22.2959039, 114.1702447 22.2960437, 114.1702106 22.2961666, 114.1702053 22.2962681, 114.1700406 22.2968153, 114.1699347 22.2971624, 114.1699015 22.2972715, 114.1698352 22.2974526, 114.1695198 22.2983283, 114.1694526 22.2985457, 114.1693979 22.2987256, 114.16936 22.2988324)"
23,33004534,primary,4,130.45299999999997,50,??? Canton Road,1,102821071,4844962258,900,"LINESTRING (114.1679559 22.3017739, 114.1679415 22.3019942, 114.1679584 22.3022662, 114.1680083 22.3025617, 114.1680243 22.3027203, 114.1680214 22.3028369, 114.1680187 22.3029419)"
24,3610003009,primary,1,147.813,50,??? Canton Road,1,832141433,33004534,900,"LINESTRING (114.1682 22.3004682, 114.1681597 22.3005816, 114.1681204 22.3006921, 114.1680967 22.3008211, 114.1680541 22.3010539, 114.1679772 22.3014733, 114.1679559 22.3017739)"
25,33004677,primary,4,26.900999999999996,50,????? Salisbury Road,1,778014089,1649048065,900,"LINESTRING (114.1784306 22.2977634, 114.1785062 22.2978272, 114.1786279 22.2979221)"
26,990625876,primary_link,1,84.023,50,????? Salisbury Road,1,85460169,33004677,900,"LINESTRING (114.179117 22.2981203, 114.1789529 22.2980108, 114.1787792 22.297867, 114.1786912 22.2977969, 114.1786369 22.2977772, 114.1785709 22.2977733, 114.1784306 22.2977634)"
27,5120437769,primary,4,162.515,50,????? Salisbury Road,1,244583098,33004677,900,"LINESTRING (114.1772641 22.2967779, 114.1777847 22.2972178, 114.1783779 22.2977189, 114.1784043 22.2977412, 114.1784306 22.2977634)"
28,33476495,primary,2,12.848,50,???? Austin Road,1,149524414,1187353069,900,"LINESTRING (114.1680149 22.3030252, 114.1681395 22.303033)"
29,33476495,primary,3,169.953,50,??? Canton Road,1,102826316,33476497,900,"LINESTRING (114.1680149 22.3030252, 114.1679824 22.3031905, 114.1678933 22.3035777, 114.1677222 22.304146, 114.1675837 22.304498)"
30,4844962258,primary,4,9.271,50,??? Canton Road,1,636302493,33476495,900,"LINESTRING (114.1680187 22.3029419, 114.1680149 22.3030252)"
31,5137163580,primary,5,89.31299999999999,50,????? Austin Road West,1,"[784464009, 784464002, 621378919]",33476495,900,"LINESTRING (114.1671495 22.3029632, 114.1672502 22.3029721, 114.1673698 22.3029826, 114.167812 22.3030173, 114.1679363 22.3030228, 114.1680149 22.3030252)"
32,33476497,primary_link,1,46.577,50,??? Wui Cheung Road,1,102821039,420041549,900,"LINESTRING (114.1675837 22.304498, 114.1674465 22.3045951, 114.1673565 22.3046361, 114.167179 22.304662)"
33,33476497,primary,3,35.955,50,??? Canton Road,1,102826316,420041599,900,"LINESTRING (114.1675837 22.304498, 114.1675001 22.3046387, 114.1674129 22.3047801)"
34,33476500,primary,3,15.411,50,??? Canton Road,1,102674713,1185400508,900,"LINESTRING (114.1668472 22.3058563, 114.1668548 22.305929, 114.1668686 22.3059933)"
35,33476500,primary,2,111.208,50,??? Jordan Road,1,102674741,2754770542,900,"LINESTRING (114.1668472 22.3058563, 114.1659937 22.3060594, 114.1657998 22.3061037)"
36,1185808523,primary,2,17.496000000000002,50,??? Jordan Road,1,102674686,33476500,900,"LINESTRING (114.1670143 22.305827, 114.1669511 22.3058386, 114.1668472 22.3058563)"
37,1187353106,primary,3,78.846,50,??? Canton Road,1,106436297,33476500,900,"LINESTRING (114.1671366 22.3052065, 114.1669382 22.3055433, 114.1668727 22.3057111, 114.1668686 22.3057347, 114.1668472 22.3058563)"
38,33476502,primary_link,1,83.563,50,,1,26379337,484141119,900,"LINESTRING (114.1676752 22.3085728, 114.1676693 22.3086919, 114.1676372 22.3087669, 114.167588 22.3088348, 114.1675302 22.3088818, 114.1675061 22.3088973, 114.1674752 22.3089195, 114.1674456 22.3089288, 114.1674068 22.3089429, 114.1673485 22.3089491, 114.1671178 22.3089421)"
39,33476502,primary,3,67.839,50,??? Ferry Street,1,30150876,1171655919,900,"LINESTRING (114.1676752 22.3085728, 114.1677097 22.3087148, 114.1677249 22.3088535, 114.1677257 22.3089732, 114.1677135 22.309019, 114.1677038 22.3090557, 114.1676623 22.3091699)"
40,1185808508,primary,3,40.345,50,??? Ferry Street,1,832141436,33476502,900,"LINESTRING (114.1675851 22.3082197, 114.1676414 22.3084304, 114.1676752 22.3085728)"
41,33476508,primary_link,2,43.393,50,????? Salisbury Road,1,33613791,1158360142,900,"LINESTRING (114.175298 22.2954297, 114.1753642 22.2955067, 114.1754117 22.2955492, 114.1756329 22.2956557)"
42,33476508,secondary,2,27.875,50,???? Chatham Road South,1,103020557,441549980,700,"LINESTRING (114.175298 22.2954297, 114.1753105 22.2953004, 114.1753533 22.2951862)"
43,759630064,primary_link,2,10.735,50,????? Salisbury Road,1,103020660,33476508,900,"LINESTRING (114.1752103 22.2953774, 114.175298 22.2954297)"
44,1158360169,secondary,3,43.649,50,???? Chatham Road South,1,103020380,33476508,700,"LINESTRING (114.1753544 22.2958182, 114.1753023 22.2955267, 114.1753013 22.2955037, 114.175298 22.2954297)"
45,33476510,primary_link,1,54.611,50,,1,100220095,1158360153,900,"LINESTRING (114.1749663 22.2952856, 114.1750251 22.2953574, 114.1750794 22.2954306, 114.1751066 22.295488, 114.1751444 22.2955822, 114.1752085 22.295719)"
46,33476510,primary_link,2,27.19,50,????? Salisbury Road,1,441937731,759630064,900,"LINESTRING (114.1749663 22.2952856, 114.1750708 22.2953151, 114.175163 22.2953531, 114.1752103 22.2953774)"
47,1158360124,primary_link,3,35.431,50,????? Salisbury Road,1,102821102,33476510,900,"LINESTRING (114.1746487 22.2951624, 114.1749663 22.2952856)"
48,34971938,trunk_link,1,316.587,50,?????? Gascoigne Road Flyover,1,30150635,332246178,1200,"LINESTRING (114.1685479 22.3090741, 114.1681791 22.3091566, 114.1680115 22.3092379, 114.1679186 22.3093008, 114.1678451 22.3093506, 114.1676729 22.3095062, 114.1675631 22.3096428, 114.167441 22.3097947, 114.167313 22.3100536, 114.1672047 22.3103962, 114.167115 22.3109367, 114.1670821 22.3111086, 114.1670471 22.3112907)"
49,34971938,trunk,1,598.336,50,?????? Gascoigne Road Flyover,1,"[30150778, 101205475, 890077783]",332248700,1200,"LINESTRING (114.1685479 22.3090741, 114.1682457 22.3091673, 114.1680646 22.3092591, 114.1680157 22.3092959, 114.1679167 22.3093704, 114.1677803 22.309542, 114.16775 22.3095801, 114.1676201 22.3097509, 114.167545 22.3098689, 114.1674067 22.3101984, 114.167343 22.3104808, 114.1672416 22.3109849, 114.1671556 22.3114499, 114.1670468 22.3119627, 114.1669658 22.3123658, 114.1669398 22.3125377, 114.1667098 22.3139013)"
50,5026796433,trunk,1,982.7270000000003,50,?????? Gascoigne Road Flyover,1,"[514558697, 452590573, 452590574, 452590575]",34971938,1200,"LINESTRING (114.1771029 22.3061954, 114.1760682 22.3065511, 114.1753708 22.3067744, 114.1737521 22.3072744, 114.1732545 22.3074711, 114.1730064 22.307592, 114.1728327 22.3076975, 114.1725464 22.307901, 114.1723305 22.3080958, 114.1718122 22.3086975, 114.1716673 22.3088669, 114.1715352 22.308968, 114.1714105 22.3090462, 114.1712791 22.3091002, 114.1711403 22.3091324, 114.1709686 22.3091411, 114.1706883 22.3090696, 114.1702379 22.308995, 114.1699469 22.3089531, 114.1697166 22.3089209, 114.1695938 22.3089101, 114.1694711 22.3089055, 114.1693378 22.3089095, 114.1692045 22.3089249, 114.1690708 22.3089432, 114.1685479 22.3090741)"
51,50060656,primary,2,286.65,50,??? Tai Po Road,1,"[283910385, 99713770, 795937018]",574307497,900,"LINESTRING (114.1594836 22.3426251, 114.1595671 22.3425661, 114.1596475 22.3425036, 114.1597246 22.3424376, 114.1597982 22.3423683, 114.1598584 22.3422879, 114.1599069 22.3422007, 114.1599454 22.3421093, 114.1599732 22.3420146, 114.160046 22.3417192, 114.1600984 22.341534, 114.1601503 22.3414343, 114.1602184 22.3413432, 114.1603009 22.341263, 114.1603959 22.3411957, 114.1606022 22.3410865, 114.1612119 22.3407836)"
52,1266044690,primary,2,318.731,50,??? Tai Po Road,1,795937033,50060656,900,"LINESTRING (114.1565499 22.3434491, 114.1567448 22.3433726, 114.156961 22.3432788, 114.1570698 22.3432412, 114.1571783 22.343212, 114.1574121 22.3431592, 114.1587502 22.3429448, 114.1589513 22.3428961, 114.1591434 22.3428331, 114.1593223 22.3427411, 114.1594836 22.3426251)"
53,5843309109,trunk_link,1,234.50199999999998,50,??? Lung Cheung Road,1,"[494471011, 151705903]",50060656,1200,"LINESTRING (114.1572725 22.3429061, 114.1575404 22.3429525, 114.1578416 22.3429564, 114.1579421 22.342955, 114.1580568 22.342949, 114.1581461 22.3429432, 114.1584529 22.3429155, 114.1585511 22.3429071, 114.1587532 22.3428873, 114.1588702 22.3428695, 114.1589868 22.3428441, 114.1592059 22.3427745, 114.1594836 22.3426251)"
54,5084246001,primary,3,3046.4340000000007,70,"['??? Tai Po Road', '????????? Tai Po Road ? Sha Tin Heights', ""????????? Tai Po Road ? Piper's Hill""]",0,"[171480865, 87080068, 87080069, 684771601, 791012305, 592538834, 111048469, 684771609, 684771610]",50060666,900,"LINESTRING (114.1656032 22.3638129, 114.1654563 22.3637584, 114.165183 22.3636706, 114.1650404 22.3636268, 114.1649046 22.3635872, 114.1647875 22.3635499, 114.1646878 22.3635123, 114.164609 22.3634687, 114.1645575 22.3634383, 114.1645196 22.3634087, 114.1644888 22.3633826, 114.1644393 22.3633272, 114.1643591 22.3632272, 114.1642286 22.363043, 114.1640653 22.3627833, 114.1639209 22.3625764, 114.1637765 22.3624162, 114.1636766 22.3623173, 114.1635515 22.3622246, 114.1634516 22.36216, 114.1631233 22.3619732, 114.1630082 22.3618988, 114.1628451 22.3617706, 114.1623132 22.3612362, 114.1620258 22.3609463, 114.1617339 22.3606288, 114.1616559 22.3605099, 114.1615853 22.3603721, 114.161475 22.3601094, 114.161428 22.3600066, 114.1612541 22.359696, 114.1612024 22.3596159, 114.1611764 22.3595734, 114.1609978 22.3593113, 114.1607517 22.3589512, 114.1606121 22.3587917, 114.1604987 22.3586655, 114.1602644 22.3584151, 114.1602142 22.3583672, 114.1601559 22.3583117, 114.1599903 22.3581544, 114.159895 22.3580555, 114.1598146 22.3579507, 114.1597489 22.3578266, 114.1596639 22.3576914, 114.1579125 22.354377, 114.1577669 22.3541321, 114.1575813 22.3538412, 114.1575167 22.3537468, 114.1574292 22.3536436, 114.1573304 22.3535474, 114.1572105 22.3534669, 114.1570982 22.3534079, 114.15697 22.3533605, 114.1568101 22.3533159, 114.1566578 22.3532671, 114.1564791 22.3531948, 114.1563178 22.3530916, 114.1562333 22.3530121, 114.1561504 22.3529033, 114.1560835 22.3527856, 114.155986 22.3525728, 114.1559438 22.3524793, 114.1558985 22.3523984, 114.1558473 22.3523259, 114.1557915 22.3522575, 114.1557323 22.3521917, 114.1556919 22.3521487, 114.1556241 22.3520776, 114.155458 22.3519074, 114.1553092 22.3517431, 114.1552083 22.3516411, 114.1551284 22.351551, 114.1550238 22.3514417, 114.1545348 22.350887, 114.1545039 22.3508519, 114.1544219 22.3507608, 114.1544014 22.3507381, 114.1543214 22.3506321, 114.1542611 22.3505079, 114.1542209 22.3503554, 114.1540915 22.3499189, 114.1540651 22.3498546, 114.1540446 22.3498048, 114.153999 22.3497168, 114.1539561 22.3496363, 114.1539427 22.3496113, 114.1538925 22.3495424, 114.1538768 22.3495156, 114.1537281 22.3493877, 114.1537092 22.3493701, 114.1536198 22.3493047, 114.1535523 22.3492553, 114.1533651 22.3491357, 114.1529576 22.3488801, 114.1526518 22.3486953, 114.1525417 22.3486268, 114.1520912 22.3483344, 114.1519437 22.3482203, 114.1519046 22.3481868, 114.1518364 22.3481285, 114.1517573 22.3480305, 114.1517063 22.3479647, 114.1516752 22.3479071, 114.1514858 22.3475557, 114.1512614 22.3472196, 114.151128 22.3469366, 114.1511003 22.3468381, 114.1510912 22.3467379, 114.1510897 22.3465124, 114.1511684 22.3459342, 114.15117 22.345798, 114.1511603 22.345681, 114.1511353 22.3456109, 114.1510915 22.3455309, 114.1510385 22.3454338, 114.1507525 22.3450876, 114.1507134 22.3449945, 114.1507013 22.344943, 114.150689 22.3448906, 114.1506876 22.3448413, 114.150688 22.3448253, 114.1506899 22.3447429, 114.1507386 22.3446058, 114.1507823 22.34454, 114.1507923 22.3445232, 114.1509452 22.3443824, 114.1512148 22.3441716, 114.151426 22.3440142, 114.1515608 22.3439136, 114.1517995 22.3437895, 114.151943 22.3437374, 114.1520919 22.3437126, 114.1522206 22.3436965, 114.152286 22.3436984, 114.152348 22.3437002, 114.1524728 22.3437163, 114.1533557 22.3438394)"
55,50060666,primary,2,342.202,50,??? Tai Po Road,1,"[602875336, 602875331, 602875324, 111048495]",1266044690,900,"LINESTRING (114.1533557 22.3438394, 114.1536403 22.3439162, 114.153811 22.3439368, 114.1539283 22.3439566, 114.1539648 22.3439626, 114.1543794 22.3439787, 114.1544413 22.3439837, 114.1546435 22.3439891, 114.1548457 22.3439834, 114.1550472 22.3439666, 114.1552473 22.3439389, 114.1554452 22.3439002, 114.1556403 22.3438507, 114.1558319 22.3437907, 114.1560193 22.3437202, 114.1562019 22.3436396, 114.156379 22.3435491, 114.1565499 22.3434491)"
56,1266044588,primary,2,347.511,50,??? Tai Po Road,1,111048499,50060666,900,"LINESTRING (114.1565935 22.3433392, 114.1564628 22.343437, 114.156293 22.3435339, 114.1561312 22.3436119, 114.1559612 22.3436797, 114.1557732 22.3437436, 114.1556987 22.3437619, 114.1556101 22.3437896, 114.1554809 22.3438197, 114.155458 22.3438293, 114.1553143 22.3438574, 114.1551525 22.3438818, 114.1549272 22.343906, 114.1546328 22.3439239, 114.1544558 22.3439213, 114.1542927 22.3439111, 114.154055 22.3438881, 114.1539361 22.3438715, 114.1537992 22.3438536, 114.153624 22.343848, 114.1533557 22.3438394)"
57,165996965,primary,4,135.89499999999998,50,???? Connaught Road Central,1,16281867,274242065,900,"LINESTRING (114.1609808 22.2819475, 114.1610634 22.2819266, 114.1615344 22.28181, 114.1616503 22.2817842, 114.1621573 22.2816441, 114.1622522 22.2816173)"
58,984409370,secondary,3,131.981,50,???? Connaught Road Central,1,"[284649761, 284650857, 284650863]",165996965,700,"LINESTRING (114.1597813 22.2823675, 114.1598051 22.2823576, 114.1598882 22.2823244, 114.1601185 22.2822444, 114.1604467 22.2821283, 114.1605732 22.2820835, 114.1609808 22.2819475)"
59,4860173835,primary,2,455.068,50,"['??????? Pedder Street Underpass', '???? Connaught Road Central']",1,"[28275393, 26805355, 25608021]",165996965,900,"LINESTRING (114.1573177 22.2840162, 114.157467 22.2837698, 114.1576274 22.2835753, 114.1577174 22.2834792, 114.1578162 22.2833811, 114.1579601 22.2832502, 114.1582291 22.2830275, 114.1584137 22.2828982, 114.1585835 22.2827981, 114.1588251 22.2826819, 114.1590114 22.2826023, 114.1596364 22.2823452, 114.1602891 22.2821133, 114.1609808 22.2819475)"
60,165997300,secondary,2,18.622,50,??? Harcourt Road,1,690764845,6481253417,700,"LINESTRING (114.1634578 22.281177, 114.1636281 22.2811203)"
61,165997300,secondary,3,60.149,50,??? Cotton Tree Drive,1,16278489,1001584084,700,"LINESTRING (114.1634578 22.281177, 114.1637029 22.2809773, 114.1638073 22.2808613, 114.1638258 22.2807752)"
62,2496630039,secondary,2,84.493,50,??? Harcourt Road,1,722645934,165997300,700,"LINESTRING (114.1627316 22.2815314, 114.1629297 22.2814395, 114.1632 22.2813111, 114.1634578 22.281177)"
63,165997863,secondary,4,66.653,50,??? Queensway,1,242113667,165997979,700,"LINESTRING (114.1663182 22.278107, 114.166963 22.2780496)"
64,165997863,secondary_link,1,61.913000000000004,50,??? Justice Drive,1,"[741593490, 26321475]",288373551,700,"LINESTRING (114.1663182 22.278107, 114.1664909 22.2781512, 114.1666278 22.2782083, 114.1666777 22.2782426, 114.1667131 22.2782669, 114.1668466 22.2783584)"
