From,To,Volume,EstimatedTT
442874,26384674,1425.5,0.57
442928,1803689295,0.0,0.03
26384674,264670999,421.17,0.36
26384674,534589,1004.33,0.53
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,312.72,0.32
15866840,1803689315,1323.83,0.55
264670999,534589,176.88,0.33
534589,534591,1181.2,0.37
534591,534626,1119.26,0.66
8083440,534911,1175.54,0.04
534626,534624,0.0,0.07
534626,534625,1119.26,0.08
534608,30409417,935.57,0.86
30436919,30436908,694.32,1.3
30409417,30409422,427.39,0.02
30409417,30403571,1752.59,0.19
534624,534608,671.52,1.22
534625,30436908,1119.26,0.02
534625,534624,671.52,0.07
30436908,30436907,1190.56,0.02
30436908,534628,623.02,0.37
534628,534629,788.03,0.22
534629,3595409680,1001.33,0.63
11769656,11769730,688.93,0.19
3595409680,3855350,907.82,0.01
3595409680,7128283652,93.51,0.04
3160432771,30409397,291.7,0.15
30409405,30409419,858.83,0.72
534736,140605768,1585.03,0.11
534306820,2021890013,1347.58,0.19
140605768,534324288,1585.03,0.4
534329195,2021890013,713.95,0.02
534329195,534306820,1585.03,0.24
3853550,3564765835,204.44,0.4
534742,534770,1113.64,0.54
534770,29138173,1876.79,0.08
534743,534744,553.56,0.07
534744,534747,1653.58,0.05
247994358,534742,531.71,0.06
534747,277692998,128.07,0.01
534747,2287846802,1525.51,0.32
277692998,288154283,1466.47,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1525.51,0.09
534749,25235133,2020.69,0.06
534749,7095690293,179.82,0.73
25235133,25235132,849.1,0.01
25235133,534751,1171.59,0.79
7095690293,7095690318,657.44,0.01
534751,534754,784.21,0.86
534754,3098430373,784.21,0.16
29510455,25235132,967.11,0.67
3098430373,16574394,329.9,0.02
3098430373,2260849842,1092.42,0.71
534758,25873172,1041.44,0.02
534758,2202559858,1303.29,0.63
25873172,25873173,1709.25,0.02
25873172,3100041009,695.58,0.23
2202559858,25873172,1363.39,0.63
534769,546378258,1151.1,0.57
534769,534770,763.15,0.04
546378258,247994363,790.93,0.04
546378258,290077155,360.17,0.24
29138173,1775338888,238.88,0.09
29138173,534773,1637.91,0.66
534773,2544089666,2309.09,0.03
534773,335716508,618.54,0.26
2544089666,2544089665,1740.83,0.05
2544089666,16574602,568.26,0.03
335716508,534799,618.54,0.5
534774,534804,453.43,0.15
244038933,534778,568.26,0.08
534804,18630111,2634.24,0.65
534804,16574613,170.44,0.05
534778,244038915,965.84,0.02
534778,30058360,802.34,0.22
244038915,534787,1441.35,0.21
244038915,244038942,475.9,0.02
30058360,30056676,1033.04,0.77
30058360,30056684,333.8,0.02
534787,244038955,477.81,0.05
534787,244038923,963.54,0.19
244038955,244038925,918.36,0.05
244038955,2072816,477.81,0.32
244038923,244038955,918.36,0.09
534790,30261537,465.3,0.04
534790,30409389,1343.86,0.03
30261537,30409389,328.51,0.05
30409389,30409397,1484.18,0.05
30409389,3160432771,188.19,0.18
534796,534790,502.5,0.05
534796,3160432775,1110.27,0.32
3160432775,534790,1306.67,0.16
534799,1501721437,143.79,0.02
534799,11769597,700.93,0.43
1501721437,18630516,820.82,0.01
1501721437,2071676,230.79,0.32
11769597,7128283648,832.35,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2116.86,0.03
18630111,35711189,978.63,0.89
16574613,534773,1493.78,0.04
16574613,16574619,173.48,0.14
534806,280008531,657.34,0.02
534806,2287864441,2358.41,0.3
280008531,18630070,183.16,0.03
280008531,31197353,474.18,0.04
2287864441,280221322,830.36,0.08
2287864441,24969587,1528.04,0.05
24669567,976932104,404.34,0.1
1854526402,27318980,562.51,0.03
27318980,27318981,655.87,0.05
534908,534911,0.94,0.05
534911,534914,1176.48,0.28
3853544,15511907,325.61,0.33
