gridID_lat,gridID_lon,inner_gridID_lat,inner_gridID_lon,oneway,lanelength,fishnetID,osmid,y,x,street_count,lon,lat,highway,nodeID,geometry,lanecapacity
10,10,None,None,False,20594.211,63,2916398205,38.374848,26.1260551,3,26.1260551,38.374848,,55,POINT (26.1260551 38.374848),4200.0
10,11,None,None,False,3260.807,65,3980634482,38.3826884,26.1377941,2,26.1377941,38.3826884,,190,POINT (26.1377941 38.3826884),5400.0
10,11,None,None,False,3260.807,65,3980687542,38.3942469,26.1361625,3,26.1361625,38.3942469,,321,POINT (26.1361625 38.3942469),5400.0
10,11,None,None,False,3260.807,65,9783972302,38.3845981,26.1370809,2,26.1370809,38.3845981,,320,POINT (26.1370809 38.3845981),5400.0
11,10,None,None,False,26084.533000000018,68,1837501419,38.3953793,26.1286705,4,26.1286705,38.3953793,,183,POINT (26.1286705 38.3953793),5600.0
11,10,None,None,False,26084.533000000018,68,3409128252,38.4049362,26.1211601,2,26.1211601,38.4049362,,170,POINT (26.1211601 38.4049362),2800.0
11,10,None,None,False,26084.533000000018,68,2916319151,38.3981807,26.1287869,3,26.1287869,38.3981807,,35,POINT (26.1287869 38.3981807),4000.0
11,10,None,None,False,26084.533000000018,68,3980689115,38.4134781,26.1351014,2,26.1351014,38.4134781,,36,POINT (26.1351014 38.4134781),5400.0
13,4,None,None,False,22870.377999999993,72,9770768346,38.4549011,25.9732683,4,25.9732683,38.4549011,,428,POINT (25.9732683 38.4549011),5600.0
13,4,None,None,False,22870.377999999993,72,9770768319,38.4549578,25.9732949,4,25.9732949,38.4549578,,429,POINT (25.9732949 38.4549578),5600.0
14,3,None,None,False,10555.66,76,9784143141,38.4733311,25.9337371,4,25.9337371,38.4733311,,499,POINT (25.9337371 38.4733311),5600.0
14,3,None,None,False,10555.66,76,9784646175,38.4674669,25.9467533,1,25.9467533,38.4674669,,518,POINT (25.9467533 38.4674669),1400.0
14,3,None,None,False,10555.66,76,9784655857,38.4797912,25.923399,4,25.923399,38.4797912,,529,POINT (25.923399 38.4797912),5200.0
14,3,None,None,False,10555.66,76,9837102189,38.4711982,25.9363552,1,25.9363552,38.4711982,,496,POINT (25.9363552 38.4711982),1400.0
14,3,None,None,False,10555.66,76,1910224505,38.4821295,25.9254049,2,25.9254049,38.4821295,,226,POINT (25.9254049 38.4821295),3600.0
14,6,None,None,False,23982.96499999998,81,3097356289,38.4630866,26.0284101,4,26.0284101,38.4630866,,177,POINT (26.0284101 38.4630866),5600.0
14,6,None,None,False,23982.96499999998,81,9098857403,38.4627743,26.0285696,3,26.0285696,38.4627743,,264,POINT (26.0285696 38.4627743),4200.0
14,7,None,None,False,11616.311000000007,83,3097356292,38.4635099,26.0288286,3,26.0288286,38.4635099,,203,POINT (26.0288286 38.4635099),4200.0
14,7,None,None,False,11616.311000000007,83,4404070983,38.4632068,26.0286843,3,26.0286843,38.4632068,,263,POINT (26.0286843 38.4632068),4200.0
14,10,None,None,False,15804.028999999991,85,3526686370,38.4726236,26.1302505,4,26.1302505,38.4726236,,197,POINT (26.1302505 38.4726236),6000.0
14,10,None,None,False,15804.028999999991,85,9771229477,38.466817,26.1350558,4,26.1350558,38.466817,,432,POINT (26.1350558 38.466817),6000.0
14,10,None,None,False,15804.028999999991,85,3089395032,38.4635978,26.1239192,1,26.1239192,38.4635978,,89,POINT (26.1239192 38.4635978),1200.0
15,3,None,None,False,51364.48899999997,87,1910224621,38.4870593,25.9308672,3,25.9308672,38.4870593,,209,POINT (25.9308672 38.4870593),4000.0
15,3,None,None,False,51364.48899999997,87,1910224549,38.4842012,25.9227785,3,25.9227785,38.4842012,,229,POINT (25.9227785 38.4842012),4000.0
15,3,None,None,False,51364.48899999997,87,2867470429,38.4831979,25.926625,2,25.926625,38.4831979,,227,POINT (25.926625 38.4831979),3600.0
15,10,None,None,False,8866.534,89,3526691244,38.4829521,26.1155959,4,26.1155959,38.4829521,,292,POINT (26.1155959 38.4829521),6000.0
15,10,None,None,False,8866.534,89,3526691231,38.4829004,26.1153529,3,26.1153529,38.4829004,,310,POINT (26.1153529 38.4829004),5400.0
16,9,None,None,False,17509.154,92,3526691015,38.5135174,26.1018828,4,26.1018828,38.5135174,stop,202,POINT (26.1018828 38.5135174),6400.0
16,9,None,None,False,17509.154,92,9771230519,38.5136024,26.1018737,3,26.1018737,38.5136024,,312,POINT (26.1018737 38.5136024),5000.0
17,9,None,None,False,33805.563999999984,97,10712670084,38.5271845,26.1053102,3,26.1053102,38.5271845,,299,POINT (26.1053102 38.5271845),5400.0
17,9,None,None,False,33805.563999999984,97,9783684686,38.5325476,26.0950611,3,26.0950611,38.5325476,,439,POINT (26.0950611 38.5325476),4200.0
17,9,None,None,False,33805.563999999984,97,1915033754,38.5438355,26.1084194,1,26.1084194,38.5438355,,236,POINT (26.1084194 38.5438355),1200.0
17,9,None,None,False,33805.563999999984,97,4024115730,38.5276459,26.0983767,3,26.0983767,38.5276459,,193,POINT (26.0983767 38.5276459),3300.0
18,3,None,None,False,63817.69499999985,99,9009545450,38.5543314,25.9260211,3,25.9260211,38.5543314,,211,POINT (25.9260211 38.5543314),4000.0
18,3,None,None,False,63817.69499999985,99,3366355160,38.5629046,25.9402429,3,25.9402429,38.5629046,,213,POINT (25.9402429 38.5629046),3600.0
18,3,None,None,False,63817.69499999985,99,1907456566,38.557807,25.9288354,3,25.9288354,38.557807,,214,POINT (25.9288354 38.557807),4000.0
