from,to,volume,EstimatedTT,TSTT:,41976.99084459637,length,CO2,lengthm
24533064,1618530621,328.3967239580223,9.758762078707296,,,161.597,10725.07582312392,0.10041168948700001
1618530621,1618530649,8.06251888518855,17.02020004014291,,,283.67,461.80646096731226,0.17626431157000003
1618530621,5086819795,320.3342050728337,0.621692496212514,,,10.301,666.8271005335962,0.006400742671
26411640,26411641,1413.240557037426,6.151047364665551,,,95.355,27547.16817953435,0.05925083170500001
26411640,3698862626,0.0,8.3931,,,139.885,0.0,0.086920482335
26411641,597665412,1413.240557037426,6.36417788213034,,,98.659,28501.662895754595,0.061303841489000005
3698862626,564645699,0.0,2.04318,,,34.053,0.0,0.021159546663
3698862626,11114881525,0.0,3.18186,,,53.031,0.0,0.032951925501
597665412,597665430,1722.575011758798,35.13943187485568,,,573.338,200039.1680161829,0.35625560639799997
597665412,597665378,677.3324175778315,13.467528903752015,,,221.682,30372.28408592155,0.137746766022
30747332,1187353031,177.01898571404274,0.7907175953194381,,,10.981,408.7930230951556,0.006823274951
30747332,1649047771,694.0155008658791,5.627717741857566,,,91.456,12864.15438557551,0.056828106176
1187353031,4642297159,0.0,0.74736,,,12.456,0.0,0.007739797176
1187353031,1158360121,177.01898571404274,5.819525964714193,,,80.818,3008.6362390041263,0.050217961478
1649047771,6670380186,680.9570190046959,9.328713528971557,,,151.878,20955.045181649355,0.09437258473799999
1649047771,1649048114,13.058481861183212,17.101680054828424,,,285.028,751.54686360452,0.17710813338800002
32899260,7731316960,388.4808672250029,2.294673540433566,,,34.461,2755.736899849348,0.021413066031
1691726272,7731316967,214.2503954173648,1.470272787988194,,,24.489,1059.5130474264608,0.015216754419
7731316960,1691726272,567.710730827676,2.0972219957207043,,,33.893,3903.2661712480785,0.021060127303
33004487,1172757801,653.5496367067391,4.431132823251498,,,72.396,9581.394009676362,0.044984774916
33004487,1636768897,637.3338863182605,7.230527796185076,,,119.337,15378.599281326025,0.074152551027
1172757801,1151084822,653.5496367067391,13.972060284553836,,,228.276,30211.64565656778,0.14184408639600002
1636768897,276372740,103.92848832585928,8.314732243970676,,,138.574,2907.9993335529275,0.08610586495400001
1636768897,1624950144,624.2461510150663,3.153503022841818,,,50.259,6379.61801101287,0.031229485089
33004488,1151084822,1162.8652734764958,0.769127055682734,,,10.668,2609.8889076797673,0.006628785828
33004488,1183787459,829.8219343540314,18.466735249796574,,,304.633,51117.347955927566,0.189290111843
1151084822,1151084802,652.0545606753735,0.647452283150142,,,10.58,1396.9893239658857,0.00657410518
1151084822,308473180,1164.3603495078614,8.848494835141999,,,122.625,30046.512854630644,0.076195618875
1183787459,33004487,13.087735303194066,0.84570000747564,,,14.095,37.248212354487606,0.008758224245000001
1183787459,1183787457,816.7341990508374,1.88178071049903,,,31.062,5129.520530491222,0.019301026002
33004530,33004534,537.705352507965,19.97915949873108,,,329.945,35869.3022728589,0.205018254595
33004530,988059453,359.65974762939464,7.386872554845348,,,122.497,8902.186714154852,0.076116083387
33004534,4844962258,897.3651001373597,10.031847349955616,,,166.892,30247.52232647985,0.103701848932
988059453,988059831,0.0,2.548739999999994,,,42.479,0.0,0.026395218709
988059453,988059784,359.65974762939464,1.9627853317849502,,,32.549,2365.423441872262,0.020225004679
4844962258,33476495,197.28870853588984,0.572555620344258,,,9.541,380.0860262487506,0.005928500711
4844962258,7328499113,1661.1371022348344,9.59013397826952,,,86.891,37690.65615728511,0.053991547561000004
