fishnetid,CO2,fishnetid,CO2psqkm
0,703343.214527264,0,282198.2130432254
100,3962375.4080044576,3,1589963.2156075968
103,3436077.2582579693,5,1378919.4873945725
105,206912.75159813778,7,83035.39295658191
108,1277976.9723440122,9,512860.2237832368
112,13182301.325254437,13,5290140.709850112
114,595594.6138356477,15,239015.8770821418
118,14700272.20300167,21,5899917.37271918
120,20400751.608296026,23,8187790.482242576
122,510727.3775683968,25,204979.15181623728
124,4746012.54832833,27,1904800.2307933066
126,24348376.013190784,29,9772159.634441942
128,9169221.379687162,31,3680043.999544317
13,2001827.0660160223,33,803428.2713177137
130,2356541.2314511314,35,945889.0357940311
133,1449403.952151645,37,581774.3769891717
135,127331.32610640832,39,51109.356233413804
137,9551304.722352844,41,3833785.844195894
143,4239482.680787337,43,1701680.4678281387
146,15558167.10682355,45,6244872.564486758
148,12018065.536470167,47,4823915.775664619
15,1694656.415725392,49,680215.9460134845
150,9594426.557007616,51,3851094.4616131904
152,13034646.371420814,54,5232497.499856635
154,2167943.253959516,56,870277.3618051944
156,3980720.615661817,58,1597980.4956413861
158,5359914.005542593,60,2151630.035390911
160,2707445.7256642315,62,1086849.8144775692
162,9004973.222042779,64,3614865.990838409
164,4054489.6069692452,66,1627593.578464423
166,6739641.460065957,68,2705493.964692845
169,24596984.991413318,70,9873966.566041352
171,14756421.127007207,72,5923669.461672942
173,5323135.5359259145,74,2136866.0560095483
175,7534853.756207353,76,3024716.0005519902
177,27437709.73694428,78,11015451.259437997
179,18538502.57019703,80,7442675.552842471
181,2779832.564825002,82,1116022.817533095
184,1540538.6103232699,87,618481.9410223301
186,9901086.126386035,89,3975001.2915266342
189,10135924.613598224,92,4069282.1893983535
192,13178220.151040828,94,5290676.341134902
194,7677327.3918988425,96,3082226.122333356
196,16843195.704045013,98,6762058.608755519
198,7687727.25014975,100,3086401.36629171
201,6468100.587398291,103,2596756.3417201955
203,1142324.728446972,105,458610.5214068179
205,1310816.2501780814,108,526309.1786263632
207,1847898.2743929334,112,741954.3531358344
209,1669360.5380747905,114,670269.2108869612
21,324619.6004397033,118,130338.8444034223
213,256243.04422325565,120,102884.79877750878
215,8186434.13360977,122,3286956.0658538174
217,17391081.969189662,124,6982737.714288159
219,10235213.219143143,126,4109566.586247414
221,14409843.822236259,128,5785733.175943903
224,7130997.090609362,130,2863184.8445849814
226,5618724.280371665,133,2255988.328286794
228,6554587.214146904,135,2632020.0743137924
23,1495706.7243988612,137,600606.8719950069
230,1996167.273596208,143,801568.7585099671
232,9972953.513264976,146,4004678.401480093
234,7689669.883806921,148,3087816.9498367454
236,1400156.7123720655,150,562238.391793406
238,1338886.129846527,152,537634.9502784144
240,8763259.459114913,154,3518921.033359294
242,7686511.263681478,156,3086548.59360184
244,8915403.871103108,158,3580015.215712157
246,6963683.175441696,160,2796294.154018556
249,9179112.11904917,162,3686288.156247638
25,2171446.120392167,164,872042.525649773
251,7172752.290347104,166,2880543.5071122483
253,14165864.949250735,169,5688944.585066456
255,11466765.635436513,171,4604999.024323456
257,21289078.56005039,173,8549593.592000112
259,11200704.670069465,175,4498150.194852067
261,16554951.47145404,177,6648390.470122825
264,507289.8582201109,179,203725.21567280998
266,436711.06269738084,181,175381.10410280945
268,8265596.482245581,184,3319424.582859833
27,3385821.770471992,186,1359870.2940684455
270,1817812.0688630266,189,730100.0466723717
272,796817.3871417134,192,320031.10855424625
273,9956614.855797084,194,3998941.9673448857
275,5312571.196516129,196,2133723.581755747
277,730037.2776187129,198,293209.76551518065
279,3108442.8880850193,201,1248464.754163914
281,1151796.2703150841,203,462603.6569564024
285,4416683.2824055385,205,1773902.11334864
287,5747148.519386656,207,2308265.7850683164
29,8863442.730280928,209,3560251.319521989
290,2034741.6380978448,213,817311.2663294186
292,12175053.083367458,215,4890452.854994441
294,3623798.3156328653,217,1455600.620155928
298,4471107.960645209,219,1795946.394761803
3,1712144.465186671,221,687731.0292272754
300,3549862.775902385,224,1425902.3289957987
303,593616.2068599634,226,238442.66252709375
305,15041858.811242394,228,6041986.089437035
307,1531396.0201198235,230,615128.3273620359
308,2345545.0334199625,232,942154.2006143256
31,584181.278753475,234,234652.85801606142
310,8893623.508818967,236,3572374.2789562917
313,1786345.2017088616,238,717535.844145914
315,1981818.1953287623,240,796135.2914845145
317,2417170.280666915,242,971024.7743708848
320,1369998.2126846262,244,550355.1884622223
322,6130125.994952085,246,2462592.006336066
324,5253809.866563653,249,2110558.6069278596
326,7370028.034827381,251,2960685.0071244696
329,8590382.309805175,253,3450925.286834462
33,2903508.0272514643,255,1166396.1987280385
331,1936898.733915659,257,778090.261627065
334,2250716.580807874,259,904157.0540294963
336,1966074.9797695563,261,789810.9326001802
338,5154830.689981626,264,2070796.7277682575
340,8157150.294205556,266,3277226.154404493
342,15660469.961491492,268,6291768.55850298
345,990230.9594822711,270,397836.3377249923
349,1394539.359418227,272,560271.748980568
35,882085.8398603091,273,354387.8291513639
351,1691018.046367767,275,679385.3697979669
353,2031841.2236945888,277,816314.8844547861
