fishnetid,CO2,CO2pcap,CO2psqkm
0,5904586.315248103,693.4461525561869,59332.35872990479
1,822164.3266403123,2818.0575240914563,8261.535382619139
2,23842623.604969516,1091.2842590760774,240790.42594269564
3,861824.7527830753,10674.725111176644,8714.735898810442
4,1923837.8333782263,2696.3380169482516,19478.502519520476
5,8287242.537206808,644.1897468972978,84013.82146584005
6,22691391.429653425,0.0,230039.18369993058
7,19345370.300736696,905.0723662788256,196118.12727087917
8,551081.2250562106,203.07731251036776,5586.712280615075
9,2270088.3669968443,0.0,23042.987868764634
10,12072050.921753349,5612.297034752835,122539.7772991069
11,14732851.874040164,9591.654702254526,149740.72957812028
12,17003800.472550325,127803.12444702724,172822.03813146614
13,30940028.283844363,7033.4886944258005,314466.09577023034
14,37541217.52962743,23252.025022520167,381558.8013915452
15,4132011.6595778503,2855.6522363089875,42050.727739402726
16,22708791.820597585,5051.964333162195,231103.2254532256
17,51858900.08836591,97860.57254411522,527758.5515583166
18,18395993.97552891,5876.4123140734455,187212.6697337758
19,41108782.11226253,3200.8687304738437,418356.5649661996
20,24380637.044817407,4629.004135547107,248117.28885333193
21,7186040.559173817,8684.396917527045,73131.02187834309
22,6059069.339477092,410.7592606479717,61741.691241599205
23,8922177.830234328,197.74152255631182,90916.66028771347
24,11971713.388875607,3435.4022431520707,121991.31422262726
25,11976652.1532032,788.1688543295735,122199.78073904326
26,6721935.12221469,164.5104396740184,68585.025896161
27,29191683.447181232,3204.0585910887007,297847.61810044217
28,989475.0325462173,154.0189370279619,10108.902244315466
29,1421644.6390202767,75.92031322395508,14524.132706035787
30,1127789.5480810446,138.30704521058513,11521.982787554047
31,4340412.501935778,358.8927817484006,44343.51978459007
32,23317497.95919905,588.751310677673,238221.581847287
33,3052839.1212746645,121.2959166577912,31189.11668258394
34,109518.71005177636,113.82667163296337,1120.3492359193588
35,844084.4214800266,1343.3539032096735,8634.77424277098
36,10694420.9190548,1707.128004995249,109401.27307561102
37,3560543.5199884563,595.6718443769373,145693.90005247932
38,696103.3866564028,72.90463125537792,28483.85834139453
39,3484690.66366826,655.206832262102,142683.233857307
40,9003194.744161636,261.74104763579516,368642.4607319251
41,7512074.241424326,357.29492897536403,76846.65599668221
42,3498806.8354400126,1690.7411794183395,572670.7776134736
43,2059473.171599466,709.9831325495162,337306.59802826523
44,2739998.4772004634,893.8514042108532,448911.7854931987
45,4090471.553826495,3086.7237701169906,670168.5800256189
46,3922141.921404819,2850.112675055004,642590.040668527
47,8244200.454111434,336.7316282363858,1350701.0228710603
48,10385895.594003594,757.0623828170292,424980.5194442566
49,23114068.73180521,1082.296467308999,946422.6218526573
50,23050618.813054882,873.7613174272486,943824.6180501073
51,5362922.481021647,483.463816894596,877781.8073232416
52,10578386.889363363,2328.8544359489692,1731993.5395378347
53,6183913.773381826,249.91537194982428,1012488.8432023765
54,2977059.6018489795,94.7008921426157,487432.3515627207
55,4845815.597781625,299.02154804167327,793661.9891436757
56,11008789.620368438,417.1152973246856,1803052.0749009976
57,5578559.480090128,128.43262766567534,913672.9461089023
58,6847870.067175768,127.19986953872997,1121564.3825574783
59,14990849.35272346,399.1162326779955,2456048.4266642546
60,8043103.485841041,319.91949356540755,1317753.997595416
61,6960911.275797489,170.61311870506617,1140451.4037071327
62,5021638.53043881,94.96446449386087,822727.7268797895
63,12283582.122010937,262.95035690864546,125657.99796438009
64,2884037.873032947,323.0956458916553,29502.99200828078
65,672600.7357969177,362.40584278009675,6880.538677570489
66,28020423.31510749,690.6064501019767,286641.97958847746
67,6710423.919244885,274.95033522767335,68645.97206327892
68,2438499.7463417337,422.28010150420175,24977.878398340512
69,9668464.78890031,873.0881513495547,99035.37540165288
70,8755536.985016622,364.84699841282134,89684.13404676158
71,43374555.4718168,1428.831697533548,444291.36143340205
72,6577605.48808616,294.99040022095494,3301389.028278723
73,1279099.8146272432,71.64966048026766,641997.4718354221
74,2094336.9014241053,717.7144680284586,1051175.9758782038
75,2168642.235661267,168.76461169763286,1088470.826662045
76,3607354.226660685,135.25987659485486,1810579.8054594279
77,2907077.5045084395,190.088248675549,1459101.4610291773
78,3015656.357155632,151.0681064361275,1513881.8522725862
79,4060717.8491841215,240.51838017312778,2038510.470364016
80,4951736.852220731,211.71318118977368,2485808.6167615494
81,2238084.3493343582,99.52851702571088,1123534.9386786001
82,7599611.329051937,443.02834566296787,3815061.2380227293
83,7097302.853356624,826.1690506798537,3563565.5869292556
84,5406983.17722134,281.7456607828339,2714853.737759162
85,5188557.856086762,252.79024793195524,2605182.081668898
86,6972999.160571499,395.69123085093895,3501152.530717655
87,3430824.7262841645,140.53897070425666,1722621.8440974876
88,7903518.07385025,293.2653391589716,3968367.3651217837
89,2773161.845981128,342.20471519226345,1392669.1594455442
90,4350402.3832014045,885.1990540783543,2184752.1229389883
91,3837445.8214707864,318.2586916307121,1927147.690406348
92,3992191.300774827,189.56196630072878,2004860.1603448312
93,1034887.6027537428,145.10022424760314,519715.8074043853
94,7062599.993611733,394.19232941903215,3546805.322905158
95,2350041.951168454,2731.4707327894394,1180401.402019883
96,26930825.952293545,9704.1848760319,13527071.16391993
97,926114.8375598784,778.8594424137551,465264.9535103122
98,7306093.502823247,199.27122708837888,1197396.5755087354
99,3511730.076081177,75.30812773765157,575537.8802072197
100,5615852.427305975,974.1048556004134,920382.7548087259
101,13084799.315178256,233.4871293268499,2145171.723305641
102,11245342.0291259,382.094986676381,1844208.37629588
103,3987908.890941458,295.94302813526184,654007.2290847625
104,12908881.773461064,5178.129345763427,2117719.228668358
105,6632146.823341757,1140.9577660623663,1088012.5096518663
106,2056205.1744300635,272.6390233747979,337323.1944017118
107,1959970.2536725462,147.00887365080902,20076.23692971017
108,10624375.406270187,1293.3478799166064,108826.89545251732
109,5782678.512315463,1343.8529199988957,59232.747886889694
110,2755546.221970983,186.3418814650571,28225.427768304653
111,243330.1918126676,110.41133438979858,2492.4636350114233
112,26670996.819425184,6648.967414030567,273553.07333496603
113,20658385.396205075,1304.9988495281248,211884.27464975286
114,11700175.376157377,333.8209912097228,120003.72368441153
115,35081666.200346306,2369.0097661112422,359817.7327900277
116,9134954.478403244,627.3187991086894,374773.3547152899
117,20189362.538149003,442.21183139201696,828294.7819689503
118,3019686.4828753173,327.28147315496614,123968.00299023786
119,1927953.5706562446,358.24276250923873,19774.199969758578
120,6013900.21282799,333.5311164882718,61682.01725218717
121,4620834.369581193,3710.514163411678,47393.93325749788
122,26351337.277021427,45444.61673636426,270630.2398814104
123,30225918.224706102,3505.537463070173,310422.48117408337
124,5848792.34337788,4331.532453600076,60067.54261709765
125,35684390.480237246,1300.7173524479795,366481.40677512187
126,13185388.631970877,8242.838171775635,135414.9450134869
127,24598086.632917807,20015.98891948913,252624.22229687765
128,11490977.33384538,1000.2749847161191,118013.21199140925
129,12794283.933919825,7063.644033429653,131571.78221521765
130,8301870.889372905,1246.348793270168,85373.4335017824
131,23861235.824432414,2397.4035534594204,245380.30729137457
132,16753660.175631508,586.2976848845843,172288.57350053295
133,11507398.887959676,734.9479606002034,118337.92247929302
134,20945926.11236576,1545.0163976026251,215685.65090986667
135,96727981.0839685,8269.300041833769,996033.1879990338
136,12076045.97695352,1320.1030302157294,124350.18738174361
137,166603.1305261211,65.40524007925154,1715.5557819873027
138,17628295.159306362,3611.172586130855,181523.1418018497
139,19373121.066678267,3090.596357132565,199490.06814052048
140,4208695.089286515,5856.680866827135,693408.4065626246
141,37541442.17752883,5557.705762825125,6185183.542199041
142,16373938.674353955,1612.749666573409,2697707.1240542564
143,2258414.067419947,1406.2734619487728,372087.61067897786
144,19299791.644539863,16622.40021465294,3180813.971791991
145,20817814.587322608,426724.2267165567,3433279.3894278444
146,10749041.586682988,39202.41398691966,110685.67791385968
147,18228796.705013793,4740.253870108768,187956.09289409168
148,16566925.815072576,1311.920714545501,170820.63604400432
149,86104127.40786305,20387.311414524545,887814.7927989566
150,27986496.243584517,0.0,288567.1815239732
151,11248311.82869149,349.2645940699824,116135.31118626578
152,9181079.527896022,11000.595798544722,379167.10909943137
153,8213310.663742913,208.0901438918681,339425.9998528173
154,2240890.998155018,143.58705788102563,23136.500602819335
155,6296739.298556221,1714.0092283420431,65011.86925057396
156,20916026.700199634,1548.1125217288534,215951.45179136653
157,4580383.907577265,942.4913913196349,47291.03518469318
158,9867623.21141596,9492.693120123504,101880.13186152246
159,2963447.5610167063,95.24556882120284,30637.585621599563
160,2260036.703496785,80.74707078835932,23365.376503434618
161,28092244.310277637,1861.2079720056095,290431.5067629183
162,26076194.773490403,996.9515549643146,1078354.3014445854
163,18750276.3666459,566.8541804302561,775398.4562887632
164,8641887.969129216,39865.94076878796,89344.1092291948
165,2077920.0732033716,98.12068166291542,21482.5647651291
166,17825190.737178348,15973.14441870304,184532.83332492952
167,16077682.935139248,3436.3800476131623,166441.99936289678
168,27331961.593160424,3678.573342813637,282950.3699275667
169,3086745.114927367,2361.2854228760634,31955.10388684723
170,27005725.956229825,24560.581004560026,279573.0604052173
171,28429549.540838666,3574.690636457993,294312.99806402915
172,14763296.181151323,8581.213056399272,152834.99142822422
173,10946113.504134506,825.9964863992279,113470.6157550265
174,4675282.754248869,827.6776602700096,48465.349162793354
175,4087420.3814814202,365.14554945652174,42371.39577998223
176,15375255.110124404,4961.388293652147,159384.3937464528
177,5274531.428325296,3056.8442705106077,54751.141857443785
178,16945751.539509144,2912.7642941912004,175901.73819766095
179,5786108.64597048,8906.555473517434,60061.45940790793
180,4060166.6482959692,524.90901897274,42145.688796529976
181,8327399.855913007,1020.1357315535215,86440.78758660232
182,27132840.384920653,0.0,281646.6283492873
