gridID_lat,gridID_lon,inner_gridID_lat,inner_gridID_lon,oneway,lanelength,ZoneID,osmid,y,x,street_count,lon,lat,highway,ref,geometry,lanecapacity
6,5,None,None,False,18526.837,105,3324432576,51.1206811,13.7635898,4,13.7635898,51.1206811,,,POINT (13.7635898 51.1206811),10500.0
6,5,None,None,False,18526.837,105,1359769521,51.1052958,13.7632443,3,13.7632443,51.1052958,,,POINT (13.7632443 51.1052958),3600.0
6,5,None,None,False,18526.837,105,292884983,51.1189072,13.7661776,3,13.7661776,51.1189072,,,POINT (13.7661776 51.1189072),4800.0
6,5,None,None,False,18526.837,105,33325660,51.1102482,13.7748665,3,13.7748665,51.1102482,,,POINT (13.7748665 51.1102482),6300.0
6,5,None,None,False,18526.837,105,4862265262,51.1178995,13.756043,4,13.756043,51.1178995,,,POINT (13.756043 51.1178995),9300.0
6,6,None,None,False,8518.085000000001,107,415524744,51.1191833,13.7899862,3,13.7899862,51.1191833,,,POINT (13.7899862 51.1191833),4900.0
6,6,None,None,False,8518.085000000001,107,31342626,51.1158131,13.7867732,3,13.7867732,51.1158131,,,POINT (13.7867732 51.1158131),4000.0
7,3,None,None,False,151.65300000000002,110,2209463058,51.1299544,13.7129539,3,13.7129539,51.1299544,,,POINT (13.7129539 51.1299544),2600.0
7,3,None,None,False,151.65300000000002,110,1874531382,51.1297315,13.7128385,3,13.7128385,51.1297315,,,POINT (13.7128385 51.1297315),1200.0
7,4,None,None,False,1037.5519999999997,111,824105653,51.123487,13.74706,3,13.74706,51.123487,motorway_junction,81b,POINT (13.74706 51.123487),16000.0
7,4,None,None,False,1037.5519999999997,111,29812910,51.1263722,13.7318944,4,13.7318944,51.1263722,,,POINT (13.7318944 51.1263722),4200.0
7,4,None,None,False,1037.5519999999997,111,3912609301,51.1297047,13.7143236,3,13.7143236,51.1297047,,,POINT (13.7143236 51.1297047),4200.0
7,4,None,None,False,1037.5519999999997,111,2453207682,51.1216908,13.7469026,3,13.7469026,51.1216908,motorway_junction,81b,POINT (13.7469026 51.1216908),12000.0
7,5,None,None,False,1718.491,113,773660261,51.1230215,13.7492014,4,13.7492014,51.1230215,,,POINT (13.7492014 51.1230215),13400.0
7,5,None,None,False,1718.491,113,25621090,51.1326939,13.7500576,3,13.7500576,51.1326939,,,POINT (13.7500576 51.1326939),4000.0
7,5,None,None,False,1718.491,113,3324432562,51.1249027,13.7700281,3,13.7700281,51.1249027,,,POINT (13.7700281 51.1249027),5600.0
7,5,None,None,False,1718.491,113,2454004902,51.1346668,13.7524987,3,13.7524987,51.1346668,motorway_junction,82,POINT (13.7524987 51.1346668),6000.0
7,7,None,None,False,13580.565999999999,116,11069287,51.1260382,13.8396228,3,13.8396228,51.1260382,,,POINT (13.8396228 51.1260382),4000.0
7,7,None,None,False,13580.565999999999,116,28196757,51.1277104,13.8441318,3,13.8441318,51.1277104,,,POINT (13.8441318 51.1277104),2600.0
7,7,None,None,False,13580.565999999999,116,78031855,51.1345371,13.8416324,3,13.8416324,51.1345371,,,POINT (13.8416324 51.1345371),3600.0
8,5,None,None,False,3312.744,117,29401767,51.1588564,13.7521713,3,13.7521713,51.1588564,,,POINT (13.7521713 51.1588564),3200.0
8,5,None,None,False,3312.744,117,8832171454,51.158807,13.7523143,3,13.7523143,51.158807,,,POINT (13.7523143 51.158807),2400.0
8,6,None,None,False,10814.894999999999,119,27252041,51.1496207,13.8006708,3,13.8006708,51.1496207,,,POINT (13.8006708 51.1496207),4000.0
8,6,None,None,False,10814.894999999999,119,1620070195,51.1527978,13.8093195,3,13.8093195,51.1527978,,,POINT (13.8093195 51.1527978),4000.0
8,6,None,None,False,10814.894999999999,119,1621457361,51.1501394,13.7956143,3,13.7956143,51.1501394,,,POINT (13.7956143 51.1501394),2400.0
