fishnetid,CO2,CO2psqkm
0,1852311.209921585,140498.39113918523
1,8701601.254494047,660019.2073790631
2,2912321.3513131477,220900.4956339603
3,9132197.237882564,2770720.1666677454
4,12493337.89812566,3790494.4846939505
5,24664328.125714406,7485351.099369696
6,10259717.596187592,3113710.9430432115
7,17447491.617505223,1323397.75764661
8,1983846.3890070068,150475.376076055
9,6580433.869609301,499416.63407020754
10,20603807.11128082,1563709.050261186
11,20711833.031361513,1571907.5889085229
12,17251191.589482658,1309265.043618406
13,32931292.738718458,2499293.466212875
14,39663913.89003189,3010260.2292684084
15,5398685.343234018,3687559.1400763215
16,12284603.251776787,8390968.93470761
17,20913557.041353617,14287710.433696311
18,15760450.48899626,10767214.417246547
19,19612104.914219636,13398585.207459575
20,16840199.07246425,11507096.200966047
21,23060246.447347563,15757324.075920293
22,17040616.816687506,11644043.885089839
23,30645988.557905212,2325852.17884124
24,17383152.876833454,1319280.1373435615
25,8486150.46348561,644422.3086222154
26,32138512.38666275,2440538.1965599107
27,50085457.59398069,3803395.467707408
28,41902847.92969593,3182023.476591644
30,26291241.87218861,7986029.792478369
31,33378966.406180806,10141880.744859936
32,23028834.36187278,6997091.789756519
33,73756596.04817532,5600937.210101346
35,8907317.738421524,6087644.559930539
36,7641014.059508782,5222198.088998042
37,26465478.67409268,18091140.558178604
38,9916718.00000817,6778820.871643205
40,39804728.81982721,27214774.97191574
42,14473288.854522439,1099074.3396687356
43,6371094.743502631,484089.37766211765
44,24552812.49902738,1865575.1014575493
45,32441269.1636903,2464956.8766861497
46,15263103.054169228,4638892.547422569
47,15318430.354277123,4655708.092677596
48,28130821.797164172,8552238.996850893
49,32950102.895248204,10017380.827438137
50,75280248.31145772,5719953.951791086
51,70473604.15447696,5354734.868998803
52,19977036.392293498,13661080.62327887
53,14660454.383500895,10025393.425431639
54,498973.44999810145,341217.6058268421
55,24466453.291486733,16734354.263329847
56,28940785.850160096,19794669.758867748
58,33630719.19471948,23006898.425165102
59,18091302.903426245,12376326.71094871
60,5190246.883655901,3550666.9412069097
61,10934156.415833402,830800.5433442367
62,7575078.774511941,575904.6443616546
63,19132043.959117323,1454537.0814183946
64,36522621.524423786,2776677.0467069536
65,12103758.173735684,3680812.1371399346
66,16806756.146246623,5111016.852866865
67,18525794.044069655,5635420.432979724
68,11790582.675992727,3586614.9850793243
69,19832699.03186653,1507805.2417244953
70,77248076.68631552,5872879.669760642
71,81165198.85618612,6170683.6817451455
72,69713485.10955177,5300053.114211556
73,7334776.139029309,557635.3420949525
74,5475451.114192509,416519.7108701743
75,14620684.318905564,1112201.1827396357
76,25087240.15919852,1908396.1850299272
77,30496207.15232905,2319858.422770664
78,8822213.331229264,2684436.8660583757
79,8176693.988077465,2488017.231047235
80,18596273.769315057,5660148.044706453
81,6532706.331383816,1988359.8954773552
82,34095330.9862072,2593645.182511349
84,30224426.037332688,9196735.610872034
85,13641987.040661825,4152211.7404790614
86,11233993.493159087,3419290.718844729
87,46135684.0621066,3509559.556937217
88,14122120.833568376,1074275.26313339
89,6460932.613131719,491771.5228784704
90,30234043.965810608,2301253.1989004244
91,2773719.5947762458,211120.65251833218
93,22021380.05431782,1676149.2889111165
94,18988859.056515336,1445330.062252943
95,26290902.243197296,2001122.4088157106
96,26732979.583606802,2034770.9639002464
97,11193094.735489989,851958.3121187072
98,12043405.643165613,917213.1651937411
99,5711290.340030467,434965.89298188844
100,10229413.46359789,779061.4199189631
101,9073716.023188533,691044.712790444
102,18436030.173954245,1404068.756835444
103,6576280.796633332,500842.66057299403
104,15912099.826402526,1211848.863941875
105,8552040.211505678,2605257.6890576337
106,1066094.355461261,324770.51652384084
107,3894491.788826082,1186747.3014424546
108,1450460.2670494562,110529.92885173653
110,1158149.189594536,88254.84601933644
112,9105172.746773493,693844.6496925688
113,1565269.0759351884,119278.74449737545
