Capacity Factor A,Capacity Factor F,FFTT Factor,TSTT,Total Demand,Average Time (min),Average Distance (m),Congestion(%),Weighted Link Congestion,Weighted VC Ratio,Vehicle Kilometres Travelled
0.6,0.7,1.0,9253.708781388623,49185.499999999956,11.236429202594538,7062.072124316386,34.08325845387476,1.1630242192263793,0.5604069884469948,350164.1249557267
