fishnetid,CO2,fishnetid,CO2psqkm
0,1441399.7087200505,0,578324.2287411822
100,5403313.651667011,3,2168161.5354229053
103,5814190.377534443,5,2333271.2894438463
105,291635.6414403083,7,117035.22330113738
108,2116887.929542676,9,849520.484925486
112,18015114.667217933,13,7229579.201856696
114,967798.8834645635,15,388383.7993105692
118,20542015.33820036,21,8244486.325890274
120,35263703.245157816,23,14152998.837646559
122,872300.3138657943,25,350095.54278554936
124,6830058.666287818,27,2741226.912360206
126,36449211.33234267,29,14628799.534564337
128,12838115.693529204,31,5152545.528902889
13,3661701.6158962385,33,1469614.7580798306
130,3717295.871984179,35,1492080.5802948088
133,2757887.31854324,37,1106984.8223954353
135,174249.4024624123,39,69941.74219522806
137,12642112.982254028,41,5074401.372480907
143,5925871.076248156,43,2378577.7238855134
146,22115679.132398404,45,8876983.831748057
148,18137605.781864315,47,7280230.116769615
15,3372866.15904185,49,1353830.3834688887
150,14307648.035242764,51,5742928.332385849
152,18646899.952085778,54,7485424.199408506
154,3354956.2769427565,56,1346779.9456175445
156,5675327.289693235,58,2278246.3757013245
158,7924365.21527597,60,3181077.567842194
160,4922508.400990569,62,1976042.32345907
162,12464174.997843081,64,5003493.202319631
164,5582336.909819355,66,2240917.251737287
166,9498155.25808876,68,3812844.0331339627
169,33514328.42713484,70,13453655.335740577
171,21856833.469717998,72,8773987.66537495
173,8096861.398769437,74,3250322.7029395713
175,11123495.00661033,76,4465304.094434044
177,39324174.37462056,78,15787524.917140394
179,26666863.67055768,80,10705978.73589384
181,4272465.686705146,82,1715272.0828674496
184,2386564.496454595,87,958136.9997811875
186,12879399.809198067,89,5170708.56895343
189,14989922.323058754,92,6018022.652600766
192,17624646.006009337,94,7075788.427886194
194,10839571.861159626,96,4351776.320055104
196,24680542.737386987,98,9908528.014432918
198,10524315.927169917,100,4225210.130376323
201,9222621.730730386,103,3702617.3515637536
203,1829229.9722371576,105,734383.2191054635
205,2374647.867635506,108,953450.9269108435
207,3295334.115303177,112,1323118.0123751329
209,3059272.3832588713,114,1228336.2637648075
21,418622.47766705055,118,168082.17959271264
213,458896.5988741728,120,184252.74480316025
215,11087324.279340824,122,4451699.873140983
217,22884830.666589595,124,9188546.777238796
219,13583626.609501611,126,5453996.593843539
221,19563157.15286169,128,7854853.165781963
224,11182377.58098076,130,4489864.966913768
226,8236769.93070426,133,3307166.520230688
228,9395616.994117765,135,3772846.6692315377
23,2042854.6806219376,137,820316.2689943945
230,3356535.267993709,143,1347829.835329161
232,13358000.457140928,146,5363957.211524221
234,11873129.234560521,148,4767701.377569137
236,2148369.1486023082,150,862686.0153692246
238,2275568.992142594,152,913763.6089231301
240,13424314.982685879,154,5390586.068050162
242,12554948.427068137,156,5041488.535040624
244,11907656.074795395,158,4781565.765002212
246,9281045.605004566,160,3726840.0808323314
249,14278396.64969762,162,5734136.785491022
25,3216444.8749394696,164,1291709.0993024122
251,11433223.921918472,166,4591528.830287955
253,19404542.102647524,169,7792772.634500483
255,14606961.470134215,171,5866086.868508476
257,30040693.449509457,173,12064200.876083283
259,16211467.942704048,175,6510449.104168729
261,23575964.04988504,177,9467996.024240064
264,677505.5656911157,179,272083.0413882693
266,643329.1206007847,181,258357.9421495881
268,13556451.857709635,184,5444207.160305484
27,5521121.487346757,186,2217485.0330468556
270,3071534.4389068135,189,1233640.9663097232
272,1419186.3474435785,192,569997.3260456022
273,15002762.113553766,194,6025659.916638309
275,8380980.619564981,196,3366109.4270003913
277,1094310.8088100143,198,439515.38570540433
279,5286559.2460641805,201,2123276.227724588
281,1873790.2177351778,203,752582.9258470336
285,7383308.441123419,205,2965407.662213054
287,9101027.553148225,207,3655306.7036691145
29,15482629.479638565,209,6219034.038121003
290,2973182.3356708544,213,1194262.3939553706
292,18349831.81874903,215,7370726.582643237
294,4677448.082973468,217,1878828.7143221686
298,6238357.308549503,219,2505811.8515905067
3,2911307.502699641,221,1169408.625229775
300,5230638.953460459,224,2101033.402334679
303,928273.2656681994,226,372867.0923414676
305,24752161.80610697,228,9942402.67726862
307,2481698.6830100263,230,996844.1473271423
308,3837973.826417127,232,1541630.2440948726
31,1169571.669451462,234,469791.38988672924
310,11876415.847647274,236,4770496.801247899
313,2300315.0377379684,238,923986.2994150786
315,2573453.916981496,240,1033806.9804521862
317,4435917.581302451,242,1781995.2127342946
320,1919376.1440445038,244,771051.0931364811
322,8650218.009800266,246,3474962.4626866924
324,7198346.000900529,249,2891716.962300787
326,10505094.99186666,251,4220102.975709568
329,12184351.505013967,253,4894693.297216692
33,5883386.697171319,255,2363471.9845165447
331,2974078.402864976,257,1194745.7045967479
334,3592807.673738904,259,1443301.4043982069
336,2910154.1624502535,261,1169066.0817648647
338,6993658.096305587,264,2809489.8110050657
340,10628801.292489754,266,4270239.523533037
342,20678317.490411382,268,8307744.796218212
345,1879673.5280864355,270,755179.8147408979
349,1865108.8724847077,272,749328.301828728
35,1154793.09122334,273,463951.0104622495
351,2205855.678734113,275,886227.1335523025
353,2791930.0669277916,277,1121689.0588752911
355,1743221.859512902,279,700358.8342595954
357,14473124.999699153,281,5814739.47080669
359,15640516.405059164,285,6284401.903490522
361,7064370.221094695,287,2838483.111087445
363,5307737.412335471,290,2132663.2851186073
365,1027968.7094463811,292,413040.6149686907
367,708111.4885034785,294,284521.1162464602
369,639768.0092595987,298,257087.12687941393
37,2098413.9539334364,300,843235.6832677587
371,5077909.091346507,303,2040528.8166268838
373,8260613.956980402,305,3319480.620664421
375,11762493.552979542,307,4726690.970333653
377,2525644.275151695,308,1014915.751992092
379,5554265.088235728,310,2231949.758030097
381,3543470.1069584326,313,1423923.2593628864
384,263058.82615703007,315,105708.68945964612
385,8577736.181720791,317,3446914.3786046645
387,242000.0381913856,320,97256.40780578631
389,18100285.47531206,322,7274249.866842554
39,1883571.8854450283,324,756981.0186448247
392,10441635.702847354,326,4196346.362860131
394,6114099.975612927,329,2457170.6890508514
396,12366676.577702882,331,4969993.184435627
398,6869781.566236296,334,2760868.4797568507
400,9889580.715158759,336,3974483.2366591175
404,2033002.5978608178,338,817035.1178680639
406,10622372.739824405,340,4268982.033100095
409,8836918.85335218,342,3551433.2566728364
41,1934838.3844775583,345,777584.3027356043
411,1098373.5414529098,349,441466.61279728776
414,8135969.508267829,351,3270070.4861197895
416,2015206.084842827,353,809966.8926715862
419,1408201.2509226298,355,565994.9124046632
421,9190989.376485499,357,3694112.062209453
423,3401907.164654442,359,1367320.293463634
425,277847.3981342345,361,111674.53065794622
429,2590259.81217326,363,1041096.8421831131
43,7406091.158069249,365,2976712.2515470763
431,1037893.0765226425,367,417201.1146262436
434,10360.76088483457,369,4164.707412843312
45,20145834.310449198,371,8098006.162209588
47,1977069.4857306958,373,794721.1632851594
49,4186182.309064491,375,1682716.615880359
5,14163662.395317672,377,5693356.928739919
51,1798146.943624624,379,722799.8009737477
54,467594.0655657602,381,187958.44173106024
56,15303374.992581606,384,6152124.858163086
58,4420376.0407591285,385,1777039.7272459632
60,5775532.362164597,387,2321827.4551589154
62,9799225.445550231,389,3939396.2758926377
64,12773768.037708536,392,5135728.463446344
66,44230023.65097591,394,17782802.281444304
68,5740717.501935546,396,2308071.211901651
7,1279898.0171311698,398,514586.5070893964
70,1223948.115098203,400,492091.6955706295
72,6358718.574994809,404,2556805.9726908654
74,1263025.621292767,406,507855.6967242645
76,1161555.7685184672,409,467055.223711323
78,339350.39177514025,411,136450.93713318076
80,5614776.7683032295,414,2257671.0397225386
82,6242640.12651964,416,2510131.4632161865
87,31165684.42251891,419,12532854.801976716
89,31684693.34016186,421,12741567.15742824
9,182018.5186973302,423,73196.26404405943
92,26943064.096931934,425,10835913.448223451
94,16536974.914908934,429,6650811.066949164
96,31863286.795905568,431,12816054.675863596
98,22892913.915476702,434,9207990.321577337
