From,To,Volume,EstimatedTT
442874,26384674,1099.67,0.54
442928,1803689295,0.0,0.03
26384674,264670999,325.48,0.35
26384674,534589,774.19,0.5
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,240.52,0.31
15866840,1803689315,963.3,0.53
264670999,534589,59.69,0.33
534589,534591,833.89,0.37
534591,534626,833.89,0.65
8083440,534911,830.92,0.04
534626,534624,0.0,0.07
534626,534625,833.89,0.08
534608,30409417,663.53,0.86
30436919,30436908,605.17,1.3
30409417,30409422,382.67,0.02
30409417,30403571,1351.7,0.18
534624,534608,458.74,1.22
534625,30436908,833.89,0.02
534625,534624,458.74,0.07
30436908,30436907,1005.4,0.02
30436908,534628,433.66,0.37
534628,534629,548.3,0.21
534629,3595409680,733.05,0.63
11769656,11769730,465.25,0.19
3595409680,3855350,711.27,0.01
3595409680,7128283652,21.78,0.04
3160432771,30409397,205.44,0.15
30409405,30409419,769.27,0.72
534736,140605768,1149.5,0.1
534306820,2021890013,1116.74,0.19
140605768,534324288,1149.5,0.34
534329195,2021890013,610.99,0.02
534329195,534306820,1149.5,0.21
3853550,3564765835,160.41,0.4
534742,534770,862.41,0.54
534770,29138173,1270.68,0.07
534743,534744,533.92,0.07
534744,534747,1318.0,0.05
247994358,534742,419.89,0.06
534747,277692998,101.85,0.01
534747,2287846802,1216.15,0.32
277692998,288154283,1056.57,0.07
2287846802,29510418,0.0,0.04
2287846802,2287846804,1216.15,0.07
534749,25235133,1636.73,0.04
534749,7095690293,152.39,0.73
25235133,25235132,736.94,0.01
25235133,534751,899.78,0.7
7095690293,7095690318,425.09,0.01
534751,534754,665.03,0.69
534754,3098430373,665.03,0.16
29510455,25235132,683.74,0.66
3098430373,16574394,209.58,0.02
3098430373,2260849842,979.65,0.53
534758,25873172,743.76,0.02
534758,2202559858,1187.04,0.63
25873172,25873173,1388.76,0.02
25873172,3100041009,500.16,0.19
2202559858,25873172,1145.16,0.62
534769,546378258,1051.56,0.57
534769,534770,408.28,0.04
546378258,247994363,732.96,0.04
546378258,290077155,318.6,0.24
29138173,1775338888,145.59,0.09
29138173,534773,1125.09,0.64
534773,2544089666,1852.18,0.03
534773,335716508,467.87,0.26
2544089666,2544089665,1405.38,0.04
2544089666,16574602,446.8,0.03
335716508,534799,467.87,0.5
534774,534804,408.99,0.15
244038933,534778,446.8,0.08
534804,18630111,2288.83,0.58
534804,16574613,6.09,0.05
534778,244038915,769.28,0.02
534778,30058360,552.88,0.22
244038915,534787,1062.34,0.18
244038915,244038942,269.74,0.02
30058360,30056676,727.26,0.74
30058360,30056684,197.49,0.02
534787,244038955,293.06,0.05
534787,244038923,769.28,0.15
244038955,244038925,723.59,0.04
244038955,2072816,293.06,0.31
244038923,244038955,723.59,0.09
534790,30261537,124.2,0.04
534790,30409389,1134.86,0.03
30261537,30409389,271.99,0.05
30409389,30409397,1260.6,0.04
30409389,3160432771,146.25,0.18
534796,534790,150.77,0.05
534796,3160432775,1065.09,0.29
3160432775,534790,1108.29,0.16
534799,1501721437,105.49,0.02
534799,11769597,531.44,0.43
1501721437,18630516,642.85,0.01
1501721437,2071676,173.91,0.32
11769597,7128283648,588.95,0.01
11769597,3595409680,0.0,0.02
18630111,280008666,2005.42,0.03
18630111,35711189,689.29,0.88
16574613,534773,1316.69,0.04
16574613,16574619,6.09,0.14
534806,280008531,380.69,0.02
534806,2287864441,2029.81,0.28
280008531,18630070,0.0,0.03
280008531,31197353,380.69,0.04
2287864441,280221322,802.22,0.08
2287864441,24969587,1227.59,0.04
24669567,976932104,309.82,0.1
1854526402,27318980,510.5,0.03
27318980,27318981,579.69,0.05
534908,534911,0.0,0.05
534911,534914,830.92,0.27
3853544,15511907,174.18,0.33
534914,442936,108.14,0.41
534914,15866840,722.78,0.52
30409415,30409424,633.73,0.05
536575,30409422,1429.48,0.17
30403571,10919767,1130.03,0.4
30409422,30409424,1221.17,0.01
30409422,30409415,590.98,0.05
536584,30587893,526.67,1.01
30587893,1619208224,559.97,0.41
536652,25479302,767.42,1.15
536652,18629762,546.66,0.04
25479302,18627237,953.89,1.2
25479302,28796755,228.93,0.04
18629762,264218470,903.72,0.18
18629762,264223496,400.09,0.02
25599929,2526224454,702.29,0.09
264218470,264223496,494.29,0.18
3899207524,309517759,850.58,0.01
536663,21527849,1510.26,0.07
536663,536667,1047.7,1.83
21527849,2297622,1128.47,0.01
21527849,21552197,1268.56,0.09
21647397,2297615,1184.62,0.13
21647058,1632149359,253.95,0.28
536670,24945363,130.05,0.02
536670,2075220,1682.38,0.43
24945363,21660961,1542.25,0.01
2075220,25096430,1579.03,0.03
2075220,3869392962,431.02,0.32
344434421,10919786,396.11,0.22
1630023963,311941598,609.39,0.22
3100041009,25873173,531.59,0.19
31296012,3148489413,530.88,0.12
536675,3148489416,722.45,0.17
3148489416,3148489413,131.62,0.02
3148489416,31296012,678.09,0.13
248219433,248219482,242.29,0.38
2071674,518252065,114.64,0.04
518252065,29348253,114.64,0.24
11769758,3853550,160.41,0.81
534316145,518252065,0.0,0.05
2071676,18178669,901.18,0.75
18178669,534743,117.09,0.05
18178669,534744,784.08,0.07
7101166877,16574525,560.59,0.11
2287857538,5824956622,665.45,0.04
