fishnetid,CO2,fishnetid,CO2psqkm
0,914987.6886746213,0,367115.06611189485
100,4395948.635694938,3,1763941.0476695267
103,4098069.7892646454,5,1644581.267647311
105,232762.23106881464,7,93408.9521934698
108,1555972.0040688142,9,624421.384325519
112,14633419.82004166,13,5872483.719214005
114,701117.453900035,15,281362.85871073644
118,16614113.630374394,21,6668032.828681987
120,24824421.229407255,23,9963219.187800225
122,602174.2091358315,25,241681.10826944263
124,5401823.984553684,27,2168008.5056047463
126,27945092.998599064,29,11215692.974089611
128,10259425.091476189,31,4117594.5244708983
13,2519653.0810431596,33,1011256.443470754
130,2832074.3124966784,35,1136762.6439088166
133,1817086.3753724531,37,729357.9491062528
135,145146.46726914836,39,58260.152693933895
137,10669497.145744625,41,4282615.654206446
143,4756156.517077028,43,1909067.5104587073
146,17655603.891225457,45,7086760.00153017
148,13793709.128074903,47,5536639.059416628
15,2196298.9120616764,49,881569.5785490162
150,11059346.083609968,51,4439096.614955731
152,14780799.142765958,54,5933455.527414943
154,2508336.436383831,56,1006921.3815394115
156,4614733.886761528,58,1852492.4142143736
158,6247532.266104034,60,2507946.593345109
160,3317164.180224496,62,1331609.0659524244
162,9949082.51721595,64,3993859.742247002
164,4565506.202825189,66,1832730.9472898925
166,7650353.91694639,68,3071081.224825299
169,27274521.392151646,70,10948809.88157284
171,16908046.912445784,72,6787396.502833599
173,6196566.451530615,74,2487487.3887238167
175,8597243.7241225,76,3451191.15703815
177,31222652.163415782,78,12534996.77611198
179,21168850.9518498,80,8498684.770494064
181,3206429.8195619145,82,1287289.3449519302
184,1775851.273940624,87,712953.2070885899
186,10886453.132703234,89,4370597.802125646
189,11474760.381357463,92,4606786.240776463
192,14482061.10826002,94,5814130.982649404
194,8545903.151138898,96,3430934.3065356044
196,19125387.145837694,98,7678292.8292067
198,8521166.38846758,100,3421003.2078405283
201,7329711.467314334,103,2942668.327207277
203,1349972.103029997,105,541974.9696716692
205,1647781.534658589,108,661604.9701428636
207,2296477.826049811,112,922064.673975265
209,2055907.5626251574,114,825472.6934221819
21,357137.4281354705,118,143395.16040724644
213,313419.88026408706,120,125842.01616706736
215,9147112.168478716,122,3672680.355881499
217,19202289.728346873,124,7709960.3649941
219,11317733.806153229,126,4544212.190403574
221,16033780.403277013,128,6437764.0978930835
224,8313023.776406443,130,3337783.3964657555
226,6476762.4659538185,133,2600501.4304263555
228,7478944.39590768,135,3003199.3078404204
23,1679959.9812970948,137,674594.486328303
230,2391211.147915795,143,960200.1678531568
232,11019481.49348895,146,4424915.795886183
234,8893012.195425408,148,3571023.750963007
236,1655835.5910012815,150,664907.2432625352
238,1607618.6106410462,152,645545.5266369265
240,10263070.660376767,154,4121176.074056361
242,9212586.398739707,156,3699350.0194061263
244,9942251.122405665,158,3992349.73661822
246,7751556.920445388,160,3112667.930905496
249,10674535.303836461,162,4286843.057763597
25,2513802.225998258,164,1009531.1237783039
251,8426929.156784946,166,3384215.0244250377
253,15896439.795488967,169,6383935.285304633
255,12614104.216004504,171,5065764.789671998
257,24116622.49118906,173,9685121.90557052
259,12738172.47834021,175,5115590.018958146
261,18880875.150403973,177,7582470.45507645
264,555301.6366089823,179,223006.51954398648
266,497137.1370797036,181,199647.93072339785
268,9857550.634096667,184,3958745.8656965946
27,4026957.4715869916,186,1617373.9234728646
270,2182768.046809871,189,876679.7625277129
272,975057.7538322115,192,391618.9818381038
273,11470209.966922618,194,4606857.318004835
275,6179886.399012146,196,2482069.2004638035
277,832487.6133926264,198,334357.58063389
279,3714068.4273506976,201,1491706.1992272702
281,1358073.7880797656,203,545452.2791695362
285,5289653.649134398,205,2124519.0535761584
287,6714061.288107945,207,2696613.4419378517
29,10689993.682618078,209,4293936.935384977
290,2302080.6458942965,213,924695.5056403268
292,14036580.47696599,215,5638187.7432399
294,3986084.6691066977,217,1601123.1340650509
298,5025058.921030112,219,2018456.3942820425
3,2067853.6841914514,221,830611.6519001505
300,4069843.1510167234,224,1634767.0865128462
303,691656.4776785099,226,277823.29758843785
305,17637606.93162548,228,7084641.404305101
307,1790065.7098279423,230,719030.2909814542
308,2788666.796643022,232,1120146.5327400086
31,741304.426193345,234,297765.7939285514
310,9877420.988444814,236,3967544.2350976113
313,1973267.745280211,238,792618.5465054936
315,2197609.4959848262,240,882822.8950460199
317,2992756.935511961,242,1202249.238001803
320,1522534.8979434464,244,611632.1707135458
322,6926349.0930965915,246,2782450.4624861376
324,5911843.531779138,249,2374903.653863715
326,8358413.806316878,251,3357738.9831847716
329,9695970.20416072,253,3895061.6574701187
33,3844561.929413632,255,1544436.0332929858
331,2222461.653863666,257,892806.4949554558
334,2605034.07116349,259,1046493.3486135387
336,2207726.238680726,261,886886.9892758055
338,5737380.799356443,264,2304818.5478445073
340,8998010.455796225,266,3615051.107282858
342,17298447.600744337,268,6949844.35287719
345,1256281.279537205,270,504725.0225996364
349,1531244.9516934524,272,615194.7461424535
35,973938.2380329616,273,391290.5550764372
351,1865017.0117668994,275,749291.3957602966
353,2314531.3283937774,277,929888.7884896795
355,1412680.1020474075,279,567559.994760567
357,12141898.100814776,281,4878143.050570491
359,11820382.783851512,285,4749461.855543
361,5589815.840417007,287,2246003.1624240186
363,4117092.1967947744,290,1654258.8088752215
365,653921.1912729797,292,262747.30787273886
367,631047.6065027727,294,253556.63948664186
369,485194.8508469959,298,194972.78447119927
37,1395422.084752414,300,560742.4087499406
371,4217950.991743797,303,1694959.5573580635
373,6851665.410291634,305,2753302.6803075164
375,8394873.447594143,307,3373432.0314917997
377,1922993.6664112944,308,772744.040886212
379,3531345.647021414,310,1419051.114266077
381,2454279.5327893523,313,986238.2371603373
384,185059.29381836733,315,74365.02210418007
385,6832862.542165492,317,2745746.854958017
387,192795.86758504086,320,77481.94447098469
389,14127953.60303304,322,5677825.6208055215
39,1543662.7020475105,324,620376.3040155285
392,8102726.770035078,326,3256371.7963665472
394,4965259.332416953,329,1995467.811094806
396,9849102.28983589,331,3958215.527488647
398,5796020.262941896,334,2329338.9313330436
400,8333283.7390306825,336,3349029.395789685
404,1765787.118632079,338,709644.9793618215
406,8613803.799405318,340,3461766.458114188
409,6776460.127908041,342,2723363.907731355
41,1236515.2279822533,345,496938.05905766046
411,1001840.0358452161,349,402667.13508435566
