From,To,Volume,EstimatedTT
442874,26384674,1466.23,0.58
442928,1803689295,0.0,0.03
26384674,264670999,433.36,0.36
26384674,534589,1032.87,0.54
1803689298,1803689295,0.0,0.04
1803689295,139470345,0.0,0.59
442936,15866840,320.65,0.32
15866840,1803689315,1386.83,0.56
264670999,534589,204.49,0.33
534589,534591,1237.36,0.37
534591,534626,1160.69,0.66
8083440,534911,1209.82,0.04
534626,534624,0.0,0.07
534626,534625,1160.69,0.08
534608,30409417,943.6,0.86
30436919,30436908,719.87,1.3
30409417,30409422,429.38,0.02
30409417,30403571,1786.18,0.19
534624,534608,672.03,1.22
534625,30436908,1160.69,0.02
534625,534624,672.03,0.07
30436908,30436907,1219.47,0.02
30436908,534628,661.09,0.37
534628,534629,837.45,0.22
534629,3595409680,1074.29,0.63
11769656,11769730,713.02,0.19
3595409680,3855350,985.02,0.01
3595409680,7128283652,89.27,0.04
3160432771,30409397,294.64,0.15
30409405,30409419,875.06,0.72
534736,140605768,1624.53,0.12
534306820,2021890013,1365.08,0.19
140605768,534324288,1624.53,0.41
534329195,2021890013,723.36,0.02
534329195,534306820,1624.53,0.25
3853550,3564765835,214.12,0.4
534742,534770,1142.41,0.54
534770,29138173,1917.71,0.08
534743,534744,562.82,0.07
534744,534747,1740.49,0.05
247994358,534742,545.16,0.06
534747,277692998,135.99,0.01
534747,2287846802,1604.5,0.32
277692998,288154283,1526.71,0.08
2287846802,29510418,0.0,0.04
2287846802,2287846804,1604.5,0.1
534749,25235133,2102.74,0.07
534749,7095690293,187.62,0.73
25235133,25235132,865.25,0.01
25235133,534751,1237.48,0.82
7095690293,7095690318,689.06,0.01
534751,534754,778.78,0.85
534754,3098430373,778.78,0.16
29510455,25235132,962.35,0.67
3098430373,16574394,360.45,0.02
3098430373,2260849842,1109.89,0.75
534758,25873172,1075.74,0.02
534758,2202559858,1326.19,0.63
25873172,25873173,1715.86,0.02
25873172,3100041009,743.15,0.24
2202559858,25873172,1383.26,0.63
534769,546378258,1168.24,0.57
534769,534770,775.3,0.04
546378258,247994363,808.64,0.04
546378258,290077155,359.6,0.24
29138173,1775338888,223.91,0.09
29138173,534773,1693.81,0.67
534773,2544089666,2329.12,0.03
