from,to,volume,EstimatedTT,TSTT:,50181.02631636245,length,CO2,lengthm
24533064,1618530621,352.4450614005996,9.779324818313599,,,161.597,11513.944138403078,0.10041168948700001
1618530621,1618530649,2.4151831386583726,17.020200000323243,,,283.67,138.33731038370917,0.17626431157000003
1618530621,5086819795,350.0298782619412,0.6232386001394881,,,10.301,728.902400643938,0.006400742671
26411640,26411641,1639.683845046752,6.500034336377622,,,95.355,32370.65275957332,0.05925083170500001
26411640,3698862626,0.0,8.3931,,,139.885,0.0,0.086920482335
26411641,597665412,1761.8020819716626,6.993456628865083,,,98.659,36379.30848130032,0.061303841489000005
3698862626,564645699,0.0,2.04318,,,34.053,0.0,0.021159546663
3698862626,11114881525,0.0,3.18186,,,53.031,0.0,0.032951925501
597665412,597665430,2074.008474340378,35.953608166879995,,,573.338,241769.94685115217,0.35625560639799997
597665412,597665378,780.371024378498,13.594478933755397,,,221.682,35042.611685706135,0.137746766022
30747332,1187353031,203.7783507541253,0.7907823151647541,,,10.981,470.6009412288539,0.006823274951
30747332,1649047771,704.7453913573363,5.636601177971796,,,91.456,13066.343012309348,0.056828106176
1187353031,4642297159,0.0,0.74736,,,12.456,0.0,0.007739797176
1187353031,1158360121,203.7783507541253,5.8200022900450925,,,80.818,3463.5303586406994,0.050217961478
1649047771,6670380186,687.5164967369901,9.337158551103396,,,151.878,21159.928796687476,0.09437258473799999
1649047771,1649048114,17.22889462034626,17.10168016613635,,,285.028,991.5640933200791,0.17710813338800002
32899260,7731316960,412.8502999051986,2.357223382599408,,,34.461,2948.2076237372503,0.021413066031
1691726272,7731316967,238.7371099160532,1.4707780571471338,,,24.489,1180.6607490770277,0.015216754419
7731316960,1691726272,628.0194182374183,2.128887629043384,,,33.893,4329.029279633503,0.021060127303
33004487,1172757801,742.6189863156668,4.48941528686721,,,72.396,10910.067961672337,0.044984774916
33004487,1636768897,791.2918997344505,7.3272837881907,,,119.337,19132.019001734607,0.074152551027
1172757801,1151084822,742.6189863156668,14.155834079574834,,,228.276,34401.16407009662,0.14184408639600002
1636768897,276372740,90.30973701092326,8.31460662702054,,,138.574,2526.930935871937,0.08610586495400001
1636768897,1624950144,737.5621321591499,3.284404617436878,,,50.259,7598.262306808648,0.031229485089
33004488,1151084822,1322.329518990111,0.85584910817694,,,10.668,3086.5160175644073,0.006628785828
33004488,1183787459,1050.0196695806549,18.761872774299132,,,304.633,64838.78491678247,0.189290111843
1151084822,1151084802,745.1498020281889,0.6563778175592401,,,10.58,1599.956913508529,0.00657410518
1151084822,308473180,1319.7987032775893,9.818758886441346,,,122.625,35382.00179977498,0.076195618875
1183787459,33004487,53.72976757530051,0.845702123490354,,,14.095,152.91709611707734,0.008758224245000001
1183787459,1183787457,996.289902005354,1.9037103109127937,,,31.062,6268.149643407921,0.019301026002
33004530,33004534,664.8265981335727,20.2231052898588,,,329.945,44430.334214469876,0.205018254595
33004530,988059453,493.6426324996788,7.481312643553068,,,122.497,12241.314541664748,0.076116083387
33004534,4844962258,1158.469230633252,10.06442506367553,,,166.892,39066.276351490254,0.103701848932
988059453,988059831,0.0,2.548739999999994,,,42.479,0.0,0.026395218709
988059453,988059784,493.6426324996788,1.987879256104302,,,32.549,3252.6718778145196,0.020225004679
4844962258,33476495,255.25659353509184,0.572727947222766,,,9.541,491.7841808601204,0.005928500711
4844962258,7328499113,1880.645008623479,12.403802629201955,,,86.891,51396.09083142085,0.053991547561000004
33004677,4862605959,0.0,0.75456,,,10.48,0.0,0.0065119680800000005
33004677,384143869,0.0,5.03148,,,83.858,0.0,0.052106929318000005
4862605959,10243968793,0.0,1.204704,,,16.732,0.0,0.010396779572
33476495,1187353069,48.44842888417441,0.990540601709742,,,16.509,161.50142274968334,0.010258213839
33476495,33476497,255.25659353509184,10.134601410498659,,,168.831,8702.275970945931,0.104906687301
1187353069,4510286866,229.540356099304,0.556970424358494,,,9.28,430.13132777240514,0.00576632288
1187353069,1624949965,387.8746785099097,7.219498476253705,,,119.51,9368.802853592888,0.07426004821
33476497,420041549,255.2540573221662,2.795928005638134,,,46.577,2400.7550720718486,0.028941597067
33476497,420041599,0.002536212925703,2.157299999999994,,,35.955,0.018412843234370403,0.022341394304999998
420041549,5655203851,255.2540573221662,5.859224275273008,,,97.529,5027.574484423556,0.060601692259
420041599,474209050,0.1036524588302488,0.8403,,,14.005,0.29311535713586606,0.008702300855000001
420041599,420041549,0.0,1.645499999999994,,,27.425,0.0,0.017041099675
33476500,1185400508,9.52618712025713,0.924660000839562,,,15.411,29.643247456053086,0.009575948481
33476500,2754770542,1245.026477615177,7.194644585612286,,,119.103,29970.045974407767,0.074007150213
1185400508,1185808485,1521.658075471179,1.6336191925414019,,,17.112,6212.790917413814,0.010632900551999998
1185400508,308778521,5.467157823544704,13.873380001366547,,,231.223,255.2516121214768,0.14367526673300002
2754770542,2754770587,0.0,2.057099999999994,,,34.285,0.0,0.021303704734999998
2754770542,420041600,1245.026477615177,2.843407964995512,,,37.465,9985.9591145228,0.023279664515000003
33476508,1158360142,203.7783507541253,2.6800076074515657,,,37.203,1594.5334551663143,0.023116865313
33476508,441549980,494.825977146008,2.0794624127731263,,,28.369,2969.0986561568516,0.017627673899
1158360142,5120437766,0.0,1.126799999999994,,,15.65,0.0,0.00972445615
441549980,759629968,540.3698124241329,0.826335795443046,,,11.37,1295.8909074337905,0.007064988269999999
33476510,1158360153,0.0,3.6511919999999938,,,50.711,0.0,0.031510344780999996
33476510,759630064,203.7783507541253,2.074965436256076,,,28.804,1234.549408451213,0.017897970284
